,n,xray_0+xray_1_mean,xray_0+xray_1_std,rmsd_avg_0_mean,rmsd_avg_0_std
1,,7.61153649641168,0.09881745917151596,0.06931903396186935,0.010311765740299732
2,,7.557599347410949,0.06835367682688298,0.06527736855187671,0.007181409094377633
3,,7.531720614021517,0.06083329054978427,0.06386808086355268,0.006744838280431839
4,,7.518760199119058,0.05676113768347672,0.06324660641553546,0.006304128141021753
5,,7.506638851070399,0.05556730245519399,0.06283148948029765,0.0062975003601621875
6,,7.499448373524133,0.05389232800943881,0.06252019203658113,0.00601121122839725
7,,7.491051389326721,0.052509332694654076,0.06231496594534819,0.006130348343565805
8,,7.485540349304477,0.050903658863036855,0.062043999782389975,0.006068288220518826
9,,7.479936905568714,0.04906516715260499,0.061878466992445105,0.00602477007343226
10,,7.474796487764667,0.04745219988163554,0.06153513598258414,0.005983508425841789
11,,7.470493654566002,0.046187630638905956,0.061306535980121486,0.005937490722327038
12,,7.467312213412104,0.045462718899643456,0.06119384655464695,0.005914831064096734
13,,7.464015575487486,0.04447369953641907,0.06100102966678038,0.0059303235483163744
14,,7.4608057092712095,0.043955556765942747,0.06081661963475237,0.005953897355130592
15,,7.458769195989158,0.04293780161221561,0.06075605952629991,0.0059812820320660565
16,,7.455672742181917,0.04233207305816637,0.06059067089458158,0.00594546662049728
17,,7.45365323646915,0.041534216086809135,0.060408013078267514,0.005888522958154239
18,,7.452241846635818,0.04136170905247464,0.06040167625821847,0.005870030246540034
19,,7.450664151646393,0.040813633323289925,0.060312686908269436,0.005852367496904649
20,,7.448254766806761,0.039670674566390514,0.060320951558126196,0.005900297963701107
21,,7.446901135442898,0.03882388383942678,0.060282972826464346,0.005945675337461087
22,,7.445479004861567,0.03814416202287081,0.060307215557962694,0.0059935043851807234
23,,7.443587779226092,0.03730045712673926,0.06009420180705909,0.005872798060210091
24,,7.44263875228074,0.03718211298314756,0.060017535432537863,0.005834884156865415
25,,7.4415041823008,0.03633298987924086,0.05992553631910011,0.005733303739192393
26,,7.44039439344611,0.035905973245279,0.059854526736214685,0.005698401654499619
27,,7.439151292190135,0.03509315556082088,0.05977749747985486,0.005650447627444132
28,,7.437898039991621,0.03433394681831847,0.05967890692295268,0.0056087436916749805
29,,7.436658772166767,0.033514504313581786,0.059628191762962544,0.005604963945479552
30,,7.435421578704412,0.032883445553128214,0.05962759128795452,0.005596226109736638
31,,7.434143073560303,0.0325435504189532,0.05952351660080521,0.005583305836847148
32,,7.433035676377524,0.032177573253476616,0.05943134991709819,0.005619571603399299
33,,7.4323835074870095,0.031834992157644584,0.05934485426953849,0.005545039787682263
34,,7.431530849514812,0.031249414005866664,0.0592825243199579,0.005524905301664457
35,,7.430955323467579,0.030968603889780934,0.05917925574614355,0.005491522305523799
36,,7.43004537707646,0.03059830865262724,0.05912364726440903,0.005497255637338999
37,,7.429236167593334,0.030189636366501658,0.05905987134524022,0.005474738301450493
38,,7.428472048476721,0.029870072593066642,0.05903131823706902,0.0055168068617424204
39,,7.427690391858853,0.029268294589956362,0.058944402987453744,0.005501542319072104
40,,7.4271025917809474,0.029023674648873083,0.05888042933188554,0.00555588627576311
41,,7.426389693238002,0.0285872067968434,0.058850200317821455,0.005617335900105018
42,,7.42551413530913,0.028122191624778737,0.05879777732626978,0.005590942590436216
43,,7.425062661094351,0.027858911781538896,0.05876428764711035,0.005582730943032398
44,,7.4244290807377435,0.027463722348224247,0.05867731933189022,0.005559850709778535
45,,7.42397549978299,0.027359543250093047,0.05865288950411617,0.005599231259164099
46,,7.423395634527529,0.027343269578911047,0.05863810443854745,0.00559667813292657
47,,7.422910218946256,0.027111179249068577,0.05860124492918559,0.005570988826946819
48,,7.422459089103477,0.026855827757977593,0.058602406026158016,0.00560244353026526
49,,7.423149645102994,0.02634759225760574,0.05882102967354336,0.005403662885513036
50,,7.422637106032683,0.0260571052665865,0.05879765291303202,0.005395138961231671
51,,7.422225690942527,0.02589209670120004,0.05877859604814909,0.005357639141156085
52,,7.421878870912028,0.02571685654199898,0.058727663347351015,0.005339163951749324
53,,7.4215494844739425,0.025560253049929493,0.058710072069618834,0.005329375888533093
54,,7.421109951838944,0.025342887777106533,0.058679082392256214,0.005272533160274094
55,,7.420706281350448,0.025082815377076625,0.05864030855754072,0.005258933765416234
56,,7.42010569979477,0.025028338655082197,0.05863810505536658,0.005325087122285948
