,min_xray_0+xray_1,xray_0+xray_1_min_0_xray_1,xray_0+xray_1_min_0_r_free_0,xray_0+xray_1_min_0_r_free_1,xray_0+xray_1_min_0_rmsd_avg_0,xray_0+xray_1_min_0_rmsd_avg_1,xray_0+xray_1_min_0_pdb
0,7.2329304452123235,3.520033506831479,0.0616018004622277,0.0590326194182108,0.1964484086970087,0.1510864709625944,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/144_native_2_cif_2/0/output_547/pdbs/409.pdb
1,7.261244960560015,3.56210773816966,0.0578554229487446,0.0564147726187463,0.0698785312295834,0.069540268863311,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/144_native_2_cif_2/1/output_771/pdbs/1045.pdb
2,7.212682662654041,3.5369117572398845,0.0595466189707931,0.0667054747591929,0.0568495803973295,0.0564562375287796,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/144_native_2_cif_2/2/output_912/pdbs/1207.pdb
3,7.380921761958057,3.650185698643519,0.0609183324824633,0.0668220249227452,0.0934428795351746,0.0912910420722841,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/144_native_2_cif_2/3/output_183/pdbs/991.pdb
4,7.26892300839666,3.554164479955413,0.0541954041582587,0.0600075626561507,0.2475089094746297,0.2420666464839877,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/144_native_2_cif_2/4/output_719/pdbs/1292.pdb
5,7.492900887669137,3.6871110681104766,0.0693167347668777,0.0727195165633968,0.1618873631283812,0.1524130922122325,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/144_native_2_cif_2/5/output_506/pdbs/678.pdb
6,7.3829409898538945,3.659405631944505,0.0657433321975123,0.0581901108639836,0.0497142773218247,0.0485910388214245,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/144_native_2_cif_2/6/output_889/pdbs/1185.pdb
7,7.313814399954694,3.642642502701512,0.0557608891499206,0.0611788293154133,0.0788820445203834,0.0843691160983136,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/144_native_2_cif_2/7/output_436/pdbs/414.pdb
8,7.2853169450680895,3.544231092350428,0.0539888939371646,0.0593630897025653,0.1823605377467673,0.1866023804507273,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/144_native_2_cif_2/8/output_809/pdbs/974.pdb
9,7.347958274391695,3.596329424647864,0.0620759476006493,0.0626225465720205,0.0981511689770616,0.0770699127164613,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/144_native_2_cif_2/9/output_971/pdbs/962.pdb
