,n,rmsd_avg_0_mean,rmsd_avg_0_std
1,,0.05484585829169479,0.00847578378106232
2,,0.0506691476062681,0.0037701954262879226
3,,0.04939747346276848,0.0027547968577892636
4,,0.04857717831588205,0.0021375878639465855
5,,0.04816393475431628,0.00187124043834663
6,,0.047890843477833595,0.0017292374925417667
7,,0.047642222058858735,0.001660242801290821
8,,0.04738664576983097,0.0015640871405946102
9,,0.04722291160073684,0.0015203695316555932
10,,0.04711129855561378,0.001486398505964507
11,,0.046971678565958117,0.0014469061367586228
12,,0.04684663886484621,0.0014172339059199685
13,,0.04673872658979142,0.0013811118964398071
14,,0.04664792551776932,0.0013507563518954868
15,,0.046549922131212604,0.0013284575482686454
16,,0.04646933470844244,0.00131458179914715
17,,0.046370216581494546,0.001289200946445849
18,,0.04628997461747836,0.0012739918275899323
19,,0.046224814891302396,0.0012498046139155854
20,,0.04618421961021613,0.0012354395659993059
21,,0.04612483378160528,0.0012164565080601958
22,,0.04607686847934326,0.0011850246851032322
23,,0.04602886686613287,0.001181975013423057
24,,0.04597846235826764,0.0011620761888933018
25,,0.04593662728325358,0.0011549174778645356
26,,0.045906800640388504,0.0011361393264223366
27,,0.04587912615595976,0.0011269232896770475
28,,0.0458544566997601,0.0011238208237535465
29,,0.045826301660864634,0.0011245684571343606
30,,0.045784780302537846,0.0011085430463193579
31,,0.04575744829770481,0.0010969045764188266
32,,0.045718487856032775,0.0010833233222798434
33,,0.0456838621257339,0.0010785611630958296
34,,0.0456609678299707,0.0010752959644674525
35,,0.04563721871904855,0.0010718574974800557
36,,0.045610317301748894,0.0010679162996819994
37,,0.04558079499184015,0.0010532715409917017
38,,0.045564586913147,0.001049716610761246
39,,0.04553553155282519,0.0010426078404528708
40,,0.04551565284022456,0.0010332349301109536
41,,0.04549237486639055,0.0010308607976669383
42,,0.04547412648557159,0.0010197622097633293
43,,0.0454421111867635,0.001021568102197006
44,,0.04542414385676925,0.0010179116523804188
45,,0.04539854900403545,0.0010109058232097448
46,,0.04538224629789023,0.001009847954246406
47,,0.04535661610336411,0.0010068858377217627
48,,0.04534283445158119,0.0009982774959161652
49,,0.045312134234385265,0.0010012966011924153
50,,0.045289214037731375,0.0009941201395213177
51,,0.045274660252329534,0.0009855250657783113
52,,0.045254333622506616,0.0009760991251477747
53,,0.04523554030910205,0.0009678526060048824
54,,0.045222540099813455,0.0009599295374714742
55,,0.04520696631653503,0.0009545377289898847
56,,0.045188603473394366,0.0009492671972771275
57,,0.04517505141011361,0.0009424275686979732
58,,0.045161882717475774,0.0009396822225637983
59,,0.04515262101013461,0.0009388588341710788
60,,0.04513731909353461,0.0009322069506185896
61,,0.04511937877811267,0.0009252133463918072
