,r_free_7mhf,xray_7mhf,r_free_7mhg,xray_7mhg,r_free_7mhh,xray_7mhh,r_free_7mhi,xray_7mhi,r_free_7mhj,xray_7mhj,r_free_7mhk,xray_7mhk,pdb,ff,w_0_7mhf,w_1_7mhf,w_2_7mhf,w_3_7mhf,w_4_7mhf,w_5_7mhf,w_6_7mhf,w_7_7mhf,w_0_7mhg,w_1_7mhg,w_2_7mhg,w_3_7mhg,w_4_7mhg,w_5_7mhg,w_6_7mhg,w_7_7mhg,w_0_7mhh,w_1_7mhh,w_2_7mhh,w_3_7mhh,w_4_7mhh,w_5_7mhh,w_6_7mhh,w_7_7mhh,w_0_7mhi,w_1_7mhi,w_2_7mhi,w_3_7mhi,w_4_7mhi,w_5_7mhi,w_6_7mhi,w_7_7mhi,w_0_7mhj,w_1_7mhj,w_2_7mhj,w_3_7mhj,w_4_7mhj,w_5_7mhj,w_6_7mhj,w_7_7mhj,w_0_7mhk,w_1_7mhk,w_2_7mhk,w_3_7mhk,w_4_7mhk,w_5_7mhk,w_6_7mhk,w_7_7mhk
0,0.3282534644104858,5.241984409385327,,,,,,,,,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/169_N8/0/output_225/pdbs/31.pdb,159124.55458147716,0.1980382988721425,0.2179481376094731,0.2044973584567227,0.0287039309334124,0.1718456614309643,0.0393953760923581,0.0802157152656689,0.0593555213392577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0.2929152309669923,5.175656559412075,0.2876968434441176,5.087535259236596,,,,,,,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/169_N8/6/output_449/pdbs/212.pdb,173373.92631990655,0.1520787501869828,0.2599696500338183,0.1060501711087676,0.0286532900737143,0.1425153543090692,0.1093213171153926,0.050916475443319,0.150494991728936,0.1744288655711969,0.1124998218183423,0.1857498997860076,0.0672394457435508,0.2114859557052684,0.0969746732317032,0.0687732069905801,0.0828481311533505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0.3189573883835062,5.205049986578877,,,0.3620054508678257,5.694337198363757,,,,,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/169_N8/7/output_127/pdbs/299.pdb,223198.67257226328,0.2759562635201661,0.0553717949737095,0.0259477921611823,0.0371665238980107,0.2519813354556881,0.0385009040316259,0.025322672217136,0.2897527137424812,,,,,,,,,0.1133574371584187,0.1423287975274248,0.1438929515766076,0.1512673177202004,0.042173042675509,0.1207058004697225,0.1169664995173983,0.1693081533547185,,,,,,,,,,,,,,,,,,,,,,,,
8,0.3192472631328015,5.232547437910971,,,,,0.3208737966700166,5.29870618151736,,,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/169_N8/8/output_395/pdbs/212.pdb,191645.6039304817,0.1470581496441937,0.1791094632892735,0.0388886373324358,0.0264128061059928,0.211736226326787,0.2052073680414149,0.0164402634058145,0.1751470858540874,,,,,,,,,,,,,,,,,0.0836436173544929,0.2127264150956417,0.2556915981652217,0.1031413187538154,0.1366634353230607,0.0584954678722906,0.080844164008032,0.0687939834274448,,,,,,,,,,,,,,,,
9,0.3206961211363359,5.244854267317661,,,,,,,0.332283601192003,5.37151636247813,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/169_N8/9/output_21/pdbs/267.pdb,203209.1583592812,0.2569330192264209,0.2847058402361074,0.0259923738361992,0.0361526007309807,0.0415235804585118,0.0550467937779568,0.0310662988196001,0.2685794929142228,,,,,,,,,,,,,,,,,,,,,,,,,0.133771729574826,0.0695251246423055,0.1156878328456602,0.122222896891382,0.0761546562344387,0.1449427153672758,0.0643520619287685,0.273342982515343,,,,,,,,
