,r_free_7mhf,xray_7mhf,r_free_7mhg,xray_7mhg,r_free_7mhh,xray_7mhh,r_free_7mhi,xray_7mhi,r_free_7mhj,xray_7mhj,r_free_7mhk,xray_7mhk,pdb,ff,w_0_7mhf,w_1_7mhf,w_2_7mhf,w_3_7mhf,w_4_7mhf,w_5_7mhf,w_6_7mhf,w_7_7mhf,w_0_7mhg,w_1_7mhg,w_2_7mhg,w_3_7mhg,w_4_7mhg,w_5_7mhg,w_6_7mhg,w_7_7mhg,w_0_7mhh,w_1_7mhh,w_2_7mhh,w_3_7mhh,w_4_7mhh,w_5_7mhh,w_6_7mhh,w_7_7mhh,w_0_7mhi,w_1_7mhi,w_2_7mhi,w_3_7mhi,w_4_7mhi,w_5_7mhi,w_6_7mhi,w_7_7mhi,w_0_7mhj,w_1_7mhj,w_2_7mhj,w_3_7mhj,w_4_7mhj,w_5_7mhj,w_6_7mhj,w_7_7mhj,w_0_7mhk,w_1_7mhk,w_2_7mhk,w_3_7mhk,w_4_7mhk,w_5_7mhk,w_6_7mhk,w_7_7mhk
24,0.3313441171677684,5.218521721767349,0.2680520489677593,5.052928009158142,,,,,,,0.3166643390746216,5.263124892135298,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/169_N8/24/output_216/pdbs/241.pdb,225591.34264072607,0.1001208460960549,0.1806954861168798,0.0940017845569316,0.0976804435032688,0.1004276103197915,0.1410644343109119,0.1064204551199929,0.1795889399761683,0.2179187633541374,0.1604235706893461,0.0939676523827019,0.0627909394171984,0.1626154764533263,0.0890671804029391,0.0610331972727767,0.1521832200275739,,,,,,,,,,,,,,,,,,,,,,,,,0.1162150064054677,0.0594097975484726,0.0848178896735597,0.0971578192428542,0.2360976945107193,0.0952359862405702,0.1051340595342892,0.2059317468440666
25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,,0.2969133765925295,5.1174776707977605,0.2454492333542467,5.401235057791456,0.2276112165426791,5.045441279835444,,,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/169_N8/31/output_488/pdbs/291.pdb,258663.4716959037,,,,,,,,,0.2870604077691484,0.0363514464565516,0.1378992834814996,0.0579329587764874,0.0909803946327554,0.2591342424413095,0.0548750954673225,0.0757661709749254,0.14016960963196,0.1806078934488118,0.1574675423115608,0.11121131020712,0.1382196982413433,0.0666595503439041,0.0959478983860242,0.1097164974292755,0.1142805832246962,0.1920599336212352,0.1603457628457781,0.0975813311545944,0.0926446393345554,0.1423828699758488,0.065351723161326,0.1353531566819656,,,,,,,,,,,,,,,,
32,,,0.3001360855017366,5.131157263670085,0.2527380798518432,5.42686441635142,,,0.2551792182175983,5.185097557481615,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/169_N8/32/output_93/pdbs/284.pdb,270149.1503000771,,,,,,,,,0.2658604741876315,0.1611130279663513,0.0715285057185395,0.0684007449079632,0.2162363017219795,0.0537862921243515,0.0656783722054683,0.0973962811677149,0.0724128767036983,0.1433287602038972,0.1996744553269191,0.1071914039640215,0.0890326502933666,0.1206529872938244,0.1079549124394998,0.1597519537747727,,,,,,,,,0.0498048216190277,0.1246823166934088,0.168066389577625,0.0762055640637618,0.1819554622547839,0.1382946981881687,0.1190926036907116,0.141898143912512,,,,,,,,
33,,,0.2929150961792625,5.122198763803558,0.2684048246289529,5.577095936849104,,,,,0.2690570755139472,5.130822846155308,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/169_N8/33/output_369/pdbs/244.pdb,248487.9799717049,,,,,,,,,0.0779234808061076,0.233862358560074,0.1165711158976677,0.0584255209494756,0.0574551605380554,0.3538287564509862,0.0559191499928122,0.0460144568048209,0.1120200501782089,0.183484335908747,0.0960160152726843,0.0576626349381781,0.1566827039493764,0.0844842093359024,0.1004377657882185,0.2092122846286843,,,,,,,,,,,,,,,,,0.144264183791971,0.1902138249632715,0.105316823242424,0.095371685062978,0.1759726506878811,0.1027530151786491,0.0688969030629477,0.1172109140098773
34,,,0.2921283291199567,5.176847334983539,,,0.2335866115033291,5.0963401013667005,0.2488208824404507,5.18135765131272,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/169_N8/34/output_405/pdbs/198.pdb,234244.4944614601,,,,,,,,,0.047959083802851,0.2671126479390128,0.2244286767541685,0.0211246580420235,0.0987808026378238,0.0404566687270659,0.0237915203079575,0.2763459417890965,,,,,,,,,0.134329927147865,0.179573718303111,0.1402448148869748,0.0834782198539834,0.1858363078791239,0.1106290519626886,0.0830835621696547,0.0828243977965982,0.1673671027783835,0.1500598010669899,0.1064516943992125,0.0623658616314963,0.1526546650926629,0.2152640954854012,0.0658250936022084,0.080011685943645,,,,,,,,
35,,,0.2920941178608793,5.15833906152842,,,0.2725372820783349,5.186683379690761,,,0.2581863804023684,5.1411056662805725,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/169_N8/35/output_127/pdbs/156.pdb,235614.39138619223,,,,,,,,,0.0421851784808725,0.0959183426746614,0.2263004159619188,0.0365292906156248,0.2119332776644164,0.234868512911945,0.0323604104680127,0.1199045712225482,,,,,,,,,0.1264691209802571,0.1030826998336524,0.145498574946071,0.0798125531904369,0.076810333260794,0.0970669423793035,0.1151373313320565,0.2561224440774285,,,,,,,,,0.1789749614562012,0.1297819112569183,0.145376785471372,0.0538979407079139,0.1113338133564521,0.1132293835502496,0.0866420376825622,0.1807631665183303
36,,,0.2919271197635334,5.126991199653485,,,,,0.2832332644926352,5.299395458472159,0.2787558740405123,5.149453559289877,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/169_N8/36/output_68/pdbs/239.pdb,243311.0495633392,,,,,,,,,0.0749668585536009,0.2324220427846915,0.0924442613957709,0.0508595395355317,0.1293756352221274,0.1355108792511592,0.0516104002589368,0.2328103829981813,,,,,,,,,,,,,,,,,0.086878961958152,0.0747375205590042,0.2306735684070694,0.0728260956474074,0.2287447495706706,0.1193408817055001,0.0800147918710124,0.1067834302811835,0.0691304623352411,0.1170462600712958,0.1844072480172512,0.0850826659503275,0.2110477421173775,0.1871489291980265,0.0915487745735135,0.0545879177369667
37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,0.3119822710917842,5.238227359901654,0.2712925376247644,5.056181404483755,0.2283507097665899,5.4545419376139055,0.2288498813009978,5.076956851314533,,,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/169_N8/41/output_224/pdbs/275.pdb,274262.81663578824,0.1358074063321917,0.0699140803977584,0.1001890274977034,0.0570451602731506,0.2377023876149587,0.1057580990697688,0.0596461000002539,0.2339377388142143,0.2161871730272589,0.0574625442042459,0.1335956306144723,0.0486756423797736,0.201820426407812,0.0766074539608404,0.0823545416129595,0.1832965877926372,0.0878238722370823,0.2297742313240919,0.2379014296442125,0.0637205116543255,0.1296038662299925,0.1955340525991247,0.0322744726707518,0.0233675636404184,0.0824627237643962,0.1922487925471833,0.2079384710545666,0.0587405326243426,0.1225027856559212,0.1927576661634992,0.0612711606917281,0.0820778674983625,,,,,,,,,,,,,,,,
42,0.3040513720541993,5.217528817527548,0.2787179890583677,5.072009864921342,0.2691452923669748,5.558790571182345,,,0.2565526414614781,5.230576744015157,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/169_N8/42/output_217/pdbs/209.pdb,322205.6360462554,0.078855857736881,0.3096167688894286,0.0953063118071314,0.0256899268310543,0.1746147276894309,0.1422743773617293,0.0371788093564143,0.1364632203279299,0.0652681705233745,0.2468214257559877,0.0890355786471012,0.0656401099644504,0.2233712045372162,0.1055541584913228,0.0588492160054753,0.1454601360750715,0.169254410301496,0.0907033970178439,0.228026625827448,0.0966299161774082,0.043429683236884,0.2042369982486827,0.113242201775532,0.054476767414705,,,,,,,,,0.1667126905944457,0.0766257354929889,0.2595042364997222,0.0835278824393474,0.0832925949196075,0.1090026853753491,0.1028047250305526,0.1185294496479862,,,,,,,,
43,0.3060486119148771,5.247741697129171,0.2662476614349756,5.054407506879865,0.2877235387509035,5.599427441488957,,,,,0.259009277324681,5.144536528612865,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/169_N8/43/output_338/pdbs/214.pdb,317091.3785680311,0.0566915845414338,0.1694381212336144,0.1224218936312456,0.0627615270093852,0.1719292265807119,0.2180043820300003,0.0692853208532248,0.1294679441203838,0.0594433058677519,0.1166746716459608,0.0868198168452999,0.0435480662030323,0.1672631021339158,0.208550001811282,0.0650289519217192,0.2526720835710378,0.2116564864995408,0.1884856970545377,0.1566101853166833,0.0872060069734555,0.1320880330884857,0.0484468025715107,0.1083059293325553,0.0672008591632307,,,,,,,,,,,,,,,,,0.1622034189797284,0.1408440728548164,0.2177372565170068,0.0712318445116233,0.0874805247787412,0.079176961655245,0.0894909371876284,0.1518349835152102
44,0.311211358177735,5.232478237729072,0.2718253565277643,5.086665651333775,,,0.2468201749137006,5.114836870606228,0.2622176546425344,5.243630264999408,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/169_N8/44/output_257/pdbs/184.pdb,295619.38532584766,0.1641367453074241,0.1267106874263396,0.0591759852224164,0.0555433235856862,0.1802262192446784,0.0800546869117404,0.0605265492035556,0.273625803098159,0.2097476580436846,0.0797015044615121,0.1062309585127532,0.0570675852236569,0.2201527487981938,0.0915276980217664,0.055750721954135,0.1798211249842978,,,,,,,,,0.0525530311873853,0.1831390912187511,0.2288361164607086,0.0605597018929916,0.115763165747249,0.162710976043312,0.1081213514067613,0.0883165660428409,0.0727385873454601,0.2066138290572537,0.1626770614834944,0.1086214725747695,0.1409071553302421,0.1800198761979417,0.1021865938369067,0.0262354241739316,,,,,,,,
45,0.3039012526399874,5.228157853373487,0.2679601079250597,5.076400703806918,,,0.2710315449540137,5.16491679578243,,,0.268103393966924,5.157299939174933,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/169_N8/45/output_101/pdbs/278.pdb,282675.7309752327,0.1113191393396817,0.1052256582673313,0.2660501993750557,0.0433561395792108,0.1225942645440877,0.2450464978937344,0.0513207706302962,0.055087330370602,0.102755918678911,0.1217143339860031,0.2207773168800572,0.0470863369669093,0.1432810894453983,0.2150367649937527,0.0487912590513685,0.1005569799975997,,,,,,,,,0.2184038494825154,0.1528768812911939,0.0910924598689177,0.0338494402293506,0.0187658362989213,0.1320202676418697,0.1059087687027399,0.2470824964844914,,,,,,,,,0.1631160458358769,0.1754571353781606,0.115606840833499,0.0654059058265923,0.0975281720770079,0.100922575757476,0.1120200127807858,0.1699433115106014
46,0.3127157312745996,5.2337824799049,0.2674220371321546,5.066498602290973,,,,,0.2898156580006046,5.316896800163135,0.2681403081885319,5.138979723664187,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/169_N8/46/output_382/pdbs/284.pdb,280455.7323816912,0.1929340581973131,0.0938255081983258,0.2555360491656516,0.0283554694402089,0.1691079434111287,0.0665694247527088,0.0654940809024424,0.1281774659322203,0.1768915847785278,0.0560209569446681,0.2086971299558212,0.0616004975880044,0.174199651856437,0.077673570416426,0.0756001038788828,0.1693165045812324,,,,,,,,,,,,,,,,,0.1025472093581404,0.193648287215421,0.1019656539753235,0.0689025927364438,0.0917902196341011,0.1752744592511153,0.0862909650853286,0.1795806127441259,0.0871958744360126,0.1972018310740192,0.0641436294003185,0.0956239979478279,0.1797059072826898,0.1490844708490921,0.0865007629202779,0.1405435260897616
47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,,,0.2990009855741837,5.1518361881540855,0.1976827976157797,5.274577898222865,0.2038980229164852,4.959785662882871,0.209543451462314,5.054636109755823,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/169_N8/51/output_266/pdbs/279.pdb,295945.91062035563,,,,,,,,,0.1656480122912521,0.2576863290910545,0.2658131312665877,0.0348622932744297,0.1491450908829878,0.0319612845208136,0.021627182349642,0.0732566763232325,0.1224229428156315,0.0590546641392633,0.1756370566592897,0.0858538039719881,0.172004757360548,0.1426797780398367,0.0798467151772855,0.1625002818361569,0.1516089973560552,0.0637085803608702,0.165187334418086,0.0952487529499458,0.1594444896078514,0.1572756813174883,0.082846420139173,0.1246797438505298,0.1049019796572735,0.0677540262528064,0.1681075006936559,0.0526964638736585,0.1644918507262583,0.1843757824834424,0.092025053563252,0.1656473427496528,,,,,,,,
52,,,0.2992040909246206,5.118393836544452,0.235354940502768,5.429369415404259,0.217294518139418,4.999341982349713,,,0.2367414344016929,5.061123893113182,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/169_N8/52/output_56/pdbs/292.pdb,307738.4751779235,,,,,,,,,0.2515192005742665,0.2740141813187801,0.0479841261624198,0.0726068946778917,0.1110605312439257,0.048022525594882,0.0787481768148973,0.1160443636129366,0.1481820277885999,0.0679728054774133,0.1351432499765412,0.0874444288950907,0.1719619698531823,0.1295011053681301,0.1312400048885911,0.1285544077524512,0.1377672339371647,0.053774697498169,0.1180611487018166,0.0671199066677472,0.2382202907315336,0.1475668347740362,0.0619116233382629,0.1755782643512694,,,,,,,,,0.1612238286615196,0.085219281124917,0.122119648726542,0.091505799355103,0.1482458104579684,0.1330154123584803,0.1005167582248947,0.1581534610905746
53,,,0.2956475124607908,5.113286181662743,0.2299074789885104,5.367253214257327,,,0.2375114336357813,5.158591290913223,0.2364991571581024,5.075498928222137,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/169_N8/53/output_240/pdbs/248.pdb,295588.5598981549,,,,,,,,,0.0503860450387957,0.2700102198556937,0.2878812918977217,0.0763355411347298,0.0987334564631425,0.0958741904080889,0.0684271799092064,0.0523520752926209,0.1695270550332154,0.1110834233001891,0.1392120597779766,0.0799012154386141,0.1433685878544447,0.1317534118340868,0.0965082685247126,0.1286459782367605,,,,,,,,,0.1533017867572071,0.1234449449417717,0.1297516756566844,0.0781989371844456,0.1018815394073593,0.1421336265015024,0.0690654231608984,0.2022220663901306,0.147852302382893,0.1354816494550348,0.1513692021838132,0.0652843611903127,0.1678001484917754,0.0942464996109984,0.0628970938911337,0.1750687427940384
54,,,0.2917263451015165,5.123406816961655,,,0.2120271264398038,5.0158700670702085,0.2321763371502555,5.152378258635259,0.2382856029053696,5.075790720630648,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/169_N8/54/output_449/pdbs/226.pdb,302678.91244295787,,,,,,,,,0.1069690915288443,0.2288382708321073,0.112068759957639,0.0641160245567117,0.0792318435658149,0.2900532934616429,0.046519689253468,0.0722030268437716,,,,,,,,,0.1404443750146159,0.1342437134466692,0.1313654397457995,0.1005095144560354,0.24539288127359,0.0661109427366723,0.0485093831659535,0.1334237501606639,0.120770303314317,0.0561858339369332,0.1807027250350703,0.1038709897772318,0.2794247286487051,0.0718284706360546,0.0634283410435482,0.1237886076081396,0.1621716674760915,0.0849666738228049,0.0899279825495017,0.064122030329471,0.2173618908103305,0.1335725992407539,0.0748740614945754,0.1730030942764706
55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,0.3252614719065344,5.184577250007953,0.2739474630428028,5.051099894378728,0.1998462187402682,5.397003835762147,0.1979323877773112,4.98643410491111,0.2095692671561528,5.066044820508625,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/169_N8/56/output_469/pdbs/261.pdb,394428.01705083245,0.092741203629811,0.1569484241199709,0.0799739782538672,0.082571248702654,0.1735249698836201,0.0683135726329802,0.1199201492027559,0.2260064535743403,0.1426258227653704,0.2361905794147033,0.0657898550656378,0.0548588900617687,0.1309887430947615,0.0937496844332097,0.0565279145802751,0.2192685105842733,0.1695662690288127,0.0777254331214159,0.1967949687340791,0.0853728998535787,0.0974764987301147,0.2172936677402107,0.0795744917130266,0.0761957710787613,0.1819041369717228,0.1020284303714305,0.1988724798967819,0.0644985871247712,0.0893379539474164,0.1810008704634351,0.1105929615184995,0.0717645797059424,0.1806677186242783,0.0501112972851059,0.240453672720634,0.1042392573642684,0.0784054039965024,0.194740601356417,0.0847723672002554,0.0666096814525383,,,,,,,,
57,0.3115745390634755,5.243163235209686,0.2705728881200092,5.065808515517118,0.2522891194472917,5.487205505517483,0.2198937615741642,5.036275073470499,,,0.232088846372622,5.087213269804952,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/169_N8/57/output_8/pdbs/295.pdb,343634.89141954656,0.2339054316200505,0.187322483761031,0.0830288530180266,0.0395050046245678,0.082214112444224,0.1183664554183566,0.041732610732884,0.2139250483808591,0.1516569367157635,0.1893543941424453,0.1123677704358952,0.0632638066807743,0.1023499744363167,0.0661630777443238,0.0641934434208262,0.2506505964236548,0.1302924246848389,0.0840122063085188,0.1727073274788835,0.1172315019283193,0.1723711199221661,0.1547297975450712,0.1079169369188493,0.0607386852133527,0.1193998756479621,0.1111995174266656,0.2020729057707198,0.0737041894193514,0.167498428323124,0.2238315080079997,0.0480806292411934,0.0542129461629837,,,,,,,,,0.1783772612532327,0.0852661189088161,0.1764088748303657,0.0576487410055415,0.1902614346197416,0.159214842144242,0.0533447622053524,0.0994779650327076
