,xray_0,pdb,r_free_0
0,5.693366800382675,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/105_2_cif/4797713/output_130/pdbs/98.pdb,0.2754455046438502
1,5.69367767095489,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/105_2_cif/4797713/output_130/pdbs/97.pdb,0.2757545577837482
2,5.695572510497012,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/105_2_cif/4797713/output_130/pdbs/96.pdb,0.2762159482100019
3,5.695797569846343,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/105_2_cif/4797713/output_130/pdbs/99.pdb,0.2748439803787565
4,5.696331533254886,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/105_2_cif/4797713/output_130/pdbs/95.pdb,0.2765378681345125
5,5.699583753993619,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/105_2_cif/4797713/output_536/pdbs/99.pdb,0.2759146831241442
6,5.6999669717968295,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/105_2_cif/4797713/output_887/pdbs/99.pdb,0.2769986587906821
7,5.700373307385507,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/105_2_cif/4797713/output_536/pdbs/98.pdb,0.2784584521367961
8,5.700746270264142,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/105_2_cif/4797713/output_632/pdbs/98.pdb,0.2777650834680047
9,5.700967234859887,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/105_2_cif/4797713/output_536/pdbs/95.pdb,0.2770962363911289
10,5.701002994004101,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/105_2_cif/4797713/output_632/pdbs/97.pdb,0.2758742242141025
11,5.701544348556734,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/105_2_cif/4797713/output_887/pdbs/98.pdb,0.2767739450002928
12,5.7015802665710815,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/105_2_cif/4797713/output_536/pdbs/96.pdb,0.2778787341423288
13,5.70159564915464,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/105_2_cif/4797713/output_887/pdbs/96.pdb,0.2719884866021853
14,5.70226198548012,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/105_2_cif/4797713/output_536/pdbs/97.pdb,0.2787198949025509
15,5.702438683236483,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/105_2_cif/4797713/output_21/pdbs/110.pdb,0.2777586692472246
16,5.702792373108841,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/105_2_cif/4797713/output_21/pdbs/109.pdb,0.276209525682497
17,5.70294978064699,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/105_2_cif/4797713/output_887/pdbs/97.pdb,0.2741999679636471
18,5.702980667178422,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/105_2_cif/4797713/output_887/pdbs/88.pdb,0.2728411326112434
19,5.703203515878826,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/105_2_cif/4797713/output_656/pdbs/99.pdb,0.2814616372968857
20,5.703278867825008,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/105_2_cif/4797713/output_632/pdbs/99.pdb,0.2788921089126094
21,5.703561501004671,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/105_2_cif/4797713/output_536/pdbs/100.pdb,0.2773485537216255
22,5.703684258463624,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/105_2_cif/4797713/output_689/pdbs/87.pdb,0.2809569388476544
23,5.704024454965861,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/105_2_cif/4797713/output_130/pdbs/100.pdb,0.2769030786874945
24,5.704122205951733,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/105_2_cif/4797713/output_689/pdbs/89.pdb,0.2826835357153232
25,5.7042260119109445,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/105_2_cif/4797713/output_536/pdbs/94.pdb,0.2773342408306127
26,5.704267266496284,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/105_2_cif/4797713/output_632/pdbs/96.pdb,0.2761656473768591
27,5.704590060226742,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/105_2_cif/4797713/output_130/pdbs/94.pdb,0.2821511217348393
28,5.704754459036034,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/105_2_cif/4797713/output_21/pdbs/108.pdb,0.2792901861217664
29,5.704980385740873,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/105_2_cif/4797713/output_689/pdbs/88.pdb,0.2802663526395323
30,5.704993239620292,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/105_2_cif/4797713/output_689/pdbs/90.pdb,0.2850841288923613
31,5.705758957891849,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/105_2_cif/4797713/output_689/pdbs/86.pdb,0.2826751808555463
32,5.705846650193811,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/105_2_cif/4797713/output_887/pdbs/89.pdb,0.2753395065117075
33,5.706028273017293,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/105_2_cif/4797713/output_656/pdbs/98.pdb,0.2853184081401175
34,5.706594987876493,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/105_2_cif/4797713/output_887/pdbs/95.pdb,0.2759695380181354
35,5.706605605410364,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/105_2_cif/4797713/output_21/pdbs/107.pdb,0.283400301168919
36,5.706662587522719,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/105_2_cif/4797713/output_887/pdbs/92.pdb,0.2725550708808
37,5.70676732555756,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/105_2_cif/4797713/output_887/pdbs/87.pdb,0.2759063349597346
38,5.706945326236755,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/105_2_cif/4797713/output_130/pdbs/89.pdb,0.2815032632294691
39,5.707143289261235,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/105_2_cif/4797713/output_536/pdbs/93.pdb,0.2772835455754575
40,5.707203478709044,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/105_2_cif/4797713/output_536/pdbs/90.pdb,0.2833387933047984
41,5.70732389368949,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/105_2_cif/4797713/output_632/pdbs/100.pdb,0.2815013511552766
42,5.7073568915879385,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/105_2_cif/4797713/output_887/pdbs/94.pdb,0.2756226407863819
43,5.707414169319247,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/105_2_cif/4797713/output_130/pdbs/93.pdb,0.2849387674987071
44,5.707689153341819,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/105_2_cif/4797713/output_130/pdbs/91.pdb,0.2828770312893015
45,5.707805563332474,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/105_2_cif/4797713/output_656/pdbs/96.pdb,0.2848228512068833
46,5.707876193868888,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/105_2_cif/4797713/output_887/pdbs/100.pdb,0.2774203867988691
47,5.707925824905393,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/105_2_cif/4797713/output_536/pdbs/92.pdb,0.2789305882701354
48,5.707961468136124,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/105_2_cif/4797713/output_887/pdbs/93.pdb,0.2738747063135249
49,5.7080465889251615,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/105_2_cif/4797713/output_130/pdbs/92.pdb,0.2845101553884777
50,5.708239363231699,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/105_2_cif/4797713/output_887/pdbs/91.pdb,0.2757069565374856
51,5.708298339730402,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/105_2_cif/4797713/output_689/pdbs/83.pdb,0.2839789903902944
52,5.708420176318037,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/105_2_cif/4797713/output_592/pdbs/99.pdb,0.2845844901822172
