,xray_0,pdb,r_free_0,w_0_0,w_1_0,w_2_0,w_3_0
0,5.307090061000101,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/137_4_state_1_cond/131215/output_1195/pdbs/549.pdb,0.3152200365280325,0.2918657331701562,0.2467320600102298,0.2996748355590435,0.1617273712605703
1,5.308389634218593,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/137_4_state_1_cond/131215/output_1287/pdbs/548.pdb,0.30296097603523,0.2794355708678503,0.3275477203356826,0.2483078078989845,0.1447089008974824
2,5.308688014760658,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/137_4_state_1_cond/131215/output_1287/pdbs/547.pdb,0.3043470215598158,0.2794355708678503,0.3275477203356826,0.2483078078989845,0.1447089008974824
3,5.310438797659939,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/137_4_state_1_cond/131215/output_1287/pdbs/546.pdb,0.3050849116263174,0.2794355708678503,0.3275477203356826,0.2483078078989845,0.1447089008974824
4,5.312487211521596,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/137_4_state_1_cond/131215/output_140/pdbs/381.pdb,0.3103990730551028,0.2399053939614782,0.3470299863180793,0.2752923821013443,0.1377722376190981
5,5.313095816980169,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/137_4_state_1_cond/131215/output_1023/pdbs/262.pdb,0.311268475118767,0.2347505562924195,0.308605795132094,0.315504829028201,0.1411388195472853
6,5.313335248706187,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/137_4_state_1_cond/131215/output_537/pdbs/362.pdb,0.3003582023925299,0.2639617682050867,0.259710319886119,0.3261229743901405,0.1502049375186539
7,5.313661739458995,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/137_4_state_1_cond/131215/output_1965/pdbs/537.pdb,0.3235412607821898,0.2427955406691843,0.2982060990360532,0.3157829543360345,0.1432154059587277
8,5.313694710280954,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/137_4_state_1_cond/131215/output_650/pdbs/407.pdb,0.3017029975533533,0.317460396443488,0.3076375420966044,0.241551531998314,0.1333505294615934
9,5.314016027272835,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/137_4_state_1_cond/131215/output_650/pdbs/464.pdb,0.3064490527731223,0.317460396443488,0.3076375420966044,0.241551531998314,0.1333505294615934
10,5.314137523054809,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/137_4_state_1_cond/131215/output_537/pdbs/363.pdb,0.3007567105650672,0.2639617682050867,0.259710319886119,0.3261229743901405,0.1502049375186539
11,5.314144074378584,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/137_4_state_1_cond/131215/output_208/pdbs/408.pdb,0.3075218902437335,0.2512770260939721,0.3108255312805648,0.2861346274391749,0.1517628151862882
12,5.314283484227945,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/137_4_state_1_cond/131215/output_1999/pdbs/471.pdb,0.3057915375986342,0.3109702030134119,0.3002662458520336,0.2488309358929588,0.1399326152415956
13,5.314315058224092,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/137_4_state_1_cond/131215/output_1965/pdbs/538.pdb,0.3214989413862436,0.2427955406691843,0.2982060990360532,0.3157829543360345,0.1432154059587277
14,5.314566575802626,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/137_4_state_1_cond/131215/output_1023/pdbs/261.pdb,0.309450046093646,0.2347505562924195,0.308605795132094,0.315504829028201,0.1411388195472853
15,5.314726203138364,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/137_4_state_1_cond/131215/output_650/pdbs/463.pdb,0.3050051355106399,0.317460396443488,0.3076375420966044,0.241551531998314,0.1333505294615934
16,5.314968298878644,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/137_4_state_1_cond/131215/output_1768/pdbs/216.pdb,0.3033675431847731,0.2520082741767745,0.2910295271460307,0.3107397811836467,0.146222417493548
17,5.315140347721776,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/137_4_state_1_cond/131215/output_1997/pdbs/324.pdb,0.316364216160803,0.2363635359509825,0.3416329653163195,0.3038463193605543,0.1181571793721436
18,5.315243547924932,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/137_4_state_1_cond/131215/output_650/pdbs/483.pdb,0.3208886833617974,0.317460396443488,0.3076375420966044,0.241551531998314,0.1333505294615934
19,5.315330943719721,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/137_4_state_1_cond/131215/output_1351/pdbs/474.pdb,0.3023653194016571,0.2414571290263729,0.3168828858351754,0.2996196141498345,0.142040370988617
20,5.315336289860684,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/137_4_state_1_cond/131215/output_1990/pdbs/299.pdb,0.3035862351014031,0.3137295075828195,0.284342896295342,0.2690056211206581,0.1329219750011804
21,5.315464682949331,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/137_4_state_1_cond/131215/output_1818/pdbs/258.pdb,0.3005251258805124,0.2840866288322891,0.2307190248840373,0.3551429400005717,0.1300514062831019
22,5.315811397599947,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/137_4_state_1_cond/131215/output_1287/pdbs/545.pdb,0.3065836080115533,0.2794355708678503,0.3275477203356826,0.2483078078989845,0.1447089008974824
23,5.316293701237369,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/137_4_state_1_cond/131215/output_650/pdbs/408.pdb,0.3025430165011548,0.317460396443488,0.3076375420966044,0.241551531998314,0.1333505294615934
24,5.31645628740885,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/137_4_state_1_cond/131215/output_366/pdbs/418.pdb,0.3144687619845926,0.2994618468941885,0.3123286530717146,0.2546530003024399,0.133556499731657
25,5.316499835856146,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/137_4_state_1_cond/131215/output_1999/pdbs/472.pdb,0.3078515748635408,0.3109702030134119,0.3002662458520336,0.2488309358929588,0.1399326152415956
26,5.316591759633189,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/137_4_state_1_cond/131215/output_650/pdbs/484.pdb,0.315146537701381,0.317460396443488,0.3076375420966044,0.241551531998314,0.1333505294615934
