,rmsd_0+rmsd_1,pdb,ff,xray_0,r_free_0,rmsd_0,xray_1,r_free_1,rmsd_1
0,0.5067582227825638,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/152_native_N8_J2/0/output_842/pdbs/120.pdb,200272.06697796375,5.767092561095425,0.3314169508498198,0.2542859405723996,5.780428523943341,0.3389568203961017,0.2524722822101642
1,0.4232783373063746,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/152_native_N8_J2/1/output_354/pdbs/135.pdb,195820.8411883761,4.857558548832942,0.1256226286486536,0.2071478675301312,4.942781615077772,0.1371722152623782,0.2161304697762434
2,0.4858459964918339,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/152_native_N8_J2/2/output_648/pdbs/134.pdb,193053.8153579084,4.827629807324288,0.1458298574908197,0.2450710361683106,4.910541120251229,0.1459312721747655,0.2407749603235233
3,0.487923700659565,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/152_native_N8_J2/3/output_744/pdbs/106.pdb,199608.2173424196,4.8828921686356255,0.1475747862054365,0.2592858634943402,4.857028828319494,0.1453986794578108,0.2286378371652248
4,0.509986915142758,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/152_native_N8_J2/4/output_527/pdbs/91.pdb,200879.15008945717,4.887334951762341,0.1416322467736441,0.2490571467457454,4.878967657375097,0.1497139105984618,0.2609297683970126
5,0.4848888761556672,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/152_native_N8_J2/5/output_341/pdbs/139.pdb,197237.1116598323,4.818482021191857,0.1231778930240106,0.2194973641197824,4.845445596517917,0.1346737484687181,0.2653915120358848
6,0.5058923147389719,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/152_native_N8_J2/6/output_770/pdbs/68.pdb,206538.6078520332,4.943445293623968,0.1617702883369788,0.2562659703968137,4.90773933933973,0.1629714875982484,0.2496263443421582
7,0.4748787567723493,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/152_native_N8_J2/7/output_910/pdbs/93.pdb,211735.65032217835,5.040592761446362,0.1580925299295377,0.2331706260115868,5.064627551295407,0.1689004664875758,0.2417081307607625
8,0.4293823852947169,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/152_native_N8_J2/8/output_350/pdbs/149.pdb,197878.0922711852,4.928048588059339,0.1414850457872143,0.2074128286807645,4.864104850182807,0.1506070886830932,0.2219695566139524
9,0.48096571688881906,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/152_native_N8_J2/9/output_744/pdbs/139.pdb,202601.2213905857,4.830392887911284,0.1260902054520186,0.2290240374613117,4.849828337416904,0.136554350605882,0.2519416794275074
