,n,xray_0+xray_1_mean,xray_0+xray_1_std,rmsd_0+rmsd_1_mean,rmsd_0+rmsd_1_std
1,,9.747511010557467,0.10058325974529747,0.7023099860356218,0.06659529060141554
2,,9.690195786979976,0.08036811996617778,0.6830565648507694,0.06267704945020926
3,,9.661247333848111,0.06917668745879992,0.6771219821241197,0.05991846308779896
4,,9.646109363859017,0.06440036290063245,0.6745399607474265,0.05827176113350927
5,,9.634125407836569,0.0607885236940258,0.6699240321993125,0.0557272565408411
6,,9.624800565387531,0.05831090747877054,0.6678308951051254,0.05511772812629199
7,,9.61862196352516,0.05657447803326801,0.6657802885455201,0.05438612290986529
8,,9.612117083513617,0.054998496078222034,0.6648012460679866,0.05449971733279914
9,,9.605855993375119,0.053752355114970375,0.6634150700109944,0.053343648897544664
10,,9.600373412047224,0.052798112964673904,0.6626438022493629,0.05245868069050937
11,,9.595385656606013,0.0515290273350658,0.6611846878534436,0.052603746105187234
12,,9.590736060430066,0.051333436651854865,0.6601546536141014,0.052424513050719546
13,,9.587009831201593,0.050602754362301945,0.6593202099318469,0.05208150369880766
14,,9.584135804781313,0.04952755401495632,0.6590807814179117,0.05195302324906735
15,,9.581214544644169,0.04853580188707187,0.6593650461149727,0.05085024514184758
16,,9.578774198923137,0.04752939823456968,0.6593161094499975,0.05026716632369594
17,,9.576014019987177,0.047211889553331644,0.6594041444537282,0.05054656859401029
18,,9.573865312934423,0.046694426952322184,0.6590360655528659,0.050713798977703006
19,,9.57175401936136,0.04591003159969785,0.6593901192793608,0.05107702175479317
20,,9.568860266355685,0.04496785444338529,0.6584923884559177,0.052239938609220625
21,,9.56639899113129,0.04386039061671518,0.6576241295714987,0.0524894300738802
22,,9.564811290841345,0.04365961857968898,0.6579912894829532,0.05246030446906127
23,,9.562808544439921,0.043526113634836,0.6572997988572796,0.05327772567423433
24,,9.561155446797297,0.04289722057004348,0.6566644512872376,0.054033874861924104
25,,9.559184087981457,0.042490709317934076,0.6567433952924305,0.054231290737517424
26,,9.558094093056168,0.042240526482147586,0.6571326616241124,0.05410150254538582
27,,9.557094244591358,0.04217428130731631,0.6567698220072149,0.05445238462412074
28,,9.556063413833122,0.04149570081232833,0.6564923764171839,0.05428644497572555
29,,9.554709444320292,0.040837911341949626,0.6559487174535515,0.05437124206175787
30,,9.552960494598961,0.040110072125203976,0.6554656118080391,0.05460208785053386
31,,9.551889715023188,0.03984921636621812,0.6559412516419104,0.054074786640928886
32,,9.551119727912566,0.03962544009999742,0.6563402007774806,0.05415960758698156
33,,9.549875099194269,0.03942322498018104,0.6561971021290756,0.05461732896562841
34,,9.548933138046896,0.039180482817226296,0.6559087127066853,0.05486899858918515
35,,9.547905120639516,0.0391187716999505,0.6552761105229107,0.05485072430667498
36,,9.546788066179209,0.03905920039817045,0.6552441224419037,0.055099721684133476
37,,9.545824019268947,0.03880963300531621,0.654655842968852,0.055608094032732605
38,,9.545227736780252,0.03864976661929389,0.6549349989401897,0.055534904107573696
39,,9.544249898275384,0.03840069664120414,0.6547608700073435,0.0559920879160401
40,,9.542921510372295,0.0381873235015464,0.6540377584974668,0.0556307115045265
41,,9.542033110612556,0.037999007482635384,0.6534320257374405,0.055701516210589934
42,,9.541195197674291,0.03775928074908165,0.6524150131055293,0.05637287723326285
43,,9.540412399950815,0.037362728414798076,0.6518450981113699,0.05646818531491729
44,,9.540105468288122,0.037419492705467045,0.6519052383697443,0.05651435535489508
45,,9.539334163895546,0.036956655904951806,0.6516694444789158,0.056742218299190766
46,,9.538522222368211,0.03687322363556822,0.6516716763083602,0.05660943972343764
47,,9.537913996720318,0.036628277539486484,0.6516494884370911,0.05668594605545507
48,,9.537309390423495,0.03656369088206194,0.6511936329815454,0.0568527036134961
49,,9.536714151180824,0.03629261911372151,0.651193084837863,0.05673891904975553
50,,9.536075302053163,0.0361923162897076,0.6516214954027414,0.05684388718205076
51,,9.535531617523246,0.03597278798438906,0.6514480675394239,0.05642149365179196
52,,9.534713503745419,0.035827718919470536,0.6512709135474528,0.056814932359947994
53,,9.534075978437695,0.035590071951195575,0.6513605137260372,0.056989288469267776
54,,9.534114349290725,0.03456225803038814,0.6505495961829106,0.056257885976983606
55,,9.533185477400528,0.03508596675880839,0.6506843443013143,0.05742920490271471
56,,9.532739909645176,0.034926739910240326,0.65087231806589,0.057535083384155465
