,avg_rmsd_mean,all_traj_rmsd_mean
0,2.7755450306007634,3.7796843635233737
1,2.271695145432106,2.6737168309248265
2,1.1941856351993023,1.310013043318905
3,0.828077644526234,0.9390130768813998
4,0.7115782278238703,0.8194475595117507
5,0.6397256981576903,0.732103976771233
6,0.5830692769914367,0.6830012084689555
7,0.549233209115546,0.6418790068753631
8,0.5287693791282214,0.6210926431120275
9,0.5023995816989411,0.5913843549790355
10,0.4803172388077527,0.555647420229804
11,0.46889921076146346,0.5403207803888722
12,0.44177050316939115,0.5102279254763291
13,0.4261730387339955,0.4926216661223402
14,0.40754624917255067,0.47339448506386106
15,0.3884852228129563,0.46463351748666093
16,0.3695173618011814,0.43818821102906974
17,0.3665192150662492,0.4343517426157125
18,0.3508977931955103,0.4141808741828012
19,0.33631539451003034,0.4043812679298228
20,0.32550790304828425,0.3969046163269548
21,0.31794228848211903,0.39499806518258707
22,0.30426199667040543,0.3693751290719306
23,0.29824640587501,0.36562867260469745
24,0.2812024115110097,0.3486109503317652
25,0.2819205327398616,0.3556781354682327
26,0.27497190956425677,0.33783454162827986
27,0.26908221225309187,0.3457348060354482
28,0.2585651689810467,0.3320252528583585
29,0.25383094763056857,0.32305401349606355
30,0.25164947667915505,0.33491646461949576
31,0.24392458358720537,0.31311193753661426
32,0.24250275796205759,0.32746651299445423
33,0.23307205182044335,0.31270476073731945
34,0.23380430100265603,0.31400260755370374
35,0.23117343235219473,0.30881384547000695
36,0.22395172546316344,0.2955161816241742
37,0.2179696202467512,0.2945217934210605
38,0.21157062234166893,0.29659580502003924
39,0.21645070878056177,0.295935608066582
40,0.20872731772561665,0.2904685381425459
41,0.21033119123309646,0.28474154438675126
42,0.20756015522671362,0.2968124074702095
43,0.20379602658221574,0.2896360486830633
44,0.19988308377774688,0.28228376236953906
45,0.19910903994691967,0.27721447485768436
46,0.19431123916703946,0.27579210514201924
47,0.1903315117910117,0.2791415566207407
48,0.1937656061871298,0.2820052423224365
49,0.19007456911986842,0.2786559880252995
50,3.2736679798414845,5.050027035935884
51,0.5244039052387904,0.6011125348507423
52,0.3652891483104366,0.42259465403328467
53,0.2965794480661755,0.3521137355367519
54,0.25567401964467495,0.3258380082697198
55,0.23033146869425905,0.2860946229608695
56,0.21164281687517192,0.268679378892397
57,0.19227364492078913,0.25210936990219096
58,0.1779376776713767,0.25260766297174475
59,0.1523236429418567,0.23240887760398654
60,0.09963146932580527,0.26375769349076794
61,11010583.526316475,16849762.917952962
62,13665469.981951542,18371307.525372844
63,9313226.222025843,15056544.465945594
64,10333610.195847642,21346679.35744518
65,11781715.524453092,13924058.629974702
66,12994150.10905989,16466709.725027531
67,11231132.57680743,19417854.70028879
68,11627571.07136074,18494447.698876504
69,13232760.49275708,20390784.249297846
70,12292256.5934881,15047919.480953615
71,10570539.599343928,16486288.961544989
72,8075236.040008168,31270424.061827935
73,11933655.35030363,34310642.270595565
74,14407245.340869585,16892609.258678332
75,10136539.11668469,17646254.890561063
76,11895888.924323823,16258203.61410392
77,16846994.372480046,16954112.44815653
78,8067975.480885843,14030904.485589711
79,16914086.746809695,36837057.03105541
80,13738445.27643862,19129847.020834602
