,min_xray_0,xray_0_min_0_r_free_0,xray_0_min_0_rmsd_avg_0,xray_0_min_0_pdb
0,4.584486959503702,0.0687385157582722,0.0625040661591123,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/96_control/0/output_540/pdbs/181.pdb
1,4.612678642731041,0.0757586605580118,0.0640288421517195,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/96_control/1/output_954/pdbs/121.pdb
2,4.581838643365606,0.071302708722765,0.0608983593616043,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/96_control/2/output_985/pdbs/61.pdb
3,4.578314357801331,0.074920852808791,0.0603452071109298,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/96_control/3/output_347/pdbs/51.pdb
4,4.657738534238817,0.0737636179270747,0.0652994456021088,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/96_control/4/output_584/pdbs/441.pdb
5,4.613937122091146,0.0714652096827629,0.0615557091063861,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/96_control/5/output_758/pdbs/41.pdb
6,4.576752737605327,0.0706317553157963,0.0585753752258701,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/96_control/6/output_700/pdbs/26.pdb
7,4.570383578861196,0.0708177450669617,0.0610585208962097,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/96_control/7/output_257/pdbs/31.pdb
8,4.590722400504753,0.065153525630478,0.062114559781207,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/96_control/8/output_227/pdbs/115.pdb
9,4.59768241981892,0.072044364226927,0.0608810052481288,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/96_control/9/output_325/pdbs/156.pdb
