,xray_0_min_0,xray_0_min_0_pdb,xray_0_min_0_rmsd_avg,xray_0_min_0_r_free_0
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/75_sb_4x_sa/780342/output_0/log.csv,4.616172672824243,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/75_sb_4x_sa/780342/output_0/pdbs/509.pdb,0.2561439768237756,0.2708508486105982
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/75_sb_4x_sa/780342/output_5/log.csv,4.609306102164822,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/75_sb_4x_sa/780342/output_5/pdbs/490.pdb,0.2315486691908655,0.2675000621230561
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/75_sb_4x_sa/780342/output_4/log.csv,4.633148782628434,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/75_sb_4x_sa/780342/output_4/pdbs/400.pdb,0.2735412017784264,0.2771350352087987
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/75_sb_4x_sa/780342/output_3/log.csv,4.6694428252810205,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/75_sb_4x_sa/780342/output_3/pdbs/479.pdb,0.2938897145317214,0.2819784613929672
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/75_sb_4x_sa/780342/output_2/log.csv,4.679953359473827,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/75_sb_4x_sa/780342/output_2/pdbs/477.pdb,0.2766684021905513,0.2852551362786961
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/75_sb_4x_sa/780342/output_1/log.csv,4.859946403049281,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/75_sb_4x_sa/780342/output_1/pdbs/495.pdb,0.2979029604645138,0.3007841009095905
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/75_sb_4x_sa/780342/output_6/log.csv,4.653866206021326,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/75_sb_4x_sa/780342/output_6/pdbs/504.pdb,0.2809452304426484,0.2825895424026424
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/75_sb_4x_sa/780342/output_7/log.csv,4.901041070365843,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/75_sb_4x_sa/780342/output_7/pdbs/295.pdb,0.3127354940537705,0.3085081495480044
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/75_sb_4x_sa/780342/output_9/log.csv,4.689329378379544,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/75_sb_4x_sa/780342/output_9/pdbs/320.pdb,0.2916266564355157,0.290554196918297
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/75_sb_4x_sa/780342/output_8/log.csv,4.847108661853169,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/75_sb_4x_sa/780342/output_8/pdbs/533.pdb,0.2665105986593364,0.2956448465811138
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/75_sb_4x_sa/780342/output_11/log.csv,4.8653421318961145,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/75_sb_4x_sa/780342/output_11/pdbs/373.pdb,0.2842797928976686,0.3105808496880083
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/75_sb_4x_sa/780342/output_10/log.csv,4.973597154925558,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/75_sb_4x_sa/780342/output_10/pdbs/240.pdb,0.3011527925429273,0.3198396241348319
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/75_sb_4x_sa/780342/output_27/log.csv,4.671355441500258,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/75_sb_4x_sa/780342/output_27/pdbs/393.pdb,0.32681439839149,0.3015082037368692
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/75_sb_4x_sa/780342/output_28/log.csv,4.63052031576549,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/75_sb_4x_sa/780342/output_28/pdbs/499.pdb,0.2608348682147237,0.2721319575384512
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/75_sb_4x_sa/780342/output_29/log.csv,4.588801005598724,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/75_sb_4x_sa/780342/output_29/pdbs/567.pdb,0.2893216093810744,0.2680221124854964
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/75_sb_4x_sa/780342/output_33/log.csv,4.635720895973591,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/75_sb_4x_sa/780342/output_33/pdbs/572.pdb,0.2800390329081628,0.2816435776948855
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/75_sb_4x_sa/780342/output_34/log.csv,4.893655620944804,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/75_sb_4x_sa/780342/output_34/pdbs/460.pdb,0.2925968444235703,0.3072624638919782
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/75_sb_4x_sa/780342/output_30/log.csv,4.826429513897896,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/75_sb_4x_sa/780342/output_30/pdbs/567.pdb,0.2964569237144185,0.2794384072887313
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/75_sb_4x_sa/780342/output_40/log.csv,4.650809752608638,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/75_sb_4x_sa/780342/output_40/pdbs/506.pdb,0.2713437274452487,0.2804347534188324
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/75_sb_4x_sa/780342/output_39/log.csv,4.682269152999243,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/75_sb_4x_sa/780342/output_39/pdbs/530.pdb,0.2985276119644681,0.3057531745437641
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/75_sb_4x_sa/780342/output_41/log.csv,4.900634754902664,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/75_sb_4x_sa/780342/output_41/pdbs/328.pdb,0.3334252221422608,0.3066277749452714
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/75_sb_4x_sa/780342/output_47/log.csv,4.872167067493689,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/75_sb_4x_sa/780342/output_47/pdbs/780.pdb,0.3122522328025831,0.3031426606506059
