,xray_0+xray_1,xray_1,r_free_0,r_free_1,rmsd_avg_0,rmsd_avg_1,pdb
0,6.82351650087052,3.537013124205279,0.0670315704385956,0.0932989149358287,0.0191022595860125,0.0511774975001491,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/124_S_2_cif/1068544/output_222/pdbs/191.pdb
1,6.823589874949606,3.5371800340292907,0.0674207414551647,0.091968389984207,0.0191022595860125,0.0511774975001491,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/124_S_2_cif/1068544/output_222/pdbs/194.pdb
2,6.829454701604732,3.535034797757388,0.0685031768369445,0.0915758555760497,0.0191022595860125,0.0511774975001491,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/124_S_2_cif/1068544/output_222/pdbs/196.pdb
3,6.831079201846329,3.538039995221965,0.0679514669906466,0.0952540564894533,0.0191022595860125,0.0511774975001491,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/124_S_2_cif/1068544/output_222/pdbs/193.pdb
4,6.8342733754356075,3.5422615950025578,0.0674920883528727,0.0930343824162766,0.0191022595860125,0.0511774975001491,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/124_S_2_cif/1068544/output_222/pdbs/200.pdb
5,6.834834693761932,3.5418174620195826,0.0677812525421303,0.0918891695474953,0.0191022595860125,0.0511774975001491,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/124_S_2_cif/1068544/output_222/pdbs/198.pdb
6,6.838156545790223,3.5412640372215423,0.0673200471946672,0.0914287093708081,0.0191022595860125,0.0511774975001491,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/124_S_2_cif/1068544/output_222/pdbs/195.pdb
7,6.849692121292567,3.5481593856779785,0.0664316459572082,0.0945710920108106,0.0191022595860125,0.0511774975001491,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/124_S_2_cif/1068544/output_222/pdbs/192.pdb
8,6.856666799907652,3.551793544251354,0.0682420081093121,0.0936945667283991,0.0191022595860125,0.0511774975001491,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/124_S_2_cif/1068544/output_222/pdbs/197.pdb
9,6.858009973071125,3.55408276240669,0.0677489638436974,0.0927596037560131,0.0191022595860125,0.0511774975001491,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/124_S_2_cif/1068544/output_222/pdbs/199.pdb
10,6.858144730256548,3.55532657538984,0.0669644707487909,0.0924925850981995,0.0191022595860125,0.0511774975001491,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/124_S_2_cif/1068544/output_222/pdbs/188.pdb
11,6.862113280400994,3.552857917886948,0.0661226910368489,0.0957531784262348,0.0191022595860125,0.0511774975001491,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/124_S_2_cif/1068544/output_222/pdbs/190.pdb
12,6.863894779893421,3.56442662104884,0.0702476815295049,0.0958011486122607,0.0191022595860125,0.0511774975001491,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/124_S_2_cif/1068544/output_222/pdbs/177.pdb
13,6.8670201849967505,3.5620141793972784,0.0672244922139817,0.0951954425505705,0.0191022595860125,0.0511774975001491,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/124_S_2_cif/1068544/output_222/pdbs/156.pdb
14,6.867248137560965,3.5646288372389208,0.0670748096886116,0.09598982083188,0.0191022595860125,0.0511774975001491,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/124_S_2_cif/1068544/output_222/pdbs/176.pdb
15,6.8710426505268725,3.5647462514283825,0.0669742214852964,0.0941064975352968,0.0191022595860125,0.0511774975001491,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/124_S_2_cif/1068544/output_222/pdbs/178.pdb
16,6.875205078940862,3.562503105155076,0.067374660811429,0.0945974381866671,0.0191022595860125,0.0511774975001491,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/124_S_2_cif/1068544/output_222/pdbs/186.pdb
17,6.877024217367442,3.569374826239516,0.0672012141635084,0.0933321676464322,0.0191022595860125,0.0511774975001491,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/124_S_2_cif/1068544/output_222/pdbs/184.pdb
18,6.880829964889655,3.56923192404713,0.0665960161398046,0.0948792493653454,0.0191022595860125,0.0511774975001491,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/124_S_2_cif/1068544/output_222/pdbs/153.pdb
19,6.881876742213567,3.571351874064784,0.0694810599730981,0.0932304885639465,0.0191022595860125,0.0511774975001491,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/124_S_2_cif/1068544/output_222/pdbs/182.pdb
20,6.88238121237238,3.567738948192442,0.0678200805272278,0.0949347812151188,0.0191022595860125,0.0511774975001491,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/124_S_2_cif/1068544/output_222/pdbs/166.pdb
21,6.883779743076746,3.570132927369209,0.0694798738243838,0.0938466354104646,0.0191022595860125,0.0511774975001491,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/124_S_2_cif/1068544/output_222/pdbs/181.pdb
22,6.8868651183766705,3.5702405784251128,0.0699684168708126,0.0943348934568222,0.0191022595860125,0.0511774975001491,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/124_S_2_cif/1068544/output_222/pdbs/158.pdb
23,6.887801081480398,3.569199841463442,0.0674186875214262,0.0965354878262437,0.0191022595860125,0.0511774975001491,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/124_S_2_cif/1068544/output_222/pdbs/154.pdb
