,min_xray_0+xray_1,xray_0+xray_1_min_0_xray_0,xray_0+xray_1_min_0_xray_1,xray_0+xray_1_min_0_r_free_0,xray_0+xray_1_min_0_r_free_1,xray_0+xray_1_min_0_rmsd_avg_0,xray_0+xray_1_min_0_rmsd_avg_1,xray_0+xray_1_min_0_pdb
0,3.6421875027340516,1.8309591095303588,1.8112283932036928,0.1145327435443959,0.1080247755600456,0.0865539043776381,0.1008321850134167,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/112_synth_2_xray_weights/0/output_370/pdbs/899.pdb
1,3.821535408047535,2.069652514876045,1.7518828931714905,0.1572920689718097,0.1050154148793582,0.0945019707105046,0.100596712761967,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/112_synth_2_xray_weights/1/output_654/pdbs/653.pdb
2,3.6259881001337413,2.009488224304038,1.6164998758297031,0.139388680726581,0.084934542779569,0.1485812666610768,0.1305421058484493,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/112_synth_2_xray_weights/2/output_89/pdbs/589.pdb
3,4.185637397263164,1.948822965712854,2.236814431550311,0.1256889933299784,0.2098089316509052,0.2508789717171203,0.2536866391262452,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/112_synth_2_xray_weights/3/output_963/pdbs/691.pdb
4,4.176501803334629,2.088330495383079,2.0881713079515496,0.1584321455220001,0.1614750446178809,0.1524206967963469,0.1461668859102579,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/112_synth_2_xray_weights/4/output_76/pdbs/789.pdb
5,4.736197106134284,2.427405916636848,2.308791189497436,0.2596627205249792,0.223848685889514,0.4191990938479006,0.2904794369891679,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/112_synth_2_xray_weights/5/output_201/pdbs/667.pdb
6,4.687155333287749,2.5489189353218165,2.1382363979659327,0.2894984265354349,0.1702488187404216,0.3719101216713934,0.1720079681994509,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/112_synth_2_xray_weights/6/output_27/pdbs/618.pdb
7,4.541954206536296,2.035468238082133,2.506485968454163,0.127864860742733,0.2737919104956254,0.4202861278246657,0.4511663635268177,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/112_synth_2_xray_weights/7/output_547/pdbs/759.pdb
8,5.668243075091425,2.720161375315105,2.9480816997763197,0.3474069225178455,0.4897339830929999,0.6246757839623787,1.1689301115898911,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/112_synth_2_xray_weights/8/output_969/pdbs/674.pdb
9,4.368181336722798,2.294987157241629,2.073194179481169,0.1896650452038659,0.1397268584151813,0.3135999986353749,0.1356840698345373,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/112_synth_2_xray_weights/9/output_153/pdbs/398.pdb
