,cif_name,w_0,w_1,w_2,w_3,w_4,w_5,w_6,w_7,w_xray_id,r_free_0,pdb,r_free,ff
18,7mhh,0.1252046583714288,0.101980623372079,0.0458549527487106,0.103073811001948,0.2647861715920537,0.2098510750987839,0.1029786206972224,0.0462700871177731,0.0,0.3008594764376282,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh_ref_15/18.pdb,0.3003674671665393,586.1436805446102
19,7mhh,0.222126460676742,0.1895694725803096,0.1318919000485885,0.1602147997611585,0.0710149954027999,0.1121944742733519,0.0295023835900796,0.0834855136669696,0.0,0.3008965330803606,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh_ref_15/19.pdb,0.29596473244205745,571.2622657495465
20,7mhh,0.2282939130242786,0.0605647789882056,0.1147241322837113,0.1779069998082448,0.2228136391532253,0.0441092392679402,0.0769665403640326,0.0746207571103613,0.0,0.30096199213549,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh_ref_15/20.pdb,0.29989051283316115,583.4887893624914
21,7mhh,0.1608902240192869,0.0852498686131675,0.1421840301053842,0.1615880461660394,0.1413957358003174,0.0989100902819574,0.1685774548432227,0.0412045501706242,0.0,0.3011257735455737,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh_ref_15/21.pdb,0.2998308755527288,2518.549641719751
22,7mhh,0.2044812469459926,0.1344369945564512,0.1075392076688055,0.1228450247472656,0.1088440216021828,0.0510811766167728,0.1634829001142167,0.1072894277483124,0.0,0.3011353105270432,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh_ref_15/22.pdb,0.2975492761868529,1788.3733040138327
23,7mhh,0.171338924402248,0.1455029531364407,0.1568453069705467,0.0590065789424424,0.0970306312890848,0.0861919122790325,0.1201405578013375,0.1639431351788671,0.0,0.3012092386424949,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh_ref_15/23.pdb,0.30111595196805685,-4.831203747763681
24,7mhh,0.0361013690053197,0.0459259659407801,0.1022787446347724,0.204928131495202,0.2643103485957609,0.2023313198888724,0.0407536469158923,0.1033704735233999,0.0,0.3013971374833476,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh_ref_15/24.pdb,0.3020394424271267,584.7144786132899
25,7mhh,0.10881524861975,0.0963106384818519,0.1575815026070274,0.1115805303834056,0.1025888410896296,0.115041965313815,0.1887653740802785,0.1193158994242416,0.0,0.301426143594403,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh_ref_15/25.pdb,0.3000937755860498,1199.4935373280189
26,7mhh,0.1608902240192869,0.0852498686131675,0.1421840301053842,0.1615880461660394,0.1413957358003174,0.0989100902819574,0.1685774548432227,0.0412045501706242,0.0,0.3014478491106499,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh_ref_15/26.pdb,0.3034637262848371,569.3532379291514
27,7mhh,0.1628769301244909,0.0253853156916653,0.0462971157295233,0.170574006614483,0.2106426836493284,0.1355222717781484,0.0701253921276425,0.178576284284718,0.0,0.3015339481807601,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh_ref_15/27.pdb,0.2995685766089111,-9.49594955060158
28,7mhh,0.0948654763940431,0.2149818388674941,0.1773265701217048,0.1105144712497914,0.0427494263814578,0.1949752081198889,0.0309410398147493,0.1336459690508703,0.0,0.3015715461136306,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh_ref_15/28.pdb,0.3022023606453039,550.2597357426838
29,7mhh,0.222126460676742,0.1895694725803096,0.1318919000485885,0.1602147997611585,0.0710149954027999,0.1121944742733519,0.0295023835900796,0.0834855136669696,0.0,0.3016114784093723,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh_ref_15/29.pdb,0.29228726388212284,1725.8962398945673
30,7mhh,0.10881524861975,0.0963106384818519,0.1575815026070274,0.1115805303834056,0.1025888410896296,0.115041965313815,0.1887653740802785,0.1193158994242416,0.0,0.301631657435492,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh_ref_15/30.pdb,0.29894961933137226,1815.541001169244
31,7mhh,0.1252046583714288,0.101980623372079,0.0458549527487106,0.103073811001948,0.2647861715920537,0.2098510750987839,0.1029786206972224,0.0462700871177731,0.0,0.3016546606016244,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh_ref_15/31.pdb,0.30192642478883563,-24.13089715099443
32,7mhh,0.222126460676742,0.1895694725803096,0.1318919000485885,0.1602147997611585,0.0710149954027999,0.1121944742733519,0.0295023835900796,0.0834855136669696,0.0,0.3017092434572126,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh_ref_15/32.pdb,0.29171399027110606,1114.2393399361845
33,7mhh,0.0968839285150335,0.1867073740010815,0.1288494153031509,0.1510105350849519,0.0167587340843098,0.103628800861743,0.1985585778882211,0.1176026342615079,0.0,0.3017135916235313,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh_ref_15/33.pdb,0.30119958684872444,-1.3860201535226793
34,7mhh,0.222126460676742,0.1895694725803096,0.1318919000485885,0.1602147997611585,0.0710149954027999,0.1121944742733519,0.0295023835900796,0.0834855136669696,0.0,0.3018765168942999,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh_ref_15/34.pdb,0.30008377969711425,17.611108949975375
35,7mhh,0.2341411720278313,0.0433502543227333,0.1925887290930115,0.0972711007443024,0.0661897293453656,0.1699390535506849,0.0836912752224257,0.1128286856936449,0.0,0.3019305498041211,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh_ref_15/35.pdb,0.29943349333828917,1184.3537535234557
36,7mhh,0.0948654763940431,0.2149818388674941,0.1773265701217048,0.1105144712497914,0.0427494263814578,0.1949752081198889,0.0309410398147493,0.1336459690508703,0.0,0.3021063247877054,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh_ref_15/36.pdb,0.30025565819678435,-36.033139059069725
37,7mhh,0.2341411720278313,0.0433502543227333,0.1925887290930115,0.0972711007443024,0.0661897293453656,0.1699390535506849,0.0836912752224257,0.1128286856936449,0.0,0.3021569728843452,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh_ref_15/37.pdb,0.2992643784573199,2460.6392719721644
38,7mhh,0.1407819099644772,0.2041569321366547,0.0969559031691852,0.1736185813418216,0.1603349667559437,0.1409157658609144,0.0654405713555097,0.0177953694154934,0.0,0.3023893575170134,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh_ref_15/38.pdb,0.299408693098729,1804.4763966480923
39,7mhh,0.0890051190121635,0.2029180487033018,0.1249610634207081,0.131010746327717,0.1579916433128524,0.1004269031429774,0.1132933755519001,0.0803931005283796,0.0,0.3026029355604168,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh_ref_15/39.pdb,0.2988900280068155,1225.9696061879058
40,7mhh,0.1108588119361874,0.0240455909812762,0.2593327315150864,0.1248333559341107,0.0594548582416189,0.1467188033920843,0.0160181269542763,0.2587377210453594,0.0,0.3026395885316763,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh_ref_15/40.pdb,0.2999396925862835,-11.326691494689385
41,7mhh,0.0361013690053197,0.0459259659407801,0.1022787446347724,0.204928131495202,0.2643103485957609,0.2023313198888724,0.0407536469158923,0.1033704735233999,0.0,0.3026695754284081,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh_ref_15/41.pdb,0.301761437577571,1249.826097747758
42,7mhh,0.1108588119361874,0.0240455909812762,0.2593327315150864,0.1248333559341107,0.0594548582416189,0.1467188033920843,0.0160181269542763,0.2587377210453594,0.0,0.3026708243119309,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh_ref_15/42.pdb,0.29558237800648857,1764.3858851791056
43,7mhh,0.1725642522654603,0.130472057291586,0.1117524357939177,0.0727957174852917,0.1419936350356727,0.1887497606140727,0.1566935295471851,0.0249786119668134,0.0,0.3027462119604189,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh_ref_15/43.pdb,0.2976938435402213,1246.753090474226
44,7mhh,0.259996474130631,0.0704619652882584,0.1021665981058819,0.1093803239326173,0.093011667920625,0.2413326180453304,0.0532263347525918,0.0704240178240638,0.0,0.3027500475485833,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh_ref_15/44.pdb,0.3022483668696402,-9.596761775349364
45,7mhh,0.2044812469459926,0.1344369945564512,0.1075392076688055,0.1228450247472656,0.1088440216021828,0.0510811766167728,0.1634829001142167,0.1072894277483124,0.0,0.3027748493973044,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh_ref_15/45.pdb,0.30152352308502695,594.485635016023
46,7mhh,0.1407819099644772,0.2041569321366547,0.0969559031691852,0.1736185813418216,0.1603349667559437,0.1409157658609144,0.0654405713555097,0.0177953694154934,0.0,0.3027804559757771,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh_ref_15/46.pdb,0.29841701771322027,574.2088372452877
47,7mhh,0.0890051190121635,0.2029180487033018,0.1249610634207081,0.131010746327717,0.1579916433128524,0.1004269031429774,0.1132933755519001,0.0803931005283796,0.0,0.3028587055207468,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh_ref_15/47.pdb,0.2999170666490923,540.1256023818299
48,7mhh,0.1407819099644772,0.2041569321366547,0.0969559031691852,0.1736185813418216,0.1603349667559437,0.1409157658609144,0.0654405713555097,0.0177953694154934,0.0,0.3028693625338756,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh_ref_15/48.pdb,0.2983757929572537,1239.146872287879
49,7mhh,0.222126460676742,0.1895694725803096,0.1318919000485885,0.1602147997611585,0.0710149954027999,0.1121944742733519,0.0295023835900796,0.0834855136669696,0.0,0.3029030046853718,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh_ref_15/49.pdb,0.29445820908742587,2359.6892895837195
50,7mhh,0.1608902240192869,0.0852498686131675,0.1421840301053842,0.1615880461660394,0.1413957358003174,0.0989100902819574,0.1685774548432227,0.0412045501706242,0.0,0.3029671421563168,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh_ref_15/50.pdb,0.3026948016728202,19.0869671056478
51,7mhh,0.1190818898694078,0.0158179115577817,0.1845913042276761,0.0929682281461705,0.089640276953584,0.1392970986087515,0.1796216646034984,0.1789816260331298,0.0,0.3029932130197286,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh_ref_15/51.pdb,0.3005446329017483,1821.754133071984
52,7mhh,0.1725642522654603,0.130472057291586,0.1117524357939177,0.0727957174852917,0.1419936350356727,0.1887497606140727,0.1566935295471851,0.0249786119668134,0.0,0.3030007233942419,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh_ref_15/52.pdb,0.29845370691461925,1877.6700518385305
53,7mhh,0.0840533316669598,0.152388210162721,0.201655272142412,0.0258784756884262,0.2308291531590812,0.0330597096683132,0.1405861389043863,0.1315497086076999,0.0,0.3031531624854844,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh_ref_15/53.pdb,0.3040750738149176,1240.3291155839581
54,7mhh,0.0350425567128156,0.085235146893803,0.1932429958979131,0.2028435677710573,0.1188428190501428,0.1709852821105879,0.1417759404256514,0.0520316911380285,0.0,0.3032059424051576,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh_ref_15/54.pdb,0.30150783975270457,12.245981285989984
55,7mhh,0.1190818898694078,0.0158179115577817,0.1845913042276761,0.0929682281461705,0.089640276953584,0.1392970986087515,0.1796216646034984,0.1789816260331298,0.0,0.3032346461736402,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh_ref_15/55.pdb,0.3020680170187844,-2.9739064054120092
56,7mhh,0.1725642522654603,0.130472057291586,0.1117524357939177,0.0727957174852917,0.1419936350356727,0.1887497606140727,0.1566935295471851,0.0249786119668134,0.0,0.3033034815898115,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh_ref_15/56.pdb,0.3017182564791157,6.4965407628001515
57,7mhh,0.0928208085018532,0.0379260747304279,0.1289710686136252,0.1719218070721665,0.2335910061040299,0.0689756719238889,0.0929875428173691,0.172806020236639,0.0,0.3033877193388963,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh_ref_15/57.pdb,0.3018715443779737,6.905501285759584
58,7mhh,0.2044812469459926,0.1344369945564512,0.1075392076688055,0.1228450247472656,0.1088440216021828,0.0510811766167728,0.1634829001142167,0.1072894277483124,0.0,0.303457781196453,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh_ref_15/58.pdb,0.3006974259973017,6.633681796983524
59,7mhh,0.259996474130631,0.0704619652882584,0.1021665981058819,0.1093803239326173,0.093011667920625,0.2413326180453304,0.0532263347525918,0.0704240178240638,0.0,0.3034945033854364,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh_ref_15/59.pdb,0.3015832224723693,602.9920588431787
60,7mhh,0.0875793149461345,0.1470687239131465,0.1355715514415504,0.1902354076546889,0.0774826873171001,0.1177904207725498,0.1206298084390135,0.1236420855158161,0.0,0.3035007585258497,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh_ref_15/60.pdb,0.30128269337328495,17.650503023752577
61,7mhh,0.0890051190121635,0.2029180487033018,0.1249610634207081,0.131010746327717,0.1579916433128524,0.1004269031429774,0.1132933755519001,0.0803931005283796,0.0,0.3036300764293195,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh_ref_15/61.pdb,0.30075240771243433,8.990083185515374
62,7mhh,0.0198052965802307,0.104867597016689,0.2447731970334069,0.0979432428302228,0.2088889420174959,0.0593729410326166,0.1436237731816217,0.1207250103077164,0.0,0.3036476449663756,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh_ref_15/62.pdb,0.3006552150563753,3.793890929081982
63,7mhh,0.1252046583714288,0.101980623372079,0.0458549527487106,0.103073811001948,0.2647861715920537,0.2098510750987839,0.1029786206972224,0.0462700871177731,0.0,0.3036509189800798,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh_ref_15/63.pdb,0.2994018367284693,1253.922537904256
64,7mhh,0.1183758539067777,0.0615733277351325,0.201577218983613,0.1392261388545301,0.0162520305705569,0.0879760212914062,0.2041662276028913,0.170853181055092,0.0,0.3036628488508339,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh_ref_15/64.pdb,0.3028940882050164,-3.490774956890988
65,7mhh,0.0890051190121635,0.2029180487033018,0.1249610634207081,0.131010746327717,0.1579916433128524,0.1004269031429774,0.1132933755519001,0.0803931005283796,0.0,0.3036734226628177,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh_ref_15/65.pdb,0.2980540684835121,1818.790123896167
66,7mhh,0.10881524861975,0.0963106384818519,0.1575815026070274,0.1115805303834056,0.1025888410896296,0.115041965313815,0.1887653740802785,0.1193158994242416,0.0,0.3036734628618771,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh_ref_15/66.pdb,0.3018910905153984,604.4012901903291
67,7mhh,0.2044812469459926,0.1344369945564512,0.1075392076688055,0.1228450247472656,0.1088440216021828,0.0510811766167728,0.1634829001142167,0.1072894277483124,0.0,0.3036951751200338,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh_ref_15/67.pdb,0.29893988486469125,2326.4471137428313
68,7mhh,0.171338924402248,0.1455029531364407,0.1568453069705467,0.0590065789424424,0.0970306312890848,0.0861919122790325,0.1201405578013375,0.1639431351788671,0.0,0.303699032606707,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh_ref_15/68.pdb,0.3045859335479661,1278.2392462764897
69,7mhh,0.1339891435509674,0.1692302303503813,0.05786529066292,0.169948712097079,0.1091903246752101,0.1719899001162544,0.075306324583188,0.1124800739639996,0.0,0.3037511218417303,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh_ref_15/69.pdb,0.3012750886546153,1119.4526517259835
70,7mhh,0.0968839285150335,0.1867073740010815,0.1288494153031509,0.1510105350849519,0.0167587340843098,0.103628800861743,0.1985585778882211,0.1176026342615079,0.0,0.3037598906954527,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh_ref_15/70.pdb,0.30244634178229024,560.1748931646877
71,7mhh,0.0350425567128156,0.085235146893803,0.1932429958979131,0.2028435677710573,0.1188428190501428,0.1709852821105879,0.1417759404256514,0.0520316911380285,0.0,0.3037874659054995,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh_ref_15/71.pdb,0.3020269724856881,598.5942829489718
72,7mhh,0.1190818898694078,0.0158179115577817,0.1845913042276761,0.0929682281461705,0.089640276953584,0.1392970986087515,0.1796216646034984,0.1789816260331298,0.0,0.3037995313265699,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh_ref_15/72.pdb,0.30206765598317165,557.7272747051794
73,7mhh,0.2282939130242786,0.0605647789882056,0.1147241322837113,0.1779069998082448,0.2228136391532253,0.0441092392679402,0.0769665403640326,0.0746207571103613,0.0,0.3039275401177479,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh_ref_15/73.pdb,0.3008665963765773,8.788083448215815
74,7mhh,0.2222036387504518,0.1400714813431001,0.2387206765055361,0.075460767703913,0.0702849515826049,0.1881822440247286,0.0451480408868672,0.019928199202798,0.0,0.3039538490432955,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh_ref_15/74.pdb,0.3010457173214364,579.3956843464334
75,7mhh,0.0612241103350457,0.1645900718513135,0.2271320635076099,0.0759363941453359,0.1191097832735944,0.0357648800428193,0.1361598295406975,0.1800828673035834,0.0,0.3039799558190578,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh_ref_15/75.pdb,0.3028241468530314,1869.7313374007783
76,7mhh,0.0929427805420861,0.0718111689602028,0.0554663489617344,0.2676912404748218,0.0219315131395061,0.1933349838632117,0.0907851567933362,0.2060368072651008,0.0,0.3039905788148307,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh_ref_15/76.pdb,0.29834787214280073,1852.9593226368913
77,7mhh,0.10881524861975,0.0963106384818519,0.1575815026070274,0.1115805303834056,0.1025888410896296,0.115041965313815,0.1887653740802785,0.1193158994242416,0.0,0.3040145752409369,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh_ref_15/77.pdb,0.29728570558399636,2438.3031401706235
78,7mhh,0.151351613808207,0.0613549953858559,0.1534195536332455,0.059759488344865,0.1675980195696642,0.0365062586074628,0.2040176650914376,0.1659924055592616,0.0,0.3040382559096418,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh_ref_15/78.pdb,0.3026797716944913,5.834581874795333
79,7mhh,0.1190818898694078,0.0158179115577817,0.1845913042276761,0.0929682281461705,0.089640276953584,0.1392970986087515,0.1796216646034984,0.1789816260331298,0.0,0.3040428245865039,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh_ref_15/79.pdb,0.2997871734222839,1185.310867556816
80,7mhh,0.1725642522654603,0.130472057291586,0.1117524357939177,0.0727957174852917,0.1419936350356727,0.1887497606140727,0.1566935295471851,0.0249786119668134,0.0,0.3040622489640777,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh_ref_15/80.pdb,0.2998139755286534,529.8550314237493
81,7mhh,0.0806130328017726,0.0717890525209678,0.0204486928821051,0.2380039277502554,0.234711003346409,0.1678268564895388,0.1691191418336666,0.0174882923752843,0.0,0.3040961528153527,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh_ref_15/81.pdb,0.3017003660586244,-31.98712478877769
82,7mhh,0.2222036387504518,0.1400714813431001,0.2387206765055361,0.075460767703913,0.0702849515826049,0.1881822440247286,0.0451480408868672,0.019928199202798,0.0,0.3042035968447714,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh_ref_15/82.pdb,0.30091846157158514,19.284798697855962
83,7mhh,0.2222036387504518,0.1400714813431001,0.2387206765055361,0.075460767703913,0.0702849515826049,0.1881822440247286,0.0451480408868672,0.019928199202798,0.0,0.3042755001165754,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh_ref_15/83.pdb,0.2978943758571244,1149.1807626406685
84,7mhh,0.1183758539067777,0.0615733277351325,0.201577218983613,0.1392261388545301,0.0162520305705569,0.0879760212914062,0.2041662276028913,0.170853181055092,0.0,0.30430810577545,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh_ref_15/84.pdb,0.3059203576536557,549.012161698809
