,cif_name,w_0,w_1,w_2,w_3,w_4,w_5,w_6,w_7,w_xray_id,r_free_0,pdb
17,7mhh,0.2044812469459926,0.1344369945564512,0.1075392076688055,0.1228450247472656,0.1088440216021828,0.0510811766167728,0.1634829001142167,0.1072894277483124,0.0,0.3007978364185031,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh/N3_W0/output_7/pdbs/3.pdb
18,7mhh,0.1252046583714288,0.101980623372079,0.0458549527487106,0.103073811001948,0.2647861715920537,0.2098510750987839,0.1029786206972224,0.0462700871177731,0.0,0.3008594764376282,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh/N3_W0/output_47/pdbs/2.pdb
19,7mhh,0.222126460676742,0.1895694725803096,0.1318919000485885,0.1602147997611585,0.0710149954027999,0.1121944742733519,0.0295023835900796,0.0834855136669696,0.0,0.3008965330803606,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh/N3_W0/output_39/pdbs/2.pdb
20,7mhh,0.2282939130242786,0.0605647789882056,0.1147241322837113,0.1779069998082448,0.2228136391532253,0.0441092392679402,0.0769665403640326,0.0746207571103613,0.0,0.30096199213549,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh/N3_W0/output_18/pdbs/2.pdb
21,7mhh,0.1608902240192869,0.0852498686131675,0.1421840301053842,0.1615880461660394,0.1413957358003174,0.0989100902819574,0.1685774548432227,0.0412045501706242,0.0,0.3011257735455737,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh/N3_W0/output_24/pdbs/5.pdb
22,7mhh,0.2044812469459926,0.1344369945564512,0.1075392076688055,0.1228450247472656,0.1088440216021828,0.0510811766167728,0.1634829001142167,0.1072894277483124,0.0,0.3011353105270432,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh/N3_W0/output_7/pdbs/4.pdb
23,7mhh,0.171338924402248,0.1455029531364407,0.1568453069705467,0.0590065789424424,0.0970306312890848,0.0861919122790325,0.1201405578013375,0.1639431351788671,0.0,0.3012092386424949,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh/N3_W0/output_37/pdbs/1.pdb
24,7mhh,0.0361013690053197,0.0459259659407801,0.1022787446347724,0.204928131495202,0.2643103485957609,0.2023313198888724,0.0407536469158923,0.1033704735233999,0.0,0.3013971374833476,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh/N3_W0/output_0/pdbs/2.pdb
25,7mhh,0.10881524861975,0.0963106384818519,0.1575815026070274,0.1115805303834056,0.1025888410896296,0.115041965313815,0.1887653740802785,0.1193158994242416,0.0,0.301426143594403,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh/N3_W0/output_22/pdbs/3.pdb
26,7mhh,0.1608902240192869,0.0852498686131675,0.1421840301053842,0.1615880461660394,0.1413957358003174,0.0989100902819574,0.1685774548432227,0.0412045501706242,0.0,0.3014478491106499,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh/N3_W0/output_24/pdbs/2.pdb
27,7mhh,0.1628769301244909,0.0253853156916653,0.0462971157295233,0.170574006614483,0.2106426836493284,0.1355222717781484,0.0701253921276425,0.178576284284718,0.0,0.3015339481807601,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh/N3_W0/output_42/pdbs/1.pdb
28,7mhh,0.0948654763940431,0.2149818388674941,0.1773265701217048,0.1105144712497914,0.0427494263814578,0.1949752081198889,0.0309410398147493,0.1336459690508703,0.0,0.3015715461136306,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh/N3_W0/output_41/pdbs/2.pdb
29,7mhh,0.222126460676742,0.1895694725803096,0.1318919000485885,0.1602147997611585,0.0710149954027999,0.1121944742733519,0.0295023835900796,0.0834855136669696,0.0,0.3016114784093723,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh/N3_W0/output_39/pdbs/4.pdb
30,7mhh,0.10881524861975,0.0963106384818519,0.1575815026070274,0.1115805303834056,0.1025888410896296,0.115041965313815,0.1887653740802785,0.1193158994242416,0.0,0.301631657435492,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh/N3_W0/output_22/pdbs/4.pdb
31,7mhh,0.1252046583714288,0.101980623372079,0.0458549527487106,0.103073811001948,0.2647861715920537,0.2098510750987839,0.1029786206972224,0.0462700871177731,0.0,0.3016546606016244,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh/N3_W0/output_47/pdbs/1.pdb
32,7mhh,0.222126460676742,0.1895694725803096,0.1318919000485885,0.1602147997611585,0.0710149954027999,0.1121944742733519,0.0295023835900796,0.0834855136669696,0.0,0.3017092434572126,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh/N3_W0/output_39/pdbs/3.pdb
33,7mhh,0.0968839285150335,0.1867073740010815,0.1288494153031509,0.1510105350849519,0.0167587340843098,0.103628800861743,0.1985585778882211,0.1176026342615079,0.0,0.3017135916235313,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh/N3_W0/output_31/pdbs/1.pdb
34,7mhh,0.222126460676742,0.1895694725803096,0.1318919000485885,0.1602147997611585,0.0710149954027999,0.1121944742733519,0.0295023835900796,0.0834855136669696,0.0,0.3018765168942999,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh/N3_W0/output_39/pdbs/1.pdb
35,7mhh,0.2341411720278313,0.0433502543227333,0.1925887290930115,0.0972711007443024,0.0661897293453656,0.1699390535506849,0.0836912752224257,0.1128286856936449,0.0,0.3019305498041211,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh/N3_W0/output_1/pdbs/3.pdb
36,7mhh,0.0948654763940431,0.2149818388674941,0.1773265701217048,0.1105144712497914,0.0427494263814578,0.1949752081198889,0.0309410398147493,0.1336459690508703,0.0,0.3021063247877054,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh/N3_W0/output_41/pdbs/1.pdb
37,7mhh,0.2341411720278313,0.0433502543227333,0.1925887290930115,0.0972711007443024,0.0661897293453656,0.1699390535506849,0.0836912752224257,0.1128286856936449,0.0,0.3021569728843452,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh/N3_W0/output_1/pdbs/5.pdb
38,7mhh,0.1407819099644772,0.2041569321366547,0.0969559031691852,0.1736185813418216,0.1603349667559437,0.1409157658609144,0.0654405713555097,0.0177953694154934,0.0,0.3023893575170134,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh/N3_W0/output_35/pdbs/4.pdb
39,7mhh,0.0890051190121635,0.2029180487033018,0.1249610634207081,0.131010746327717,0.1579916433128524,0.1004269031429774,0.1132933755519001,0.0803931005283796,0.0,0.3026029355604168,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh/N3_W0/output_27/pdbs/3.pdb
40,7mhh,0.1108588119361874,0.0240455909812762,0.2593327315150864,0.1248333559341107,0.0594548582416189,0.1467188033920843,0.0160181269542763,0.2587377210453594,0.0,0.3026395885316763,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh/N3_W0/output_40/pdbs/1.pdb
41,7mhh,0.0361013690053197,0.0459259659407801,0.1022787446347724,0.204928131495202,0.2643103485957609,0.2023313198888724,0.0407536469158923,0.1033704735233999,0.0,0.3026695754284081,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh/N3_W0/output_0/pdbs/3.pdb
42,7mhh,0.1108588119361874,0.0240455909812762,0.2593327315150864,0.1248333559341107,0.0594548582416189,0.1467188033920843,0.0160181269542763,0.2587377210453594,0.0,0.3026708243119309,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh/N3_W0/output_40/pdbs/4.pdb
43,7mhh,0.1725642522654603,0.130472057291586,0.1117524357939177,0.0727957174852917,0.1419936350356727,0.1887497606140727,0.1566935295471851,0.0249786119668134,0.0,0.3027462119604189,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh/N3_W0/output_48/pdbs/3.pdb
44,7mhh,0.259996474130631,0.0704619652882584,0.1021665981058819,0.1093803239326173,0.093011667920625,0.2413326180453304,0.0532263347525918,0.0704240178240638,0.0,0.3027500475485833,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh/N3_W0/output_25/pdbs/1.pdb
45,7mhh,0.2044812469459926,0.1344369945564512,0.1075392076688055,0.1228450247472656,0.1088440216021828,0.0510811766167728,0.1634829001142167,0.1072894277483124,0.0,0.3027748493973044,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh/N3_W0/output_7/pdbs/2.pdb
46,7mhh,0.1407819099644772,0.2041569321366547,0.0969559031691852,0.1736185813418216,0.1603349667559437,0.1409157658609144,0.0654405713555097,0.0177953694154934,0.0,0.3027804559757771,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh/N3_W0/output_35/pdbs/2.pdb
47,7mhh,0.0890051190121635,0.2029180487033018,0.1249610634207081,0.131010746327717,0.1579916433128524,0.1004269031429774,0.1132933755519001,0.0803931005283796,0.0,0.3028587055207468,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh/N3_W0/output_27/pdbs/2.pdb
48,7mhh,0.1407819099644772,0.2041569321366547,0.0969559031691852,0.1736185813418216,0.1603349667559437,0.1409157658609144,0.0654405713555097,0.0177953694154934,0.0,0.3028693625338756,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh/N3_W0/output_35/pdbs/3.pdb
49,7mhh,0.222126460676742,0.1895694725803096,0.1318919000485885,0.1602147997611585,0.0710149954027999,0.1121944742733519,0.0295023835900796,0.0834855136669696,0.0,0.3029030046853718,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh/N3_W0/output_39/pdbs/5.pdb
50,7mhh,0.1608902240192869,0.0852498686131675,0.1421840301053842,0.1615880461660394,0.1413957358003174,0.0989100902819574,0.1685774548432227,0.0412045501706242,0.0,0.3029671421563168,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh/N3_W0/output_24/pdbs/1.pdb
51,7mhh,0.1190818898694078,0.0158179115577817,0.1845913042276761,0.0929682281461705,0.089640276953584,0.1392970986087515,0.1796216646034984,0.1789816260331298,0.0,0.3029932130197286,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh/N3_W0/output_4/pdbs/4.pdb
52,7mhh,0.1725642522654603,0.130472057291586,0.1117524357939177,0.0727957174852917,0.1419936350356727,0.1887497606140727,0.1566935295471851,0.0249786119668134,0.0,0.3030007233942419,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh/N3_W0/output_48/pdbs/4.pdb
53,7mhh,0.0840533316669598,0.152388210162721,0.201655272142412,0.0258784756884262,0.2308291531590812,0.0330597096683132,0.1405861389043863,0.1315497086076999,0.0,0.3031531624854844,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh/N3_W0/output_10/pdbs/3.pdb
54,7mhh,0.0350425567128156,0.085235146893803,0.1932429958979131,0.2028435677710573,0.1188428190501428,0.1709852821105879,0.1417759404256514,0.0520316911380285,0.0,0.3032059424051576,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh/N3_W0/output_6/pdbs/1.pdb
55,7mhh,0.1190818898694078,0.0158179115577817,0.1845913042276761,0.0929682281461705,0.089640276953584,0.1392970986087515,0.1796216646034984,0.1789816260331298,0.0,0.3032346461736402,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh/N3_W0/output_4/pdbs/1.pdb
56,7mhh,0.1725642522654603,0.130472057291586,0.1117524357939177,0.0727957174852917,0.1419936350356727,0.1887497606140727,0.1566935295471851,0.0249786119668134,0.0,0.3033034815898115,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh/N3_W0/output_48/pdbs/1.pdb
57,7mhh,0.0928208085018532,0.0379260747304279,0.1289710686136252,0.1719218070721665,0.2335910061040299,0.0689756719238889,0.0929875428173691,0.172806020236639,0.0,0.3033877193388963,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh/N3_W0/output_17/pdbs/1.pdb
58,7mhh,0.2044812469459926,0.1344369945564512,0.1075392076688055,0.1228450247472656,0.1088440216021828,0.0510811766167728,0.1634829001142167,0.1072894277483124,0.0,0.303457781196453,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh/N3_W0/output_7/pdbs/1.pdb
59,7mhh,0.259996474130631,0.0704619652882584,0.1021665981058819,0.1093803239326173,0.093011667920625,0.2413326180453304,0.0532263347525918,0.0704240178240638,0.0,0.3034945033854364,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh/N3_W0/output_25/pdbs/2.pdb
60,7mhh,0.0875793149461345,0.1470687239131465,0.1355715514415504,0.1902354076546889,0.0774826873171001,0.1177904207725498,0.1206298084390135,0.1236420855158161,0.0,0.3035007585258497,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh/N3_W0/output_20/pdbs/1.pdb
61,7mhh,0.0890051190121635,0.2029180487033018,0.1249610634207081,0.131010746327717,0.1579916433128524,0.1004269031429774,0.1132933755519001,0.0803931005283796,0.0,0.3036300764293195,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh/N3_W0/output_27/pdbs/1.pdb
62,7mhh,0.0198052965802307,0.104867597016689,0.2447731970334069,0.0979432428302228,0.2088889420174959,0.0593729410326166,0.1436237731816217,0.1207250103077164,0.0,0.3036476449663756,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh/N3_W0/output_28/pdbs/1.pdb
63,7mhh,0.1252046583714288,0.101980623372079,0.0458549527487106,0.103073811001948,0.2647861715920537,0.2098510750987839,0.1029786206972224,0.0462700871177731,0.0,0.3036509189800798,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh/N3_W0/output_47/pdbs/3.pdb
64,7mhh,0.1183758539067777,0.0615733277351325,0.201577218983613,0.1392261388545301,0.0162520305705569,0.0879760212914062,0.2041662276028913,0.170853181055092,0.0,0.3036628488508339,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh/N3_W0/output_38/pdbs/1.pdb
65,7mhh,0.0890051190121635,0.2029180487033018,0.1249610634207081,0.131010746327717,0.1579916433128524,0.1004269031429774,0.1132933755519001,0.0803931005283796,0.0,0.3036734226628177,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh/N3_W0/output_27/pdbs/4.pdb
66,7mhh,0.10881524861975,0.0963106384818519,0.1575815026070274,0.1115805303834056,0.1025888410896296,0.115041965313815,0.1887653740802785,0.1193158994242416,0.0,0.3036734628618771,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh/N3_W0/output_22/pdbs/2.pdb
67,7mhh,0.2044812469459926,0.1344369945564512,0.1075392076688055,0.1228450247472656,0.1088440216021828,0.0510811766167728,0.1634829001142167,0.1072894277483124,0.0,0.3036951751200338,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh/N3_W0/output_7/pdbs/5.pdb
68,7mhh,0.171338924402248,0.1455029531364407,0.1568453069705467,0.0590065789424424,0.0970306312890848,0.0861919122790325,0.1201405578013375,0.1639431351788671,0.0,0.303699032606707,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh/N3_W0/output_37/pdbs/3.pdb
69,7mhh,0.1339891435509674,0.1692302303503813,0.05786529066292,0.169948712097079,0.1091903246752101,0.1719899001162544,0.075306324583188,0.1124800739639996,0.0,0.3037511218417303,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh/N3_W0/output_14/pdbs/3.pdb
70,7mhh,0.0968839285150335,0.1867073740010815,0.1288494153031509,0.1510105350849519,0.0167587340843098,0.103628800861743,0.1985585778882211,0.1176026342615079,0.0,0.3037598906954527,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh/N3_W0/output_31/pdbs/2.pdb
71,7mhh,0.0350425567128156,0.085235146893803,0.1932429958979131,0.2028435677710573,0.1188428190501428,0.1709852821105879,0.1417759404256514,0.0520316911380285,0.0,0.3037874659054995,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh/N3_W0/output_6/pdbs/2.pdb
72,7mhh,0.1190818898694078,0.0158179115577817,0.1845913042276761,0.0929682281461705,0.089640276953584,0.1392970986087515,0.1796216646034984,0.1789816260331298,0.0,0.3037995313265699,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh/N3_W0/output_4/pdbs/2.pdb
73,7mhh,0.2282939130242786,0.0605647789882056,0.1147241322837113,0.1779069998082448,0.2228136391532253,0.0441092392679402,0.0769665403640326,0.0746207571103613,0.0,0.3039275401177479,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh/N3_W0/output_18/pdbs/1.pdb
74,7mhh,0.2222036387504518,0.1400714813431001,0.2387206765055361,0.075460767703913,0.0702849515826049,0.1881822440247286,0.0451480408868672,0.019928199202798,0.0,0.3039538490432955,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh/N3_W0/output_44/pdbs/2.pdb
75,7mhh,0.0612241103350457,0.1645900718513135,0.2271320635076099,0.0759363941453359,0.1191097832735944,0.0357648800428193,0.1361598295406975,0.1800828673035834,0.0,0.3039799558190578,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh/N3_W0/output_33/pdbs/4.pdb
76,7mhh,0.0929427805420861,0.0718111689602028,0.0554663489617344,0.2676912404748218,0.0219315131395061,0.1933349838632117,0.0907851567933362,0.2060368072651008,0.0,0.3039905788148307,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh/N3_W0/output_9/pdbs/4.pdb
77,7mhh,0.10881524861975,0.0963106384818519,0.1575815026070274,0.1115805303834056,0.1025888410896296,0.115041965313815,0.1887653740802785,0.1193158994242416,0.0,0.3040145752409369,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh/N3_W0/output_22/pdbs/5.pdb
78,7mhh,0.151351613808207,0.0613549953858559,0.1534195536332455,0.059759488344865,0.1675980195696642,0.0365062586074628,0.2040176650914376,0.1659924055592616,0.0,0.3040382559096418,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh/N3_W0/output_2/pdbs/1.pdb
79,7mhh,0.1190818898694078,0.0158179115577817,0.1845913042276761,0.0929682281461705,0.089640276953584,0.1392970986087515,0.1796216646034984,0.1789816260331298,0.0,0.3040428245865039,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh/N3_W0/output_4/pdbs/3.pdb
80,7mhh,0.1725642522654603,0.130472057291586,0.1117524357939177,0.0727957174852917,0.1419936350356727,0.1887497606140727,0.1566935295471851,0.0249786119668134,0.0,0.3040622489640777,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh/N3_W0/output_48/pdbs/2.pdb
81,7mhh,0.0806130328017726,0.0717890525209678,0.0204486928821051,0.2380039277502554,0.234711003346409,0.1678268564895388,0.1691191418336666,0.0174882923752843,0.0,0.3040961528153527,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh/N3_W0/output_49/pdbs/1.pdb
82,7mhh,0.2222036387504518,0.1400714813431001,0.2387206765055361,0.075460767703913,0.0702849515826049,0.1881822440247286,0.0451480408868672,0.019928199202798,0.0,0.3042035968447714,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh/N3_W0/output_44/pdbs/1.pdb
83,7mhh,0.2222036387504518,0.1400714813431001,0.2387206765055361,0.075460767703913,0.0702849515826049,0.1881822440247286,0.0451480408868672,0.019928199202798,0.0,0.3042755001165754,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh/N3_W0/output_44/pdbs/3.pdb
84,7mhh,0.1183758539067777,0.0615733277351325,0.201577218983613,0.1392261388545301,0.0162520305705569,0.0879760212914062,0.2041662276028913,0.170853181055092,0.0,0.30430810577545,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh/N3_W0/output_38/pdbs/2.pdb
85,7mhh,0.0926282925623369,0.0876497046971895,0.1437637900457871,0.2074717661722768,0.0605671067210126,0.1533281484006538,0.0304369153185676,0.2241542760821754,0.0,0.3043237597120491,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh/N3_W0/output_34/pdbs/1.pdb
86,7mhh,0.0229931153578757,0.1924536081790104,0.0531753952628925,0.1630824484301391,0.1939755810234855,0.015217364086985,0.250111596992941,0.1089908906666704,0.0,0.3043467261480077,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh/N3_W0/output_36/pdbs/1.pdb
87,7mhh,0.060619035400978,0.100045931443955,0.1114143726238506,0.18434439723338,0.1262376703168358,0.1721229250615915,0.2053790327096105,0.0398366352097983,0.0,0.3043881975567937,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh/N3_W0/output_43/pdbs/1.pdb
88,7mhh,0.1339891435509674,0.1692302303503813,0.05786529066292,0.169948712097079,0.1091903246752101,0.1719899001162544,0.075306324583188,0.1124800739639996,0.0,0.3045845273139645,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/176_w_xray_7mhh/N3_W0/output_14/pdbs/2.pdb
