,xray_0_min_0,xray_0_min_0_pdb,xray_0_min_0_rmsd
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/52_synth_sa_5_2x/9485515/output_0/log.csv,5.054056016817087,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/52_synth_sa_5_2x/9485515/output_0/pdbs/2915.pdb,0.3043594672385131
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/52_synth_sa_5_2x/9485515/output_79/log.csv,4.9903620752201086,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/52_synth_sa_5_2x/9485515/output_79/pdbs/2648.pdb,0.2847291222114385
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/52_synth_sa_5_2x/9485515/output_87/log.csv,5.111836500370253,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/52_synth_sa_5_2x/9485515/output_87/pdbs/2390.pdb,0.3399167748113902
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/52_synth_sa_5_2x/9485515/output_142/log.csv,5.292253698195057,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/52_synth_sa_5_2x/9485515/output_142/pdbs/2019.pdb,0.3876141298711191
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/52_synth_sa_5_2x/9485515/output_992/log.csv,5.0436205735478215,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/52_synth_sa_5_2x/9485515/output_992/pdbs/2493.pdb,0.3399484000364656
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/52_synth_sa_5_2x/9485515/output_955/log.csv,5.036509537814606,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/52_synth_sa_5_2x/9485515/output_955/pdbs/1467.pdb,0.2670824668479866
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/52_synth_sa_5_2x/9485515/output_940/log.csv,5.033450576259747,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/52_synth_sa_5_2x/9485515/output_940/pdbs/2490.pdb,0.2887732978679494
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/52_synth_sa_5_2x/9485515/output_584/log.csv,4.994232636697381,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/52_synth_sa_5_2x/9485515/output_584/pdbs/2232.pdb,0.2708870620094185
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/52_synth_sa_5_2x/9485515/output_996/log.csv,5.156061577221139,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/52_synth_sa_5_2x/9485515/output_996/pdbs/2543.pdb,0.272192895970249
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/52_synth_sa_5_2x/9485515/output_987/log.csv,5.297120284435532,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/52_synth_sa_5_2x/9485515/output_987/pdbs/2436.pdb,0.3436520917838226
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/52_synth_sa_5_2x/9485515/output_26/log.csv,5.166406397755373,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/52_synth_sa_5_2x/9485515/output_26/pdbs/2400.pdb,0.3425553188564235
