,xray_0+xray_1,xray_0,xray_1,r_free_0,r_free_1,rmsd_avg_0,rmsd_avg_1,pdb
0,6.703047429152573,3.321160086775246,3.3818873423773272,0.0336153627731772,0.0383931430992387,0.1852960294988768,0.1425599657680165,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/131_low_res_2_cif/2216361/output_904/pdbs/376.pdb
1,6.729105752724463,3.350182481127946,3.3789232715965163,0.036576446662528,0.0409079348606061,0.2021438508491279,0.1573919141715414,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/131_low_res_2_cif/2216361/output_904/pdbs/338.pdb
2,6.7302623780416795,3.33258917613139,3.397673201910289,0.0368143106566309,0.0409388955713215,0.1827119404026219,0.1389359809634623,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/131_low_res_2_cif/2216361/output_436/pdbs/436.pdb
3,6.730294430757938,3.354284670186352,3.376009760571587,0.0375039406552436,0.0380130845010135,0.196871119866656,0.1526245097904187,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/131_low_res_2_cif/2216361/output_904/pdbs/326.pdb
4,6.731024273897184,3.3461630856809066,3.384861188216277,0.0358516857444768,0.0414225569887303,0.1911488150684486,0.1463126109523351,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/131_low_res_2_cif/2216361/output_904/pdbs/344.pdb
5,6.731726087252532,3.348601350163378,3.3831247370891546,0.0335789095981546,0.0419602017208284,0.193805196789828,0.1490092234282893,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/131_low_res_2_cif/2216361/output_904/pdbs/353.pdb
6,6.73327168738092,3.340176215878744,3.393095471502176,0.0345280027916755,0.0453317954056188,0.1866468791408279,0.1431899941861134,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/131_low_res_2_cif/2216361/output_904/pdbs/381.pdb
7,6.743836739335375,3.3630642112493496,3.380772528086025,0.0395034194222375,0.043910034830869,0.18903717497712,0.1455095553720822,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/131_low_res_2_cif/2216361/output_904/pdbs/329.pdb
8,6.743916359451484,3.356696165498762,3.3872201939527224,0.035690122580761,0.0433494253088002,0.1821892459473369,0.138029577333865,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/131_low_res_2_cif/2216361/output_904/pdbs/331.pdb
9,6.745637795889687,3.342413946996097,3.40322384889359,0.037224091206226,0.0417065086785422,0.1850416485020021,0.1405714897238336,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/131_low_res_2_cif/2216361/output_904/pdbs/348.pdb
10,6.746094865462803,3.3607959934879306,3.385298871974873,0.0396568362902726,0.0389527114992519,0.19388788701885,0.1487669280136518,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/131_low_res_2_cif/2216361/output_615/pdbs/312.pdb
11,6.747564988155023,3.3597052491945254,3.3878597389604983,0.0362391529979203,0.0392631258297069,0.1891798073454212,0.1460779281786634,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/131_low_res_2_cif/2216361/output_904/pdbs/377.pdb
12,6.747979858610376,3.362302625265656,3.38567723334472,0.0352931989163864,0.0446032084009555,0.1824076209741394,0.1377121825872337,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/131_low_res_2_cif/2216361/output_904/pdbs/349.pdb
13,6.751383981331477,3.365303443775895,3.3860805375555825,0.0359420697292483,0.039031927386589,0.1945547919789702,0.1493349314671508,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/131_low_res_2_cif/2216361/output_904/pdbs/347.pdb
14,6.7526447136471255,3.3566610763852296,3.395983637261896,0.0387098763599356,0.0419976818652685,0.1871213793365046,0.1426886932346488,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/131_low_res_2_cif/2216361/output_904/pdbs/328.pdb
15,6.753141511914794,3.351779450131325,3.401362061783469,0.0351721649749291,0.0434309550893405,0.1840761772314639,0.1407711358600398,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/131_low_res_2_cif/2216361/output_79/pdbs/344.pdb
16,6.753399557923057,3.370676561965108,3.382722995957949,0.0378135051086522,0.0422076834236256,0.1928587077888089,0.1480829873407907,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/131_low_res_2_cif/2216361/output_904/pdbs/327.pdb
17,6.754450893899113,3.352929342030257,3.4015215518688566,0.0376968897592474,0.0397875459203027,0.1843223094121511,0.1394309174625923,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/131_low_res_2_cif/2216361/output_615/pdbs/302.pdb
18,6.754535417881971,3.358463547910477,3.396071869971494,0.0349686294557888,0.0434657338307545,0.1872195631878324,0.1441172091101847,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/131_low_res_2_cif/2216361/output_436/pdbs/432.pdb
19,6.755805103144764,3.3640394646150904,3.3917656385296744,0.0396035102236321,0.0437606287596576,0.1894578235255018,0.1439907887461521,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/131_low_res_2_cif/2216361/output_615/pdbs/313.pdb
20,6.756255398500903,3.3701573978288577,3.386098000672045,0.0358209362614539,0.039302192134501,0.1857882192296325,0.1414528743620255,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/131_low_res_2_cif/2216361/output_904/pdbs/389.pdb
21,6.759393942484144,3.36914650519508,3.390247437289064,0.0381987906130408,0.0439390160824504,0.2020636156423748,0.1567754378029306,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/131_low_res_2_cif/2216361/output_904/pdbs/337.pdb
