,min_xray_0,xray_0_min_0_r_free_0,xray_0_min_0_rmsd_avg_0,xray_0_min_0_ff,xray_0_min_0_pdb
0,5.400928936865472,0.2165714198302046,0.219383981974734,12668.272442279153,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/118_natives_1_cif/0/output_465/pdbs/486.pdb
1,5.120929930765095,0.1367794575782732,0.1905825844085125,16002.98164973014,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/118_natives_1_cif/1/output_954/pdbs/291.pdb
2,5.412513527102799,0.2187248789697822,0.2243728970190463,12281.403112701835,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/118_natives_1_cif/2/output_917/pdbs/678.pdb
3,5.406838344599929,0.2113481837407739,0.2091113331164841,12058.495501010051,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/118_natives_1_cif/3/output_233/pdbs/611.pdb
4,5.360554465351041,0.1927894669540219,0.21424983781619,12559.470536582476,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/118_natives_1_cif/4/output_506/pdbs/491.pdb
5,5.179970805961051,0.1358494915906253,0.1987980358657512,15633.254925001578,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/118_natives_1_cif/5/output_757/pdbs/237.pdb
6,5.447058161709532,0.2225673057240936,0.2384793331248966,12448.05351588512,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/118_natives_1_cif/6/output_287/pdbs/534.pdb
7,5.3403941712367216,0.1892242607809234,0.210624330503128,12421.971561195018,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/118_natives_1_cif/7/output_645/pdbs/677.pdb
8,5.411710943665194,0.2095314506813215,0.2079052079081536,12394.658274353138,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/118_natives_1_cif/8/output_355/pdbs/705.pdb
9,5.248892372261848,0.1546114355496211,0.2011749569074989,15009.515060738722,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/118_natives_1_cif/9/output_917/pdbs/344.pdb
