,rmsd_avg_min_0,rmsd_avg_min_0_pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_0/log.csv,0.1632702365034296,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_0/pdbs/4.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_2/log.csv,0.1668939547122331,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_2/pdbs/3.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_1/log.csv,0.168387245984915,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_1/pdbs/4.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_3/log.csv,0.1644435768118363,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_3/pdbs/4.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_5/log.csv,0.1644589904447209,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_5/pdbs/4.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_4/log.csv,0.1600389268366089,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_4/pdbs/4.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_6/log.csv,0.1593332052622534,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_6/pdbs/4.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_8/log.csv,0.1673752626316892,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_8/pdbs/4.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_7/log.csv,0.1651848056964221,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_7/pdbs/3.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_9/log.csv,0.1576506517545864,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_9/pdbs/4.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_11/log.csv,0.1642965180008658,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_11/pdbs/4.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_10/log.csv,0.1724474459023393,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_10/pdbs/4.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_12/log.csv,0.1691942826614948,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_12/pdbs/4.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_13/log.csv,0.1639725348431218,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_13/pdbs/3.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_15/log.csv,0.1749251767832361,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_15/pdbs/3.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_14/log.csv,0.1592626196042304,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_14/pdbs/4.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_18/log.csv,0.1593172648605005,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_18/pdbs/4.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_19/log.csv,0.1657050596160034,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_19/pdbs/4.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_20/log.csv,0.16833976897749,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_20/pdbs/4.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_21/log.csv,0.1535784427129665,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_21/pdbs/3.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_24/log.csv,0.16452506683763,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_24/pdbs/4.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_26/log.csv,0.1704662955315221,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_26/pdbs/4.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_17/log.csv,0.1616254770953379,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_17/pdbs/4.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_16/log.csv,0.1688105200200518,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_16/pdbs/4.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_28/log.csv,0.1705702168128576,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_28/pdbs/4.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_29/log.csv,0.1560151663040185,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_29/pdbs/4.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_23/log.csv,0.1663467988218726,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_23/pdbs/4.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_22/log.csv,0.1615989357052185,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_22/pdbs/4.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_30/log.csv,0.17233409202402,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_30/pdbs/4.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_25/log.csv,0.1710227072253155,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_25/pdbs/4.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_27/log.csv,0.1719929813574282,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_27/pdbs/4.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_31/log.csv,0.1746159361969529,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_31/pdbs/4.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_32/log.csv,0.158557947229766,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_32/pdbs/4.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_33/log.csv,0.1696071713509013,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_33/pdbs/4.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_34/log.csv,0.1604531775040532,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_34/pdbs/4.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_35/log.csv,0.1629101683175824,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_35/pdbs/4.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_36/log.csv,0.1629451867982384,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_36/pdbs/4.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_37/log.csv,0.1599752988478156,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_37/pdbs/3.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_38/log.csv,0.1686019359617001,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_38/pdbs/3.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_39/log.csv,0.1664220077645829,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_39/pdbs/4.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_40/log.csv,0.1653338175364684,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_40/pdbs/3.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_41/log.csv,0.1642767850196561,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_41/pdbs/4.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_42/log.csv,0.1603258361677173,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_42/pdbs/4.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_43/log.csv,0.17947321422031,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_43/pdbs/3.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_44/log.csv,0.1667215139598165,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_44/pdbs/4.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_45/log.csv,0.1693069483038731,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_45/pdbs/4.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_46/log.csv,0.1685208441689787,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_46/pdbs/4.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_47/log.csv,0.1637833837185648,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_47/pdbs/4.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_48/log.csv,0.1651281076644019,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_48/pdbs/3.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_52/log.csv,0.1723433477542574,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_52/pdbs/4.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_53/log.csv,0.1675574338757481,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_53/pdbs/4.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_98/log.csv,0.165597980567466,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_98/pdbs/4.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_90/log.csv,0.1770685071708123,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_90/pdbs/3.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_95/log.csv,0.1584215963779623,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_95/pdbs/4.pdb
