,xray_0_min_0,xray_0_min_0_pdb,xray_0_min_0_rmsd_avg,xray_0_min_0_r_free_0
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_0/log.csv,7.721273945676761,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_0/pdbs/1.pdb,0.3087300492958122,0.4873823364958449
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_2/log.csv,7.723375063697421,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_2/pdbs/1.pdb,0.3033809013091802,0.487524714155965
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_1/log.csv,7.722070963750509,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_1/pdbs/1.pdb,0.3050076934326841,0.487675012089563
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_3/log.csv,7.723235476962721,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_3/pdbs/1.pdb,0.305315335995217,0.4889580155872584
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_5/log.csv,7.724819966827004,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_5/pdbs/1.pdb,0.30039554841792,0.4904382183142926
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_4/log.csv,7.722930557832246,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_4/pdbs/1.pdb,0.3159505928579402,0.4880976151434877
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_6/log.csv,7.722314150977828,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_6/pdbs/1.pdb,0.3047751966465712,0.488242883752475
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_8/log.csv,7.724998514311055,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_8/pdbs/1.pdb,0.3067544111070914,0.4895962028688223
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_7/log.csv,7.720332947884039,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_7/pdbs/1.pdb,0.3050623749531799,0.4894441136380114
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_9/log.csv,7.723339814613474,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_9/pdbs/1.pdb,0.3161805566434122,0.4908974923993588
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_11/log.csv,7.722810200818087,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_11/pdbs/1.pdb,0.3064323561486149,0.4891344430126015
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_10/log.csv,7.721375397090729,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_10/pdbs/1.pdb,0.3146652888871185,0.4914476229601496
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_12/log.csv,7.720678073359363,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_12/pdbs/1.pdb,0.3002735622929857,0.4886423859655537
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_13/log.csv,7.722035613932952,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_13/pdbs/1.pdb,0.3052483244655417,0.4880962481688062
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_15/log.csv,7.7223372490718525,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_15/pdbs/1.pdb,0.3088675938267948,0.4904866195520895
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_14/log.csv,7.723818892531473,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_14/pdbs/1.pdb,0.3107945232781704,0.4900551052974035
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_18/log.csv,7.723852704753618,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_18/pdbs/1.pdb,0.3157605187447808,0.4883474589365986
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_19/log.csv,7.723899036603285,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_19/pdbs/1.pdb,0.3148274829935458,0.4895782107133767
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_20/log.csv,7.722032662592161,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_20/pdbs/1.pdb,0.305307873452193,0.4878220818800446
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_21/log.csv,7.7213821261851745,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_21/pdbs/1.pdb,0.2944812530831573,0.4907578489132115
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_24/log.csv,7.721446445280498,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_24/pdbs/1.pdb,0.3096872311807499,0.4896895166047449
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_26/log.csv,7.722358277602964,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_26/pdbs/1.pdb,0.2987968720019473,0.4871879704845618
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_17/log.csv,7.7209242541459,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_17/pdbs/1.pdb,0.305849495348928,0.4881940076504467
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_16/log.csv,7.722143928604965,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_16/pdbs/1.pdb,0.310993041573823,0.4902195000668639
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_28/log.csv,7.723339253393401,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_28/pdbs/1.pdb,0.302017005729484,0.4879593624542852
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_29/log.csv,7.723057482258839,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_29/pdbs/1.pdb,0.3043561823520622,0.4903074522368228
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_23/log.csv,7.725301840313998,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_23/pdbs/1.pdb,0.3112993510021164,0.493040002810939
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_22/log.csv,7.7246100653625955,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_22/pdbs/1.pdb,0.3027412504716881,0.4910869298424822
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_30/log.csv,7.722422254174007,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_30/pdbs/1.pdb,0.3181823604135638,0.4888701508609704
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_25/log.csv,7.7219389809362,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_25/pdbs/1.pdb,0.3153359906990106,0.4874354199580586
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_27/log.csv,7.721495088488747,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_27/pdbs/1.pdb,0.3042306445472964,0.4880794461131703
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_31/log.csv,7.723763119761991,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_31/pdbs/1.pdb,0.3108280500115064,0.4872194037933081
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_32/log.csv,7.721576227504442,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_32/pdbs/1.pdb,0.306379529812065,0.4886762523172651
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_33/log.csv,7.723110308624644,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_33/pdbs/1.pdb,0.3112786962872917,0.4866622865650997
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_34/log.csv,7.723859842564168,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_34/pdbs/1.pdb,0.2962962723737444,0.4879578565022092
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_35/log.csv,7.721127841692501,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_35/pdbs/1.pdb,0.3095271742979665,0.4905852518594226
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_36/log.csv,7.723753234008711,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/73_nsb/720738/output_36/pdbs/1.pdb,0.3027557892696,0.4898638037889701
