,N,J,w_xray,r_free_7mhf,rmsd,r_work_7mhf,xray_7mhf,r_free_7mhg,r_work_7mhg,xray_7mhg,ff,pdb,w_0_7mhf,w_0_7mhg,w_1_7mhf,w_1_7mhg,cif_0,cif_1,r_free_7mhh,r_work_7mhh,xray_7mhh,w_0_7mhh,w_1_7mhh,r_free_7mhi,r_work_7mhi,xray_7mhi,w_0_7mhi,w_1_7mhi,r_free_7mhj,r_work_7mhj,xray_7mhj,w_0_7mhj,w_1_7mhj,r_free_7mhk,r_work_7mhk,xray_7mhk,w_0_7mhk,w_1_7mhk
0,2.0,2.0,1.0,0.2232990492754598,0.3186301499055567,0.1845110345193194,5.116764990543143,,,,4680.805097831945,/wynton/group/sali/mhancock/xray/sample_bench/out/283_2_cond_phenix_ref_2/0/output_973/pdbs/41_7mhf.pdb,0.4779984831363326,0.6826541754878543,0.5220015168636674,0.3173458245121456,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhf.cif,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhg.cif,,,,,,,,,,,,,,,,,,,,
1,2.0,2.0,1.0,,0.3076565379662084,,,0.2280580059482581,0.1856199331642828,5.031668247314224,4235.359023323501,/wynton/group/sali/mhancock/xray/sample_bench/out/283_2_cond_phenix_ref_2/0/output_1525/pdbs/9_7mhg.pdb,0.4340324524994602,0.7478417657497295,0.5659675475005399,0.2521582342502705,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhf.cif,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhg.cif,,,,,,,,,,,,,,,,,,,,
2,2.0,2.0,1.0,0.2253860449658586,0.3163321133296116,0.1857363560445267,5.134397629630761,,,,4552.764292752996,/wynton/group/sali/mhancock/xray/sample_bench/out/283_2_cond_phenix_ref_2/1/output_1312/pdbs/2_7mhf.pdb,0.6236379327119587,,0.3763620672880413,,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhf.cif,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhh.cif,,,,0.0922010282847116,0.9077989717152884,,,,,,,,,,,,,,,
3,2.0,2.0,1.0,,0.4653779736248085,,,,,,2583.373601985516,/wynton/group/sali/mhancock/xray/sample_bench/out/283_2_cond_phenix_ref_2/1/output_1008/pdbs/7_7mhh.pdb,0.1117797894845401,,0.8882202105154599,,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhf.cif,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhh.cif,0.2476714920533986,0.1777223008157899,5.635634574934797,0.5832965315099167,0.4167034684900834,,,,,,,,,,,,,,,
4,2.0,2.0,1.0,0.2260281203418117,0.3016123933236281,0.1866367964603912,5.139301692187321,,,,4326.445068548723,/wynton/group/sali/mhancock/xray/sample_bench/out/283_2_cond_phenix_ref_2/2/output_1509/pdbs/2_7mhf.pdb,0.531879461845848,,0.468120538154152,,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhf.cif,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhi.cif,,,,,,,,,0.1501568309005176,0.8498431690994824,,,,,,,,,,
5,2.0,2.0,1.0,,0.4570691439245552,,,,,,2804.278826188264,/wynton/group/sali/mhancock/xray/sample_bench/out/283_2_cond_phenix_ref_2/2/output_1816/pdbs/15_7mhi.pdb,0.2514993897396937,,0.7485006102603062,,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhf.cif,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhi.cif,,,,,,0.2338287699121177,0.1799283140772136,5.106266029835991,0.5229840065440211,0.4770159934559789,,,,,,,,,,
6,2.0,2.0,1.0,0.224709362385372,0.1785660160576677,0.1865451946589364,5.140096701507115,,,,4260.783231910107,/wynton/group/sali/mhancock/xray/sample_bench/out/283_2_cond_phenix_ref_2/3/output_914/pdbs/1_7mhf.pdb,0.5364504885663202,,0.4635495114336798,,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhf.cif,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhj.cif,,,,,,,,,,,,,,0.9004903918045495,0.0995096081954505,,,,,
7,2.0,2.0,1.0,,0.463946075300207,,,,,,3070.9207342640184,/wynton/group/sali/mhancock/xray/sample_bench/out/283_2_cond_phenix_ref_2/3/output_28/pdbs/39_7mhj.pdb,0.0968118419307302,,0.9031881580692696,,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhf.cif,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhj.cif,,,,,,,,,,,0.2399852911568065,0.1797705969483604,5.181012409347049,0.547126137490645,0.4528738625093551,,,,,
8,2.0,2.0,1.0,0.2245309252925506,0.1639514063418627,0.1874680414832165,5.143476642624248,,,,4209.557018335758,/wynton/group/sali/mhancock/xray/sample_bench/out/283_2_cond_phenix_ref_2/4/output_1425/pdbs/1_7mhf.pdb,0.6580225590223721,,0.3419774409776279,,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhf.cif,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhk.cif,,,,,,,,,,,,,,,,,,,0.4349566486310552,0.5650433513689448
9,2.0,2.0,1.0,,2.890983346998918,,,,,,2471.4254187447004,/wynton/group/sali/mhancock/xray/sample_bench/out/283_2_cond_phenix_ref_2/4/output_1755/pdbs/118_7mhk.pdb,0.9578170892992628,,0.0421829107007371,,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhf.cif,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhk.cif,,,,,,,,,,,,,,,,0.256597141317643,0.1934985243134348,5.096968349512177,0.4231280309291115,0.5768719690708884
