,decoy_file,pdb_0,id_0,w_0,pdb_1,id_1,w_1
0,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/81_native_2x_decoys/native_2x/0.pdb,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/81_native_2x_decoys/0/output_5/pdbs/1.pdb,0.0,0.5269810065968547,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/81_native_2x_decoys/0/output_5/pdbs/1.pdb,1.0,0.4730189934031454
1,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/81_native_2x_decoys/native_2x/1.pdb,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/81_native_2x_decoys/0/output_5/pdbs/2.pdb,0.0,0.6189533529372904,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/81_native_2x_decoys/0/output_5/pdbs/2.pdb,1.0,0.3810466470627096
2,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/81_native_2x_decoys/native_2x/2.pdb,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/81_native_2x_decoys/0/output_5/pdbs/3.pdb,0.0,0.5580329380657078,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/81_native_2x_decoys/0/output_5/pdbs/3.pdb,1.0,0.44196706193429225
3,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/81_native_2x_decoys/native_2x/3.pdb,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/81_native_2x_decoys/0/output_5/pdbs/4.pdb,0.0,0.720992025506418,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/81_native_2x_decoys/0/output_5/pdbs/4.pdb,1.0,0.27900797449358183
4,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/81_native_2x_decoys/native_2x/4.pdb,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/81_native_2x_decoys/0/output_8/pdbs/1.pdb,0.0,0.44962867851783656,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/81_native_2x_decoys/0/output_8/pdbs/1.pdb,1.0,0.5503713214821633
5,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/81_native_2x_decoys/native_2x/5.pdb,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/81_native_2x_decoys/0/output_5/pdbs/5.pdb,0.0,0.6427753763207659,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/81_native_2x_decoys/0/output_5/pdbs/5.pdb,1.0,0.3572246236792341
6,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/81_native_2x_decoys/native_2x/6.pdb,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/81_native_2x_decoys/0/output_5/pdbs/6.pdb,0.0,0.27161374656285575,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/81_native_2x_decoys/0/output_5/pdbs/6.pdb,1.0,0.7283862534371442
7,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/81_native_2x_decoys/native_2x/7.pdb,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/81_native_2x_decoys/0/output_5/pdbs/7.pdb,0.0,0.7116889726342418,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/81_native_2x_decoys/0/output_5/pdbs/7.pdb,1.0,0.2883110273657582
8,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/81_native_2x_decoys/native_2x/8.pdb,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/81_native_2x_decoys/0/output_5/pdbs/8.pdb,0.0,0.48070330371898207,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/81_native_2x_decoys/0/output_5/pdbs/8.pdb,1.0,0.5192966962810179
9,/wynton/group/sali/mhancock/xray/decoys/data/3ca7/81_native_2x_decoys/native_2x/9.pdb,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/81_native_2x_decoys/0/output_5/pdbs/9.pdb,0.0,0.47315182864112393,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/81_native_2x_decoys/0/output_5/pdbs/9.pdb,1.0,0.5268481713588761
