,r_free,ff,pdb,w_0,cif_name,N,J,job_id,cifs,w_1,rmsd
0,0.375185864059259,3236.8675075318192,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench/N0_J0/output_215/pdbs/236.pdb,1.0,0,1,1,0,0,,0.4530572803562791
1,0.3748055509775557,3244.733185519379,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench/N0_J0/output_215/pdbs/235.pdb,1.0,0,1,1,0,0,,0.45210685125019545
2,0.37500260481341763,3220.097519672369,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench/N0_J0/output_215/pdbs/253.pdb,1.0,0,1,1,0,0,,0.45611514131783626
3,0.3750672054934352,3224.746429835165,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench/N0_J0/output_215/pdbs/289.pdb,1.0,0,1,1,0,0,,0.45049427561505956
4,0.3771956218963697,3187.232267568541,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench/N0_J0/output_215/pdbs/252.pdb,1.0,0,1,1,0,0,,0.4531754856912668
5,0.3772141338300834,3287.0204579720257,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench/N0_J0/output_215/pdbs/254.pdb,1.0,0,1,1,0,0,,0.45625971963544837
6,0.37492810652114955,3276.2171522773046,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench/N0_J0/output_215/pdbs/266.pdb,1.0,0,1,1,0,0,,0.45375253896441387
7,0.3782424342149985,3337.6613299563564,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench/N0_J0/output_120/pdbs/286.pdb,1.0,0,1,1,0,0,,0.4377229701022771
8,0.3732907778561839,3191.986885549206,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench/N0_J0/output_215/pdbs/267.pdb,1.0,0,1,1,0,0,,0.4535469273446926
9,0.37671500453409623,3169.178370062045,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench/N0_J0/output_215/pdbs/288.pdb,1.0,0,1,1,0,0,,0.4521210707455132
10,0.3774200055356109,3318.0304483511118,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench/N0_J0/output_120/pdbs/287.pdb,1.0,0,1,1,0,0,,0.4356478645731363
11,0.37679556926337443,3203.19681215982,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench/N0_J0/output_215/pdbs/290.pdb,1.0,0,1,1,0,0,,0.44601182463665495
12,0.37634050849913936,3250.723720717797,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench/N0_J0/output_120/pdbs/248.pdb,1.0,0,1,1,0,0,,0.4291617539646842
13,0.3750352655410828,3243.1531924199376,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench/N0_J0/output_215/pdbs/268.pdb,1.0,0,1,1,0,0,,0.45615386109316997
14,0.3743652508066614,3264.393523987964,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench/N0_J0/output_51/pdbs/299.pdb,1.0,0,1,1,0,0,,0.4308823779874113
15,0.37442581226976834,3392.630598419576,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench/N0_J0/output_39/pdbs/254.pdb,1.0,0,1,1,0,0,,0.4348313558879156
16,0.3751891509846912,3248.984688479049,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench/N0_J0/output_215/pdbs/282.pdb,1.0,0,1,1,0,0,,0.453315526858655
17,0.37707943052361564,3272.6460835129105,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench/N0_J0/output_120/pdbs/231.pdb,1.0,0,1,1,0,0,,0.4293431170054927
18,0.37569887040812594,3306.6113974852387,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench/N0_J0/output_120/pdbs/247.pdb,1.0,0,1,1,0,0,,0.4321344844580526
19,0.38167653318835937,3159.320644925049,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench/N0_J0/output_215/pdbs/251.pdb,1.0,0,1,1,0,0,,0.44901766068503735
20,0.37550499245898034,3299.412624390842,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench/N0_J0/output_120/pdbs/290.pdb,1.0,0,1,1,0,0,,0.4325467863627773
21,0.37635506726192297,3312.286171454825,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench/N0_J0/output_215/pdbs/276.pdb,1.0,0,1,1,0,0,,0.4504661183514545
22,0.37357842532141267,3242.89084834767,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench/N0_J0/output_120/pdbs/291.pdb,1.0,0,1,1,0,0,,0.432335714764486
23,0.3732324737100103,3211.0380178459836,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench/N0_J0/output_51/pdbs/287.pdb,1.0,0,1,1,0,0,,0.4327843301745063
24,0.3796282267973147,3271.1643367229863,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench/N0_J0/output_51/pdbs/246.pdb,1.0,0,1,1,0,0,,0.4397773973379261
25,0.3775179242695207,3256.6499982341898,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench/N0_J0/output_120/pdbs/279.pdb,1.0,0,1,1,0,0,,0.4282586459753752
26,0.37693237720095446,3244.3425145836613,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench/N0_J0/output_215/pdbs/281.pdb,1.0,0,1,1,0,0,,0.4542317396850069
27,0.377333315182047,3251.219029709329,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench/N0_J0/output_51/pdbs/247.pdb,1.0,0,1,1,0,0,,0.435417454695151
28,0.3795012305133961,3228.8405144424405,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench/N0_J0/output_215/pdbs/234.pdb,1.0,0,1,1,0,0,,0.44645895400150465
29,0.3827811561515226,3278.980781244961,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench/N0_J0/output_51/pdbs/253.pdb,1.0,0,1,1,0,0,,0.4324214677007513
30,0.37589567690887293,3288.3924518459553,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench/N0_J0/output_51/pdbs/300.pdb,1.0,0,1,1,0,0,,0.43583145962648406
31,0.3782438357450348,3303.021630263379,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench/N0_J0/output_120/pdbs/278.pdb,1.0,0,1,1,0,0,,0.425625970959405
32,0.3734799185719386,3244.0421578885516,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench/N0_J0/output_51/pdbs/298.pdb,1.0,0,1,1,0,0,,0.432206163624171
33,0.3646153712786741,3275.2184322321446,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench/N0_J0/output_183/pdbs/293.pdb,1.0,0,1,1,0,0,,0.4442483036118071
34,0.3733823589536302,3307.4179559950735,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench/N0_J0/output_120/pdbs/296.pdb,1.0,0,1,1,0,0,,0.4275212173338918
35,0.37919177006066235,3266.3830282161434,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench/N0_J0/output_51/pdbs/258.pdb,1.0,0,1,1,0,0,,0.4351609429216402
36,0.3731545865009562,3438.12387864681,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench/N0_J0/output_212/pdbs/212.pdb,1.0,0,1,1,0,0,,0.4515626341484097
37,0.37933136926007693,3308.609347754495,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench/N0_J0/output_215/pdbs/237.pdb,1.0,0,1,1,0,0,,0.4523248273336866
38,0.37608653753512006,3241.6033871638974,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench/N0_J0/output_51/pdbs/255.pdb,1.0,0,1,1,0,0,,0.43115573988101147
39,0.3784495566088031,3272.7437165464844,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench/N0_J0/output_215/pdbs/280.pdb,1.0,0,1,1,0,0,,0.4525951879883589
40,0.3740027650601637,3325.744766111823,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench/N0_J0/output_215/pdbs/122.pdb,1.0,0,1,1,0,0,,0.42618333749603854
41,0.37986592197005,3213.912790731552,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench/N0_J0/output_215/pdbs/291.pdb,1.0,0,1,1,0,0,,0.4458170281814161
42,0.3768562646997583,3339.2165436474515,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench/N0_J0/output_51/pdbs/257.pdb,1.0,0,1,1,0,0,,0.43371945478465695
43,0.3784884425576512,3261.166166256847,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench/N0_J0/output_120/pdbs/246.pdb,1.0,0,1,1,0,0,,0.43205666847526764
44,0.37817043601138844,3321.1640119768927,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench/N0_J0/output_120/pdbs/285.pdb,1.0,0,1,1,0,0,,0.4394297506183696
45,0.37671750414496297,3444.947227531102,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench/N0_J0/output_39/pdbs/255.pdb,1.0,0,1,1,0,0,,0.433247120018324
46,0.37200298041028107,3302.8333550024427,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench/N0_J0/output_120/pdbs/294.pdb,1.0,0,1,1,0,0,,0.42979673270637553
