,n,r_free_mean,r_free_std,ff_mean,ff_std,rmsd_mean,rmsd_std,n_out,j
36,0,0.3444498427824915,0.00286312816785858,1812.8428772218992,138.95247487119488,0.3839151211273116,0.011818926333354568,37.0,0
37,0,0.3443393842640004,0.0028268916802803978,1812.817435012411,137.42976282439074,0.3839586264209479,0.01185883859970581,38.0,0
38,0,0.3442847018764711,0.002823992239318506,1812.4763069933797,136.70676658955935,0.3840326367835902,0.011863802819849365,39.0,0
39,0,0.34424246884409027,0.0028094920015637828,1811.8537304928489,135.80641867183982,0.3840834380825689,0.011891136463272394,40.0,0
40,0,0.3441896739564338,0.0027867216476717945,1813.2741732719674,131.23172989367941,0.3840551844757941,0.011961486012841574,41.0,0
41,0,0.34412397154120844,0.002771368913885064,1811.8843269343326,130.96218427196683,0.3840457349598892,0.012009776807571674,42.0,0
42,0,0.34401712870326184,0.002747106113986974,1812.1515715681803,128.07689579433156,0.38420868003415987,0.012060541604254857,43.0,0
43,0,0.3439806931105801,0.0027394142550482793,1812.4508847800607,126.80171073756149,0.38421786418929144,0.012068112566177281,44.0,0
44,0,0.3439604673134472,0.002724639779082708,1814.2185564446988,125.30561409195025,0.38426516371778596,0.01203035585691995,45.0,0
45,0,0.34390632876763966,0.0027103771824824948,1814.8729501414996,122.9021649120409,0.3843703130533413,0.012032758462562076,46.0,0
46,0,0.34384846981454276,0.0026915687064710493,1815.3301667955755,121.22572457123027,0.38451149285611474,0.012029286789443996,47.0,0
47,0,0.3438009297851275,0.0026696436508486603,1817.281611211528,117.82783931308222,0.38446447705624653,0.012047888353261926,48.0,0
48,0,0.3438716426629097,0.002582994051654354,1825.2668912631884,116.0276321342959,0.3852034564238772,0.012212571426174379,49.0,0
49,0,0.34382791573528,0.0025726842688448023,1825.020950341417,114.6791047459708,0.3852560129121471,0.012237565046268023,50.0,0
50,0,0.34377475045877465,0.0025717907198761093,1823.3061536063701,115.59431299326283,0.38523019351890186,0.012206196488102424,51.0,0
51,0,0.34370782325673976,0.0025557280165161016,1821.1875289164473,116.31645817679853,0.3851674957366784,0.012260886999105672,52.0,0
52,0,0.3436776407662923,0.002549333495179002,1820.7904061546637,115.52251321685523,0.38509095210005656,0.012260214630557887,53.0,0
53,0,0.3436239935693422,0.0025527595415323063,1819.2330478780527,116.01311346936062,0.38495244347246416,0.012256742042642878,54.0,0
54,0,0.3435677315173862,0.002548490398945162,1820.6239324447592,113.2433810724394,0.3849316219809389,0.012184418731163039,55.0,0
55,0,0.34353042767128716,0.0025295677698489185,1821.1774221371727,110.86722469037086,0.3849250634649162,0.01219605244951529,56.0,0
56,0,0.3434841697109442,0.002512815714304783,1821.603746942903,107.18047489571043,0.38494537351481795,0.012232166860098068,57.0,0
57,0,0.34344060158270995,0.002507659208973438,1821.509230482962,106.98188712434882,0.3850068231431022,0.012231446781003375,58.0,0
58,0,0.343377045153236,0.0024997906722681834,1822.0186740273728,103.98412933712474,0.3849196860843179,0.012173916928749046,59.0,0
59,0,0.3433495762234251,0.0024934185386691374,1821.885026426445,102.81619664330233,0.3848467661698409,0.012139952559254208,60.0,0
60,0,0.3433210740355804,0.0024752614211015055,1821.5152353149042,101.53665837920424,0.3847255046240286,0.012176634964510031,61.0,0
61,0,0.3432871660747398,0.0024668985582243933,1821.685473114185,98.52788273971109,0.3847390811417718,0.012215325091437506,62.0,0
62,0,0.343255588731056,0.0024557328886106325,1820.0178018980941,99.16012160992909,0.3847541753082692,0.012269147467124965,63.0,0
63,0,0.34321942642600456,0.002436525328303709,1819.5324118841925,99.11898619782633,0.3847859516641667,0.012295853534451206,64.0,0
64,0,0.34319435376988683,0.0024246065355548836,1818.7826192812925,99.4914556236131,0.38469926604405924,0.012317297756257773,65.0,0
65,0,0.3431551796831112,0.0024086423644351274,1817.8204928840455,98.61496209796309,0.38469094326650116,0.012361827335706916,66.0,0
66,0,0.3431250150866177,0.002396015677973597,1818.0013751978424,97.41358277518174,0.38460646657332787,0.01233071873355091,67.0,0
67,0,0.3430904312318275,0.0023925268051185706,1817.5009676941372,97.49798618027539,0.38464612933428016,0.012332853668630416,68.0,0
68,0,0.34304806998691867,0.0023870645871282353,1817.5221718871949,95.07971608661522,0.3846374152271814,0.012291176203332225,69.0,0
69,0,0.34300922402040773,0.0023817750277047175,1817.2885782582732,95.26188120129977,0.384718000615648,0.01221652089381256,70.0,0
70,0,0.3429626474218218,0.002364082768408497,1816.837924408697,94.49394104493994,0.38482056486764243,0.012212898625543,71.0,0
71,0,0.3429212354940463,0.00235315312966818,1816.4534714624442,93.21220685457577,0.38474992956001874,0.012184599199772987,72.0,0
72,0,0.34287752164657914,0.0023382053601153745,1816.9316834478743,90.50399434857856,0.38473242528124185,0.012136694433948002,73.0,0
73,0,0.3428448251829893,0.0023283475937448893,1815.7042050855114,90.04426799490072,0.3846498407699503,0.012175121365242523,74.0,0
74,0,0.34281744415841287,0.002311907653034524,1815.646728708247,89.82509804485447,0.3847774857369012,0.012206398245020154,75.0,0
75,0,0.3427776185685335,0.002295737523781135,1814.3848355241632,88.45220293218,0.3847243742712968,0.012266012978895713,76.0,0
76,0,0.34272238498888924,0.0022734965045060726,1812.7809948687284,87.05511867484445,0.3847740305325889,0.012290211100836035,77.0,0
77,0,0.3426903120602727,0.0022494432763957126,1811.9084867622241,86.94478512631414,0.38476998875215185,0.012289548517967657,78.0,0
78,0,0.34265217367478695,0.002234612570162945,1811.5215983396092,84.62185377207861,0.3848726119213892,0.012281430978317822,79.0,0
79,0,0.34262544834279146,0.002212723663063863,1811.5794880820022,81.1404646981085,0.38471335215662067,0.012288420186314732,80.0,0
80,0,0.3425958953378641,0.002213269824934667,1810.8496205402366,80.98783150909766,0.3846132264067005,0.012196873118974142,81.0,0
81,0,0.34256567657233045,0.0021961946162872923,1811.4416638536136,79.47453962460793,0.38455375689144833,0.012218703888548746,82.0,0
82,0,0.34251152249998557,0.0021734862348970255,1811.039886753562,77.62867947700899,0.3845576179241336,0.012172106797937116,83.0,0
83,0,0.34247571749316796,0.0021650184977718384,1810.2163337785457,77.3603576235472,0.38451115706952416,0.012108518470952704,84.0,0
84,0,0.3424482430022713,0.002150168945759481,1810.7697081228262,74.87083506086988,0.3845420819390266,0.012077034936353462,85.0,0
85,0,0.34243946468822617,0.0021450647545543234,1810.535630421331,74.89338918493948,0.3845158794613784,0.012102875919812845,86.0,0
86,0,0.3423977175403009,0.0021283550586180624,1809.0222194549342,73.92722697796417,0.3843675414524273,0.01208806710838435,87.0,0
87,0,0.34237061235794514,0.0021197010109516422,1808.4858928013216,73.58457588099691,0.38436883527557164,0.012060500527670182,88.0,0
88,0,0.342355568227895,0.002117087801003178,1808.5410585836078,73.76080070012017,0.3843459849946016,0.01201459967007189,89.0,0
89,0,0.34233670953982837,0.002108852359240142,1807.6381015112981,72.80505288934329,0.3842730887297003,0.012007773267620574,90.0,0
90,0,0.3423123928343582,0.002100963018674994,1807.613187418919,71.59435955980105,0.3841256945219144,0.011932551921917106,91.0,0
91,0,0.34230229330003903,0.002097292093292601,1807.4510443901634,71.6349792636513,0.3841023842811822,0.01192533279954883,92.0,0
92,0,0.34227794930569133,0.0020869718307723823,1807.1411929743808,71.65608105140174,0.38412852379136253,0.011901532594640574,93.0,0
93,0,0.3422467583533968,0.0020763166909128585,1806.6454299570619,71.74882080291681,0.3841170779704209,0.011837476477075703,94.0,0
94,0,0.34222392527558976,0.00205920179504469,1807.0016766510812,71.52651553482133,0.38407523745858363,0.011822343855875191,95.0,0
95,0,0.3421807465240074,0.0020407179007795834,1806.1508692105426,69.27043673410412,0.38387482726500405,0.011764290163284652,96.0,0
96,0,0.342080205695817,0.0020126077634066994,1807.8148828940195,69.5209132211139,0.38428727885305725,0.011389997434291015,97.0,0
97,0,0.34206073255267877,0.002000944000795446,1806.989307954505,68.60031228602996,0.3842704755830514,0.011364611332776746,98.0,0
98,0,0.34203663735996936,0.001985273170068046,1807.5454830877425,67.4511715842281,0.38420569565158913,0.011305049771562,99.0,0
99,0,0.3420075630081479,0.001964479390565473,1806.6534262690698,67.32472858927889,0.3840875131241506,0.01129187519190916,100.0,0
100,0,0.34197322095381666,0.0019446891381374879,1805.9389609149976,67.11480390622198,0.3840709317915706,0.011242971779795838,101.0,0
101,0,0.3419681661626969,0.0019362451403865208,1805.5366399242173,66.58126787255875,0.3840808200915963,0.011268443591488465,102.0,0
102,0,0.3419505529515776,0.0019270672109760953,1804.9905944663922,66.5016323132975,0.38403203129910857,0.011248055990897732,103.0,0
103,0,0.34191771803566967,0.0019071303297019608,1804.4215360494165,66.15738622574408,0.3839980174614748,0.011210174109195364,104.0,0
104,0,0.3419002477121712,0.0018876268364459226,1803.3625153539792,64.52182995648405,0.38409832868821064,0.011295785769155969,105.0,0
105,0,0.34187779298282917,0.0018805449242390085,1803.012426084093,64.16606372599428,0.38401395810830075,0.011191431910559267,106.0,0
106,0,0.34186705144612645,0.0018728118348553028,1802.3999236399677,63.27553881906432,0.38404565613219876,0.011196308213313485,107.0,0
107,0,0.34185778607494244,0.001869238778956849,1801.9481062009995,63.370094176535616,0.3839841082981766,0.01118459794344892,108.0,0
108,0,0.34183311262220334,0.0018581821410138192,1801.598954277356,63.491129013565185,0.38399266892646156,0.011101606879567554,109.0,0
109,0,0.3418202983147114,0.0018470717693275865,1801.4087924496769,63.49734060986772,0.38398941831790895,0.01111287663945133,110.0,0
110,0,0.3417919617493887,0.0018266387303796094,1800.6477552064125,63.388185322894294,0.38382125438942677,0.011080930622806451,111.0,0
111,0,0.34177545973424994,0.001818586574137071,1800.1957617664295,63.07833151445214,0.3838394113413836,0.011031210585843266,112.0,0
112,0,0.3417576780630258,0.001811923346791438,1799.8683422996198,63.49965017921989,0.3837848254357346,0.010966218399007218,113.0,0
113,0,0.34174987541804275,0.0018073547305078423,1799.5746699086433,63.09036840248788,0.3837555905143699,0.010947713473813939,114.0,0
114,0,0.34172601180351897,0.0017877818713563913,1798.9020774316143,62.60636457474169,0.383787929692513,0.010949085570147576,115.0,0
115,0,0.3417074235352493,0.001779283265693172,1798.1858936756728,62.217333625737496,0.38366966615406856,0.010886493711130868,116.0,0
116,0,0.3416753450440768,0.0017633788270902974,1797.9398343264618,62.31041386599161,0.38363889729472184,0.010741099217173571,117.0,0
117,0,0.34167158761470795,0.001761873623538474,1797.5599128524314,61.90708519114742,0.3836101828200765,0.010733825901825998,118.0,0
118,0,0.34164381499116064,0.0017422137485106444,1796.9563996200404,61.87111283501113,0.38348614714599627,0.010674203055532176,119.0,0
119,0,0.34162782216175397,0.0017308684602733856,1796.40860036241,61.53757755611633,0.38336119368365873,0.010627984059434584,120.0,0
120,0,0.3416109263329055,0.0017199794375405092,1795.9895807586859,61.44612376956896,0.38335699840591553,0.010580682289937493,121.0,0
121,0,0.341585737378575,0.001700516584992594,1795.343340056814,61.432330768849695,0.38327320890697486,0.010535438521472082,122.0,0
122,0,0.3415524883049282,0.0016763804431947167,1794.2520581945694,60.964260573884644,0.38328722158209183,0.01046826002113683,123.0,0
123,0,0.34153944653730695,0.0016702623195303937,1793.9318508835495,60.96221167941023,0.38319241119602965,0.010396262037029215,124.0,0
124,0,0.34153026164976147,0.0016651744181863277,1793.9765552778533,60.9821699605325,0.38318181534647594,0.010338877444251217,125.0,0
125,0,0.3415144547818531,0.0016532932590208444,1793.4807891662049,61.04508327467988,0.3831899797339723,0.010308402179430009,126.0,0
126,0,0.34150372432815845,0.0016447904715556187,1793.2444560747379,60.9320588319067,0.3831179549564498,0.010250463778070163,127.0,0
127,0,0.341482137456099,0.0016271828827028757,1792.7501991759023,60.767893976277634,0.383067782735488,0.01019235572257297,128.0,0
128,0,0.34145159409887205,0.0015931062553403849,1791.9595648040804,59.85882004580102,0.3830258128737037,0.010164153011293,129.0,0
129,0,0.3414402620986954,0.0015857265395160447,1791.3605572922438,59.38426100629193,0.3829468278219876,0.01012168748707698,130.0,0
130,0,0.3414175547428618,0.0015645867987198704,1790.9299390003716,59.54489850152603,0.3829194747012159,0.01007525944602522,131.0,0
131,0,0.34140307854623286,0.0015469166341454156,1790.3505535946556,59.20083121255213,0.3829417798000489,0.010094241751333489,132.0,0
132,0,0.34139725348150646,0.0015396931170257172,1790.3784144975812,59.20712532523447,0.3829699929914077,0.010089402184247333,133.0,0
133,0,0.34138551295007563,0.0015335490223616175,1789.6501737515125,59.17034500428166,0.382847988103301,0.010036087545915359,134.0,0
134,0,0.34136863274671336,0.0015256361297009372,1788.8803883166945,59.1603146865184,0.38271590781235987,0.009933746660190514,135.0,0
135,0,0.3413592082451259,0.0015147021880395164,1788.2657257178148,58.68977274831832,0.38273892984579133,0.009951365509206382,136.0,0
136,0,0.34135215627540066,0.0015091033076185542,1788.3650697642643,58.9100630634467,0.38273365903747447,0.009914493764980175,137.0,0
137,0,0.3413424835527659,0.0015006941327970179,1787.9856857526286,58.892742391393405,0.3827011300081395,0.0098885028235228,138.0,0
138,0,0.3413366187494027,0.0014946631890611582,1787.487799514006,58.376430388346506,0.382666684765415,0.009888471815487347,139.0,0
139,0,0.34131961045484,0.0014761535124251418,1786.6963840865576,57.815932157068175,0.3826159639059609,0.009872100764190516,140.0,0
140,0,0.3413017282585051,0.0014547967729530806,1785.6688959277737,56.69579807246236,0.3825408222057136,0.009868742174802766,141.0,0
141,0,0.3412884280736778,0.0014393330711359534,1785.4626610241862,56.21771217303992,0.38257426488186486,0.00983951440553765,142.0,0
142,0,0.34127958029201105,0.0014332806790219438,1784.8359358115754,56.12753846395063,0.3824800259434251,0.009803574496707837,143.0,0
143,0,0.34127106553060366,0.0014239354659465703,1784.4733274631558,55.86324617980053,0.3824174467020182,0.009780908247207353,144.0,0
144,0,0.34116897170991944,0.0013218759845181132,1779.6533339719458,50.64406454221623,0.38194977515682094,0.00939642307225825,145.0,0
145,0,0.3411577684971157,0.001309738324327482,1779.4057303806237,50.610110744710816,0.3818934376441586,0.009344117525692298,146.0,0
146,0,0.34114618827589194,0.0013013233329023366,1779.0420014560307,50.47782423032508,0.3817589015296761,0.009235977722407154,147.0,0
147,0,0.3411394985315608,0.0012898406037506638,1778.7914564183832,49.87542225421562,0.3817861661960564,0.009247265290937362,148.0,0
148,0,0.3411290404331563,0.0012808153805884375,1778.4285216378823,49.80576717155965,0.38173160198513356,0.009177854360062306,149.0,0
149,0,0.3411139097358756,0.0012662807407261933,1777.9056831437958,49.71456918599963,0.3816780054626219,0.009092585049303277,150.0,0
150,0,0.34110408824290056,0.0012566644911404085,1777.7465679506977,49.696278968824835,0.38164542543238367,0.009023261435962748,151.0,0
151,0,0.341100558887707,0.0012548547787706306,1777.4412328298376,49.60935709134261,0.38159567530203226,0.008992955747581003,152.0,0
152,0,0.3410831628239242,0.0012362265339862161,1777.0630315989333,49.50670812325541,0.3815128246947233,0.008876813055304501,153.0,0
153,0,0.3410676742587306,0.0012142712889307127,1776.6691752809859,49.446073637620124,0.38153198117256193,0.0088439601152476,154.0,0
154,0,0.3410554178668791,0.0011980098803022663,1776.3325187388311,49.30491213178221,0.3814592059680875,0.008780440579905404,155.0,0
155,0,0.34104575436641177,0.001186181261557717,1775.9108015179588,49.22244501246607,0.3814501492545673,0.00874811547438928,156.0,0
156,0,0.34104108176753545,0.0011801456504445648,1775.750897804373,49.19644974233574,0.38145111694297834,0.008732520535619572,157.0,0
157,0,0.3410307632173039,0.0011657614256893201,1775.210027414572,48.979186207416475,0.381373131417144,0.00869370103059074,158.0,0
158,0,0.3410093311600743,0.0011380585812220338,1774.8757420574843,48.899218938736716,0.3813132326789307,0.008558345451437473,159.0,0
159,0,0.3410048708364485,0.0011334156978486125,1774.3845514167745,48.539475332767914,0.3812746462000578,0.008541363130608706,160.0,0
160,0,0.3410027726846215,0.0011295204206132595,1774.224253442945,48.50752782672123,0.3812923877477935,0.00855492283961883,161.0,0
161,0,0.3409879510678881,0.0011099259268644653,1773.8456579517967,48.37683936079086,0.3812263109998093,0.00845974667394591,162.0,0
162,0,0.34097749296948365,0.0010979822505932872,1773.4827231712957,48.26784934601214,0.38117174678888655,0.008380173802902312,163.0,0
163,0,0.34096556410251433,0.0010801865650173945,1773.205643213605,48.16956008940249,0.3811334359905692,0.008314465192961753,164.0,0
164,0,0.3409619793831977,0.001069867983949745,1772.725326782291,47.19577066935769,0.38114891243933235,0.00835944796775215,165.0,0
165,0,0.3409558755809548,0.0010644207474064706,1772.420385921675,47.07226268972121,0.38108238844965625,0.008293033255104377,166.0,0
166,0,0.3409508754571964,0.0010560228592915864,1772.200905623625,46.96172966091731,0.38104889173191026,0.008271886510959581,167.0,0
167,0,0.34093945322848024,0.0010419513477527152,1771.5745746712582,46.67661597989451,0.3809378789341459,0.008180172116119327,168.0,0
168,0,0.34092316084318197,0.0010137096952396458,1771.2818340029198,46.53694040026205,0.3808880555987671,0.00809357310513179,169.0,0
169,0,0.3409178516388762,0.0010062149151082436,1770.9181107019317,46.40236572306391,0.38086703910649367,0.00807256428159782,170.0,0
170,0,0.340908188138409,0.000990761335911895,1770.496393481059,46.26540369606081,0.3808579823929735,0.008036725420548183,171.0,0
171,0,0.3408898215409958,0.0009525326840423295,1770.1632287001444,45.927826082528235,0.38087004052783585,0.007988884819558034,172.0,0
172,0,0.34087016933287845,0.0009202975205162471,1769.887331523185,45.80631846449654,0.38078140815154454,0.007819326079154466,173.0,0
173,0,0.34085421369462976,0.0008900761646343304,1769.6118342300738,45.75754354028815,0.3807895215381376,0.007738168955453781,174.0,0
174,0,0.34084794036001237,0.0008796661135750792,1768.9847147572186,45.42792057729467,0.3807120564590225,0.0077045741322971355,175.0,0
175,0,0.3408328096627316,0.0008533960782249889,1768.4618762631326,45.218853836017075,0.3806584599365108,0.0075956083755599835,176.0,0
176,0,0.34082378276769376,0.0008340338185479041,1768.243978629662,45.162182664222634,0.38067138740367523,0.00756239571509015,177.0,0
177,0,0.3408165357217681,0.0008200369650280798,1768.0844691763202,45.1073290036409,0.3806555812327616,0.007509582916070199,178.0,0
178,0,0.3408104319195252,0.0008118245683319828,1767.779528315704,44.9466116773389,0.38058905724308556,0.007431166065824345,179.0,0
179,0,0.34080432811728223,0.0008034818745178476,1767.474587455088,44.78324122757691,0.3805225332534094,0.007351310885820314,180.0,0
180,0,0.34079708107135653,0.0007887644507199735,1767.315078001746,44.725178941644394,0.3805067270824958,0.007296648047796959,181.0,0
181,0,0.34079323341344814,0.0007845394967800841,1766.9078330871848,44.50031014746639,0.380445984861802,0.007248333998728594,182.0,0
182,0,0.3407832423880987,0.0007612085145780933,1766.4265392818481,44.23568719908665,0.3804024637421248,0.00719933514189881,183.0,0
183,0,0.3407822874799545,0.0007613233887843869,1766.120809900745,44.058950480267974,0.38036948747109794,0.007189979781250715,184.0,0
184,0,0.3407700403102705,0.0007322871260217229,1765.7418201493529,43.84441842820032,0.3803201845824384,0.007105713151905625,185.0,0
185,0,0.3407639365080275,0.0007226861995902023,1765.4368792887367,43.66269643433736,0.3802536605927622,0.007019610322167703,186.0,0
186,0,0.34075815100849927,0.0007128739083522372,1765.233848221822,43.5404073489063,0.3801981286934284,0.006935342152145263,187.0,0
187,0,0.3407464196992358,0.000690763632314572,1764.4632742665167,43.09137228743603,0.38009959612113653,0.006814985424560971,188.0,0
188,0,0.34074514648837684,0.0006908642586591002,1764.0556350917118,42.830102455224335,0.3800556277597675,0.006799810306617735,189.0,0
189,0,0.34074450988294736,0.0006909136864871421,1763.8518155043096,42.69740863808587,0.3800336435790829,0.006792103299265025,190.0,0
190,0,0.34073583163365506,0.0006751816342124904,1763.5472689039373,42.497957067494966,0.3799503457300822,0.006658060005316657,191.0,0
191,0,0.3407296974883814,0.0006547363981908635,1763.4308868039238,42.47989595483086,0.37999103914691346,0.006666815260006217,192.0,0
192,0,0.3407472989229464,0.0007029026787631109,1764.1472481661935,42.5884986536213,0.37997480872802936,0.006713486165586,193.0,0
193,0,0.3407265407186451,0.000654488121053089,1763.1587765774175,42.02221785481517,0.3798892036229019,0.006548948705778832,194.0,0
194,0,0.3407183295424078,0.0006332388552974631,1762.735870952209,41.709307732534434,0.37981694886514666,0.006464667893963792,195.0,0
195,0,0.3407128903709258,0.0006275427578669719,1761.8190770691424,41.055869258490496,0.37970124619274154,0.0063803447560488846,196.0,0
196,0,0.34070033412069434,0.0005929605898986973,1761.2958443148123,40.73175861950704,0.3796644235295545,0.006284262593386289,197.0,0
197,0,0.3406939120157367,0.0005803309923389854,1760.8889936604949,40.424917077995076,0.3795869074495361,0.006174638442422321,198.0,0
198,0,0.3406918138639097,0.0005715456407727266,1760.7286956866653,40.33295042411936,0.3796046489972718,0.006198214803696729,199.0,0
199,0,0.34068892111414556,0.0005649888981472304,1760.627180153208,40.25505302286711,0.3795768830476049,0.00614773272843401,200.0,0
200,0,0.340684566817984,0.0005491810845287932,1760.5691862333233,40.24174150571351,0.3795888428263582,0.006130917653609564,201.0,0
201,0,0.34068103746279044,0.0005423038409183807,1760.2638511124637,40.00345249145752,0.3795390926960067,0.006069392630741752,202.0,0
202,0,0.34067655319945256,0.0005352897365372082,1759.6527866105005,39.5146601898607,0.3794563662946285,0.005990585321364429,203.0,0
203,0,0.34066787495016027,0.0005136770668073312,1759.3482400101282,39.266505070787346,0.3793730684456277,0.005829925933227046,204.0,0
204,0,0.34066049793705827,0.00049856927307153,1758.6356599747073,38.66768221352683,0.37926257609458247,0.0056894155834518985,205.0,0
205,0,0.34065601367372045,0.0004907430661088204,1758.0245954727443,38.135704357423066,0.3791798496932042,0.005601186019135196,206.0,0
206,0,0.34065248431852685,0.00048282584937893875,1757.7192603518845,37.86365662222245,0.3791300995628527,0.005530096339878891,207.0,0
207,0,0.3406486366606185,0.0004747219675112722,1757.3120154373235,37.4936897195547,0.37906935734215896,0.005450871464896694,208.0,0
208,0,0.34064447069999537,0.00046641381351968916,1756.8028607290612,37.0195051467118,0.378997623031123,0.00536277738793437,209.0,0
209,0,0.3406431974891364,0.0004662845359438343,1756.3952215542563,36.62990175678729,0.3789536546697539,0.005334404491549642,210.0,0
210,0,0.340636457081464,0.000449259895707964,1755.8864611062377,36.13241554714899,0.37886514649939335,0.005186684589776031,211.0,0
211,0,0.34063388263441463,0.00044056645754268623,1755.8868553664815,36.13336118940356,0.3788483726400687,0.005129929646761923,212.0,0
212,0,0.34062520438512234,0.0004131430972819673,1755.5823087661088,35.82982051703161,0.378765074791068,0.004931106665631076,213.0,0
213,0,0.34062135672721405,0.00040338249433758447,1755.175063851548,35.414062022471136,0.3787043325703743,0.004837509929273678,214.0,0
214,0,0.34062008351635503,0.0004031600201335817,1754.767424676743,34.98763528425584,0.3786603642090052,0.004803353128890023,215.0,0
215,0,0.3406117235697775,0.0003727433434382336,1754.5647878700718,34.77366177897439,0.3785880584503467,0.004596197735518236,216.0,0
216,0,0.34061045035891846,0.0003724696431822367,1754.1571486952673,34.33203813606456,0.37854409008897755,0.004559112613648034,217.0,0
217,0,0.34060692100372486,0.0003615301657447732,1753.8518135744075,33.99487687706117,0.3784943399586261,0.004464407047407969,218.0,0
218,0,0.3406066027010101,0.0003614558287085308,1753.7499037807063,33.880788285433326,0.37848334786828375,0.0044546998764031405,219.0,0
