,r_free,ff,rmsd,pdb,w_0,cif_name,n,N,j,J,cifs,out_dir_id,w_1
3105,0.3413343398961965,3204.115527256492,0.3834854955067327,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench/N0_J12/output_197/pdbs/267.pdb,1.0,0,0,1,12,1,0,197,
3106,0.3443922729650419,3190.5127154909237,0.3723895827981632,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench/N0_J12/output_201/pdbs/223.pdb,1.0,0,0,1,12,1,0,201,
3107,0.3482525689902239,3255.7460470655087,0.3777519463437353,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench/N0_J12/output_178/pdbs/97.pdb,1.0,0,0,1,12,1,0,178,
3108,0.3456825078986072,3089.0321049536933,0.3793333233646073,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench/N0_J12/output_181/pdbs/241.pdb,1.0,0,0,1,12,1,0,181,
3109,0.3444100388004545,3284.2653904722424,0.3823394660237535,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench/N0_J12/output_179/pdbs/251.pdb,1.0,0,0,1,12,1,0,179,
3110,0.3444816767432377,3120.446294585641,0.3750142688249044,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench/N0_J12/output_162/pdbs/210.pdb,1.0,0,0,1,12,1,0,162,
3111,0.3412985543850589,3243.693494285938,0.3758895113203255,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench/N0_J12/output_241/pdbs/171.pdb,1.0,0,0,1,12,1,0,241,
3112,0.3443121010471133,3168.1878749662637,0.3769005674947485,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench/N0_J12/output_240/pdbs/226.pdb,1.0,0,0,1,12,1,0,240,
3113,0.3437959352405955,3196.3462103315096,0.3837606059285613,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench/N0_J12/output_244/pdbs/194.pdb,1.0,0,0,1,12,1,0,244,
3114,0.3412530718620439,3233.664187044097,0.3689570549313568,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench/N0_J12/output_245/pdbs/208.pdb,1.0,0,0,1,12,1,0,245,
3115,0.343042715287267,3223.3911547043604,0.374945344689499,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench/N0_J12/output_246/pdbs/232.pdb,1.0,0,0,1,12,1,0,246,
3116,0.3416394498985143,3160.479716411436,0.3746990792817618,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench/N0_J12/output_229/pdbs/260.pdb,1.0,0,0,1,12,1,0,229,
3117,0.3458307104439905,3293.069577969874,0.3681536028117283,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench/N0_J12/output_163/pdbs/215.pdb,1.0,0,0,1,12,1,0,163,
3118,0.3415924247759173,3222.6168226346226,0.3803839927188584,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench/N0_J12/output_239/pdbs/271.pdb,1.0,0,0,1,12,1,0,239,
3119,0.3449814146853574,3277.254512482865,0.384903306428296,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench/N0_J12/output_110/pdbs/154.pdb,1.0,0,0,1,12,1,0,110,
3120,0.3472105270640769,3159.695635095227,0.3899431413006945,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench/N0_J12/output_160/pdbs/235.pdb,1.0,0,0,1,12,1,0,160,
3121,0.345575382763397,3221.6752600604414,0.3910365796612401,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench/N0_J12/output_161/pdbs/119.pdb,1.0,0,0,1,12,1,0,161,
3122,0.3411305358110493,3209.5326955420646,0.3727646547368117,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench/N0_J12/output_159/pdbs/295.pdb,1.0,0,0,1,12,1,0,159,
3123,0.3445257949681688,3178.3019700809546,0.3780445033443804,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench/N0_J12/output_224/pdbs/253.pdb,1.0,0,0,1,12,1,0,224,
3124,0.3393616673013064,3216.146935234023,0.3717282834241202,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench/N0_J12/output_236/pdbs/285.pdb,1.0,0,0,1,12,1,0,236,
