,N,J,w_xray,r_free,w_0_0,ff,pdb,cif_0,r_free_1,cif_1,w_1_0
10,1.0,1.0,32.0,0.4452588613445238,1.0,8223.735167677884,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/186_w_xray_bench_ref_10000/10/output_0/pdbs/11.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/0/0.cif,,,
11,1.0,2.0,0.03125,0.4178000930836761,1.0,1076.0456145432493,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/186_w_xray_bench_ref_10000/11/output_1/pdbs/231.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/0/0.cif,0.4427363198726904,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/0/1.cif,
12,1.0,2.0,0.0625,0.3688323217915806,1.0,1039.8398456978398,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/186_w_xray_bench_ref_10000/12/output_3/pdbs/258.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/0/0.cif,0.3858308920031946,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/0/1.cif,
13,1.0,2.0,0.125,0.3351208699943676,1.0,1169.9217191015748,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/186_w_xray_bench_ref_10000/13/output_1/pdbs/246.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/0/0.cif,0.33199057645692,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/0/1.cif,
14,1.0,2.0,0.25,0.3078754323173647,1.0,1877.711670977526,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/186_w_xray_bench_ref_10000/14/output_1/pdbs/239.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/0/0.cif,0.3158182500600129,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/0/1.cif,
15,1.0,2.0,0.5,0.3092257394562553,1.0,3891.8823595596295,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/186_w_xray_bench_ref_10000/15/output_2/pdbs/233.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/0/0.cif,0.3083755401388265,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/0/1.cif,
16,1.0,2.0,1.0,0.3297265775248547,1.0,213127.15127324883,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/186_w_xray_bench_ref_10000/16/output_0/pdbs/13.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/0/0.cif,0.322248932707452,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/0/1.cif,
17,1.0,2.0,2.0,0.3193009776208867,1.0,12380102.446313612,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/186_w_xray_bench_ref_10000/17/output_0/pdbs/246.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/0/0.cif,0.4715384772998609,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/0/1.cif,
18,1.0,2.0,4.0,0.3255727057222608,1.0,4303658.835798334,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/186_w_xray_bench_ref_10000/18/output_4/pdbs/41.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/0/0.cif,0.4748555767541479,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/0/1.cif,
19,1.0,2.0,8.0,0.3294988633670346,1.0,353714326.7727492,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/186_w_xray_bench_ref_10000/19/output_1/pdbs/30.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/0/0.cif,0.4829097164294641,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/0/1.cif,
20,1.0,2.0,16.0,0.3313559549552308,1.0,1.897622775622718e+19,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/186_w_xray_bench_ref_10000/20/output_2/pdbs/26.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/0/0.cif,0.4847451032982098,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/0/1.cif,
21,1.0,2.0,32.0,0.3298119405869766,1.0,1099994298113104.2,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/186_w_xray_bench_ref_10000/21/output_2/pdbs/19.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/0/0.cif,0.477030288021157,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/0/1.cif,
22,1.0,1.0,0.03125,0.4784042911549719,1.0,724.4937854172078,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/186_w_xray_bench_ref_10000/22/output_4/pdbs/88.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/1/0.cif,,,
23,1.0,1.0,0.0625,0.4439910166423969,1.0,1098.780161538193,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/186_w_xray_bench_ref_10000/23/output_3/pdbs/276.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/1/0.cif,,,
24,1.0,1.0,0.125,0.3613703806041681,1.0,1120.7130297084325,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/186_w_xray_bench_ref_10000/24/output_2/pdbs/264.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/1/0.cif,,,
25,1.0,1.0,0.25,0.2784291303196956,1.0,1523.4124329225865,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/186_w_xray_bench_ref_10000/25/output_4/pdbs/269.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/1/0.cif,,,
26,1.0,1.0,0.5,0.2363549218943059,1.0,3981.376216125724,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/186_w_xray_bench_ref_10000/26/output_3/pdbs/185.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/1/0.cif,,,
27,1.0,1.0,1.0,0.2409645796672034,1.0,14702.189187595224,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/186_w_xray_bench_ref_10000/27/output_0/pdbs/279.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/1/0.cif,,,
28,1.0,1.0,2.0,0.4648823221493,1.0,8826.680096929775,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/186_w_xray_bench_ref_10000/28/output_2/pdbs/20.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/1/0.cif,,,
29,1.0,1.0,4.0,0.4776772894397453,1.0,9973.387047528917,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/186_w_xray_bench_ref_10000/29/output_1/pdbs/19.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/1/0.cif,,,
30,1.0,1.0,8.0,0.484902151783056,1.0,6249.723926224588,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/186_w_xray_bench_ref_10000/30/output_1/pdbs/11.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/1/0.cif,,,
31,1.0,1.0,16.0,0.488522982072649,1.0,7742.861550780883,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/186_w_xray_bench_ref_10000/31/output_1/pdbs/14.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/1/0.cif,,,
32,1.0,1.0,32.0,0.4908573691379053,1.0,6746.3325292843965,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/186_w_xray_bench_ref_10000/32/output_3/pdbs/10.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/1/0.cif,,,
33,1.0,2.0,0.03125,0.4253277398093679,1.0,1052.477372970788,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/186_w_xray_bench_ref_10000/33/output_3/pdbs/288.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/1/0.cif,0.4261657973057905,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/1/1.cif,
34,1.0,2.0,0.0625,0.3476900172866604,1.0,1083.969180068667,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/186_w_xray_bench_ref_10000/34/output_4/pdbs/300.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/1/0.cif,0.3516318873407221,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/1/1.cif,
35,1.0,2.0,0.125,0.2650605990545313,1.0,1402.3978117728573,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/186_w_xray_bench_ref_10000/35/output_3/pdbs/279.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/1/0.cif,0.2891087990154218,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/1/1.cif,
36,1.0,2.0,0.25,0.2211723780597982,1.0,2359.26407366505,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/186_w_xray_bench_ref_10000/36/output_4/pdbs/253.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/1/0.cif,0.2493126239143952,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/1/1.cif,
37,1.0,2.0,0.5,0.2022407023944287,1.0,4552.074258183481,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/186_w_xray_bench_ref_10000/37/output_3/pdbs/285.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/1/0.cif,0.2350614687427802,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/1/1.cif,
38,1.0,2.0,1.0,0.352440042986261,1.0,161705.28076879523,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/186_w_xray_bench_ref_10000/38/output_0/pdbs/37.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/1/0.cif,0.3495044770101277,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/1/1.cif,
39,1.0,2.0,2.0,0.3237734571295878,1.0,2062644.628040373,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/186_w_xray_bench_ref_10000/39/output_0/pdbs/100.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/1/0.cif,0.4612631082789868,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/1/1.cif,
40,1.0,2.0,4.0,0.3440373708861572,1.0,2219582.8604103765,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/186_w_xray_bench_ref_10000/40/output_1/pdbs/39.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/1/0.cif,0.4888465835534578,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/1/1.cif,
41,1.0,2.0,8.0,0.3384923573232776,1.0,2314943.8650747323,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/186_w_xray_bench_ref_10000/41/output_4/pdbs/25.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/1/0.cif,0.4843456835237841,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/1/1.cif,
42,1.0,2.0,16.0,0.3424801106247429,1.0,20967852.424152546,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/186_w_xray_bench_ref_10000/42/output_0/pdbs/19.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/1/0.cif,0.4723376164087767,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/1/1.cif,
43,1.0,2.0,32.0,0.3420612486303848,1.0,11971212.422540404,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/186_w_xray_bench_ref_10000/43/output_2/pdbs/14.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/1/0.cif,0.4701217493975446,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/1/1.cif,
44,1.0,1.0,0.03125,0.4676407324141868,1.0,1182.5734607432948,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/186_w_xray_bench_ref_10000/44/output_4/pdbs/115.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/2/0.cif,,,
45,1.0,1.0,0.0625,0.4227443369669217,1.0,1028.4012683474111,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/186_w_xray_bench_ref_10000/45/output_2/pdbs/286.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/2/0.cif,,,
46,1.0,1.0,0.125,0.3822445980557836,1.0,1006.2777441096134,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/186_w_xray_bench_ref_10000/46/output_0/pdbs/202.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/2/0.cif,,,
47,1.0,1.0,0.25,0.3418286170813369,1.0,1081.5897565515345,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/186_w_xray_bench_ref_10000/47/output_0/pdbs/184.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/2/0.cif,,,
48,1.0,1.0,0.5,0.316354647340239,1.0,1722.9119877777114,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/186_w_xray_bench_ref_10000/48/output_2/pdbs/292.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/2/0.cif,,,
49,1.0,1.0,1.0,0.3311727765042672,1.0,7457.016235915131,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/186_w_xray_bench_ref_10000/49/output_1/pdbs/159.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/2/0.cif,,,
50,1.0,1.0,2.0,0.4432342967286072,1.0,7880.017494649856,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/186_w_xray_bench_ref_10000/50/output_0/pdbs/11.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/2/0.cif,,,
51,1.0,1.0,4.0,0.451013908037657,1.0,8272.537705117913,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/186_w_xray_bench_ref_10000/51/output_3/pdbs/10.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/2/0.cif,,,
52,1.0,1.0,8.0,0.4545307810961279,1.0,7911.981018787046,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/186_w_xray_bench_ref_10000/52/output_4/pdbs/10.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/2/0.cif,,,
53,1.0,1.0,16.0,0.4492719081012516,1.0,7874.979902784506,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/186_w_xray_bench_ref_10000/53/output_0/pdbs/11.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/2/0.cif,,,
54,1.0,1.0,32.0,0.4630228655560886,1.0,7161.275794893985,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/186_w_xray_bench_ref_10000/54/output_1/pdbs/10.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/2/0.cif,,,
55,1.0,2.0,0.03125,0.422985132764005,1.0,1128.6445375594085,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/186_w_xray_bench_ref_10000/55/output_4/pdbs/163.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/2/0.cif,0.4284663704144796,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/2/1.cif,
56,1.0,2.0,0.0625,0.361556408299194,1.0,1040.5878773656557,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/186_w_xray_bench_ref_10000/56/output_0/pdbs/219.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/2/0.cif,0.3759086607155942,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/2/1.cif,
57,1.0,2.0,0.125,0.3101938132201914,1.0,1137.0082261110467,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/186_w_xray_bench_ref_10000/57/output_3/pdbs/231.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/2/0.cif,0.3290638974277879,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/2/1.cif,
58,1.0,2.0,0.25,0.2895611038238734,1.0,1679.194073907403,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/186_w_xray_bench_ref_10000/58/output_0/pdbs/285.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/2/0.cif,0.3058683698978284,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/2/1.cif,
59,1.0,2.0,0.5,0.2729603938289535,1.0,7200.421395070407,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/186_w_xray_bench_ref_10000/59/output_4/pdbs/283.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/2/0.cif,0.2781551035872979,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/2/1.cif,
60,1.0,2.0,1.0,0.3979837606099772,1.0,18746.050357988228,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/186_w_xray_bench_ref_10000/60/output_2/pdbs/156.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/2/0.cif,0.4194338780112195,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/2/1.cif,
61,1.0,2.0,2.0,0.3161472687501828,1.0,10524717.30234214,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/186_w_xray_bench_ref_10000/61/output_3/pdbs/102.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/2/0.cif,0.457829067977109,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/2/1.cif,
62,1.0,2.0,4.0,0.3260664840183863,1.0,20716914.947929557,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/186_w_xray_bench_ref_10000/62/output_2/pdbs/25.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/2/0.cif,0.4696779371555443,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/2/1.cif,
63,1.0,2.0,8.0,0.3343899829924469,1.0,2447918.0995415165,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/186_w_xray_bench_ref_10000/63/output_2/pdbs/13.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/2/0.cif,0.4692596570043122,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/2/1.cif,
64,1.0,2.0,16.0,0.3352186318284834,1.0,8565927.153267747,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/186_w_xray_bench_ref_10000/64/output_1/pdbs/18.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/2/0.cif,0.4745584805475119,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/2/1.cif,
65,1.0,2.0,32.0,0.3300438460215143,1.0,2322826.7976818834,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/186_w_xray_bench_ref_10000/65/output_2/pdbs/11.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/2/0.cif,0.4693798364586865,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/2/1.cif,
66,1.0,1.0,0.03125,0.4528369616672876,1.0,1103.9763427989426,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/186_w_xray_bench_ref_10000/66/output_3/pdbs/34.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/3/0.cif,,,
67,1.0,1.0,0.0625,0.4180450107311391,1.0,1123.8687849873468,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/186_w_xray_bench_ref_10000/67/output_0/pdbs/74.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/3/0.cif,,,
68,1.0,1.0,0.125,0.3810668832759813,1.0,1104.3422659050352,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/186_w_xray_bench_ref_10000/68/output_1/pdbs/174.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/3/0.cif,,,
69,1.0,1.0,0.25,0.3339277401562245,1.0,1175.9168909846271,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/186_w_xray_bench_ref_10000/69/output_4/pdbs/203.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/3/0.cif,,,
70,1.0,1.0,0.5,0.3188990889629687,1.0,1858.6966873615224,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/186_w_xray_bench_ref_10000/70/output_2/pdbs/283.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/3/0.cif,,,
71,1.0,1.0,1.0,0.324739675258106,1.0,7792.494166864466,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/186_w_xray_bench_ref_10000/71/output_2/pdbs/243.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/3/0.cif,,,
72,1.0,1.0,2.0,0.4389961353385426,1.0,8310.892535724672,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/186_w_xray_bench_ref_10000/72/output_2/pdbs/19.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/3/0.cif,,,
73,1.0,1.0,4.0,0.4457216243649184,1.0,6940.132130710401,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/186_w_xray_bench_ref_10000/73/output_2/pdbs/19.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/3/0.cif,,,
74,1.0,1.0,8.0,0.4494152275994475,1.0,5960.271607015073,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/186_w_xray_bench_ref_10000/74/output_3/pdbs/10.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/3/0.cif,,,
75,1.0,1.0,16.0,0.4470603258189062,1.0,8929.804107237878,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/186_w_xray_bench_ref_10000/75/output_1/pdbs/10.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/3/0.cif,,,
76,1.0,1.0,32.0,0.4511110980566566,1.0,9076.736385851054,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/186_w_xray_bench_ref_10000/76/output_4/pdbs/13.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/3/0.cif,,,
