,r_free_7mhf,xray_7mhf,r_free_7mhg,xray_7mhg,r_free_7mhh,xray_7mhh,r_free_7mhi,xray_7mhi,r_free_7mhj,xray_7mhj,r_free_7mhk,xray_7mhk,pdb,ff,w_0_7mhf,w_0_7mhg,w_0_7mhh,w_0_7mhi,w_0_7mhj,w_0_7mhk
0,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,,,,,
3,,,,,,,0.2832764917655386,5.6800875057509765,,,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/166_N1/3/output_283/pdbs/27.pdb,2248.802686756221,,,,1.0,,
4,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,
8,0.4104090179353114,5.867331222831391,,,,,0.3005564205583771,5.784202342664672,,,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/166_N1/8/output_16/pdbs/1.pdb,8304.178911058312,1.0,,,1.0,,
9,,,,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,,,,,,,
12,,,0.3352472098705693,5.643664181878007,,,0.2929861862378457,5.748127699395924,,,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/166_N1/12/output_432/pdbs/108.pdb,4037.016017695263,,1.0,,1.0,,
13,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,
15,,,,,0.2793310642224727,6.085491312487697,0.2449122932086486,5.64275978202195,,,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/166_N1/15/output_47/pdbs/36.pdb,3762.866797031944,,,1.0,1.0,,
16,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,
18,,,,,,,0.2477865135107257,5.635324935168532,0.2768838788793455,5.756570800912118,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/166_N1/18/output_402/pdbs/17.pdb,3848.662880445218,,,,1.0,1.0,
19,,,,,,,0.2593155907910628,5.655673315962875,,,0.2919977291111379,5.712262648754895,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/166_N1/19/output_372/pdbs/243.pdb,3309.66702000692,,,,1.0,,1.0
20,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,
22,0.3948455048976141,5.81610763081714,0.3569305276976166,5.705274926525937,,,0.2974501019386161,5.762162966314599,,,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/166_N1/22/output_23/pdbs/2.pdb,7047.4989957366615,1.0,1.0,,1.0,,
23,,,,,,,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,,,,,,,
