,index,job_id,cif_name,w_0,pdb,r_free,ff,N,J,w_1,w_2,w_3,w_4,w_5,w_6,w_7,delta,job_cif_str
43039,4641,24,7mhg,0.2108299962770459,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/168_N4_ref_15/4641.pdb,0.339322508793496,3514.4367155318805,4,3,0.3220608121180067,0.3714395129446884,0.095669678660259,,,,,0.13432250879349603,"7mhf,7mhg,7mhk"
49699,11301,45,7mhg,0.3570756381036297,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/168_N4_ref_15/11301.pdb,0.3403625586572207,4603.635393033877,4,4,0.1832387628690362,0.3734168721772337,0.0862687268501003,,,,,0.13536255865722072,"7mhf,7mhg,7mhi,7mhk"
55663,17265,59,7mhg,0.1790600413999377,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/168_N4_ref_15/17265.pdb,0.3437756572985945,5837.6491533806,4,5,0.3021298037210502,0.433738410030614,0.085071744848398,,,,,0.1387756572985945,"7mhf,7mhg,7mhi,7mhj,7mhk"
57137,18739,62,7mhg,0.1595886491669546,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/168_N4_ref_15/18739.pdb,0.3512502433794023,8265.219357105969,4,6,0.3036506320554734,0.4342117967159445,0.1025489220616273,,,,,0.14625024337940232,"7mhf,7mhg,7mhh,7mhi,7mhj,7mhk"
38418,20,0,7mhf,0.2488416191665827,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/168_N4_ref_15/20.pdb,0.3595184576339826,2295.7657539550146,4,1,0.3405588850153425,0.3505509884730745,0.0600485073450003,,,,,0.1355184576339826,7mhf
39019,621,6,7mhf,0.3577848745016754,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/168_N4_ref_15/621.pdb,0.3503059341746695,2781.820219812721,4,2,0.2007417554716825,0.3661588617460259,0.075314508280616,,,,,0.12630593417466948,"7mhf,7mhg"
42087,3689,21,7mhf,0.1818660776238118,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/168_N4_ref_15/3689.pdb,0.3546871393559308,3813.4973879207255,4,3,0.2933791855393157,0.463761913147044,0.0609928236898283,,,,,0.13068713935593082,"7mhf,7mhg,7mhh"
50074,11676,46,7mhf,0.1186017163910646,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/168_N4_ref_15/11676.pdb,0.3604934416824856,5259.691281518433,4,4,0.4461046629439641,0.3827836750528686,0.0525099456121025,,,,,0.1364934416824856,"7mhf,7mhg,7mhj,7mhk"
55570,17172,59,7mhf,0.1926667950575127,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/168_N4_ref_15/17172.pdb,0.3626348103911077,6257.346360445712,4,5,0.5516696900557312,0.2013983395736094,0.0542651753131467,,,,,0.13863481039110767,"7mhf,7mhg,7mhi,7mhj,7mhk"
57096,18698,62,7mhf,0.0992644327297009,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/168_N4_ref_15/18698.pdb,0.3709363057387385,10349.470840210564,4,6,0.5060560615001165,0.3415778727183717,0.0531016330518108,,,,,0.14693630573873848,"7mhf,7mhg,7mhh,7mhi,7mhj,7mhk"
58101,503,5,7mhk,0.1058372180079457,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/169_N8_ref_15/503.pdb,0.2981282668922784,1725.5066112728664,8,1,0.094343514380601,0.2509214702684121,0.1631982743902949,0.1440603023159287,0.086453238991414,0.0204166948439241,0.1347692868014793,0.051128266892278396,7mhk
60922,3324,19,7mhk,0.1636293868241079,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/169_N8_ref_15/3324.pdb,0.2558678260306515,6800.200462875531,8,2,0.0750363081834674,0.1158219508838166,0.0654178001711825,0.2114835938754183,0.172948930497858,0.0497801484422454,0.1458818811219037,0.008867826030651504,"7mhi,7mhk"
66548,8950,38,7mhk,0.1908779460328561,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/169_N8_ref_15/8950.pdb,0.2442629293464527,8027.741927701038,8,3,0.1693952972218077,0.1456083035039132,0.0596220003832487,0.1379741148406262,0.1115792176235689,0.0507112097750333,0.1342319106189457,-0.0027370706535473077,"7mhh,7mhi,7mhk"
69180,11582,45,7mhk,0.1632931587890657,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/169_N8_ref_15/11582.pdb,0.2382949594675319,7689.7554258883965,8,4,0.1072435127799872,0.175128064568104,0.0522740261019353,0.2602074230168679,0.1318096471642935,0.0265956041214524,0.0834485634582937,-0.008705040532468095,"7mhf,7mhg,7mhi,7mhk"
76168,18570,61,7mhk,0.146966431902488,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/169_N8_ref_15/18570.pdb,0.2397757266212084,10733.630263065706,8,5,0.1126152355774356,0.1549171673611497,0.0598187781877369,0.1633178706909812,0.1452420284339964,0.0510163270758323,0.1661061607703795,-0.007224273378791585,"7mhg,7mhh,7mhi,7mhj,7mhk"
76794,19196,62,7mhk,0.136425107294725,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/169_N8_ref_15/19196.pdb,0.2526132976726711,11213.350293054096,8,6,0.1204219542177306,0.1695428934083038,0.0699711620277998,0.1439695723882436,0.1002420269613875,0.067883628617105,0.1915436550847044,0.005613297672671103,"7mhf,7mhg,7mhh,7mhi,7mhj,7mhk"
58007,409,4,7mhj,0.1845918277804275,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/169_N8_ref_15/409.pdb,0.2941769628653776,5239.235259644478,8,1,0.0438808655660772,0.1326209737870663,0.034637116452785,0.1946191295286586,0.226484438836077,0.0656113521090693,0.1175542959398388,0.0541769628653776,7mhj
60384,2786,16,7mhj,0.1570966093200833,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/169_N8_ref_15/2786.pdb,0.2233419313095763,6674.638250998021,8,2,0.1118122506111983,0.1431415201839596,0.0785999037858555,0.1778605316986583,0.1301216005978355,0.0490431181724628,0.1523244656299465,-0.01665806869042369,"7mhh,7mhj"
66277,8679,37,7mhj,0.1435334300759524,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/169_N8_ref_15/8679.pdb,0.207178283285747,7604.274715995951,8,3,0.1536655820859169,0.130817447545446,0.0650001047819523,0.1697637183089361,0.1626124144227956,0.0622318669171306,0.1123754358618699,-0.03282171671425299,"7mhh,7mhi,7mhj"
73047,15449,55,7mhj,0.1442232152218594,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/169_N8_ref_15/15449.pdb,0.2115690714789581,10268.882457262413,8,4,0.0954130891021017,0.1282936718313982,0.0734990317553266,0.1751213276002146,0.1516457356900673,0.0702131073040658,0.1615908214949661,-0.0284309285210419,"7mhh,7mhi,7mhj,7mhk"
76043,18445,61,7mhj,0.1317302809557249,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/169_N8_ref_15/18445.pdb,0.2121137901411772,13837.27934125077,8,5,0.1301770225212624,0.1340176029378431,0.0520391984824967,0.1315975634646083,0.1541426628599606,0.0650536773357448,0.2012419914423589,-0.027886209858822786,"7mhg,7mhh,7mhi,7mhj,7mhk"
76690,19092,62,7mhj,0.2076367041845855,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/169_N8_ref_15/19092.pdb,0.2333980443820483,13783.481115451628,8,6,0.1212783939524307,0.1402088734753545,0.0710850892509386,0.1283811408712233,0.1772453170120117,0.0612150202634259,0.0929494609900295,-0.0066019556179516825,"7mhf,7mhg,7mhh,7mhi,7mhj,7mhk"
57905,307,3,7mhi,0.109802765584766,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/169_N8_ref_15/307.pdb,0.2816534771596916,4689.288409818193,8,1,0.1916947228754585,0.1254614864748074,0.0210653756030496,0.2319891681292081,0.093031374777311,0.0282944008734598,0.1986607056819393,0.05365347715969157,7mhi
60606,3008,18,7mhi,0.1791014198160114,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/169_N8_ref_15/3008.pdb,0.2174067610698267,6682.212448589722,8,2,0.1258238762769089,0.2570323049477537,0.0504639244408533,0.1249405828543955,0.0715533370811307,0.0776477616750741,0.1134367929078719,-0.010593238930173304,"7mhi,7mhj"
66148,8550,37,7mhi,0.1467358775367549,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/169_N8_ref_15/8550.pdb,0.1999201327244706,7494.067642226485,8,3,0.1369305408022092,0.1746386356233847,0.0597816525434003,0.1341918855420162,0.159757691646983,0.0596547142171202,0.1283090020881313,-0.028079867275529413,"7mhh,7mhi,7mhj"
72904,15306,55,7mhi,0.1707090564501263,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/169_N8_ref_15/15306.pdb,0.1972230209153554,8967.167290597094,8,4,0.2154425789446468,0.135708096184682,0.0539801939285565,0.1220519934501554,0.1262063697376801,0.0563696183735114,0.1195320929306413,-0.030776979084644607,"7mhh,7mhi,7mhj,7mhk"
75924,18326,61,7mhi,0.1635618828599342,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/169_N8_ref_15/18326.pdb,0.2074890300624937,9923.747749931,8,5,0.1293144025493039,0.0955955744040965,0.0379251813981231,0.1475189414959984,0.1617772580789221,0.0674896599046954,0.1968170993089262,-0.020510969937506313,"7mhg,7mhh,7mhi,7mhj,7mhk"
76498,18900,62,7mhi,0.1377585374523633,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/169_N8_ref_15/18900.pdb,0.2170143929571444,11445.305001855397,8,6,0.1656403051109525,0.2015416612591021,0.050424073465319,0.1100214131437938,0.1807177076669381,0.0466768782282756,0.1072194236732553,-0.010985607042855616,"7mhf,7mhg,7mhh,7mhi,7mhj,7mhk"
57822,224,2,7mhh,0.0119071750404822,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/169_N8_ref_15/224.pdb,0.2903061986430953,1767.9447247690637,8,1,0.0396116008713834,0.2193415759157198,0.1230173116202513,0.0404678253377197,0.1603613190907195,0.1841680378266028,0.2211251542971211,0.03730619864309531,7mhh
60067,2469,15,7mhh,0.109669255099599,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/169_N8_ref_15/2469.pdb,0.2239315208404526,8625.030989841753,8,2,0.1756865522548717,0.1771389464026583,0.0509427401815782,0.1573947038663081,0.1219559217568066,0.0542898256691997,0.1529220547689782,-0.02906847915954741,"7mhh,7mhi"
66016,8418,37,7mhh,0.1975583297699482,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/169_N8_ref_15/8418.pdb,0.2151228782939055,11124.902705012268,8,3,0.0821395788646154,0.2264696417948678,0.0556151760116995,0.1399140486223102,0.1058223770286914,0.0882895633756716,0.1041912845321955,-0.0378771217060945,"7mhh,7mhi,7mhj"
72805,15207,55,7mhh,0.1169669303863486,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/169_N8_ref_15/15207.pdb,0.219794255243883,10291.7737408596,8,4,0.1356228768889913,0.1838177710271243,0.0702278579165254,0.1264879937210259,0.1140312373253549,0.0467881779601214,0.2060571547745078,-0.03320574475611701,"7mhh,7mhi,7mhj,7mhk"
75391,17793,60,7mhh,0.0889017319749644,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/169_N8_ref_15/17793.pdb,0.2274506008192174,10375.075824349664,8,5,0.1429928194069443,0.20289812749173,0.0573798571810086,0.1482947260649718,0.1450602402191352,0.084507723807049,0.1299647738541964,-0.02554939918078261,"7mhf,7mhh,7mhi,7mhj,7mhk"
76487,18889,62,7mhh,0.1792980507253983,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/169_N8_ref_15/18889.pdb,0.2304869652187609,13883.330063071664,8,6,0.1143298845982125,0.2058573576558155,0.0505185593043629,0.1508531447274153,0.1333537155478286,0.0910349100541953,0.0747543773867712,-0.022513034781239116,"7mhf,7mhg,7mhh,7mhi,7mhj,7mhk"
57725,127,1,7mhg,0.1460980181115991,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/169_N8_ref_15/127.pdb,0.355710742375965,4121.819839995019,8,1,0.0372684064570918,0.1831365212102719,0.0279621162953454,0.1479881393160382,0.19969512809289,0.0420733218547909,0.2157783486619723,0.15071074237596502,7mhg
58359,761,6,7mhg,0.0655834501760663,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/169_N8_ref_15/761.pdb,0.3415755292886588,5048.400728869398,8,2,0.2238158376592702,0.1981680198570764,0.0928984568043083,0.1260336757527324,0.1116456963469866,0.0482795916699089,0.1335752717336507,0.13657552928865882,"7mhf,7mhg"
62280,4682,24,7mhg,0.2030380644668095,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/169_N8_ref_15/4682.pdb,0.3352585807995896,6541.534739539387,8,3,0.1007156521863901,0.1044779812946239,0.0650196012896864,0.1020793346221172,0.1138303732629892,0.0584163016969795,0.2524226911804039,0.1302585807995896,"7mhf,7mhg,7mhk"
68964,11366,45,7mhg,0.2611384695473188,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/169_N8_ref_15/11366.pdb,0.331231886989526,8223.682158286942,8,4,0.1110449455078183,0.1113612004568338,0.0589758650498719,0.0976806346458593,0.1710032656232443,0.0528830017660127,0.1359126174030406,0.126231886989526,"7mhf,7mhg,7mhi,7mhk"
73842,16244,57,7mhg,0.1028368542797008,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/169_N8_ref_15/16244.pdb,0.3399935788255278,10143.16473530256,8,5,0.0754083801857533,0.164247729257144,0.074369175012238,0.1922845338118068,0.1045889782928797,0.066992443345381,0.2192719058150962,0.1349935788255278,"7mhf,7mhg,7mhh,7mhi,7mhk"
76342,18744,62,7mhg,0.2703577992671043,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/169_N8_ref_15/18744.pdb,0.3452373136312959,13066.54128133162,8,6,0.0504342440350735,0.0362919871102325,0.0653374241949229,0.3019360414625391,0.2053418531810567,0.0168302339686339,0.053470416780437,0.1402373136312959,"7mhf,7mhg,7mhh,7mhi,7mhj,7mhk"
57605,7,0,7mhf,0.1980382988721425,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/169_N8_ref_15/7.pdb,0.3621336045763124,4455.474365643785,8,1,0.2179481376094731,0.2044973584567227,0.0287039309334124,0.1718456614309643,0.0393953760923581,0.0802157152656689,0.0593555213392577,0.13813360457631238,7mhf
58281,683,6,7mhf,0.1144974318893276,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/169_N8_ref_15/683.pdb,0.3568917527749349,4729.984743669598,8,2,0.1000616918517653,0.1952801365080693,0.0485492085762741,0.2432205487901199,0.1144134416425816,0.0482591725502968,0.1357183681915651,0.1328917527749349,"7mhf,7mhg"
61532,3934,22,7mhf,0.2484723926635507,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/169_N8_ref_15/3934.pdb,0.3541024994226339,6203.748873201106,8,3,0.1389144635159448,0.2016515764128088,0.0606827199896806,0.0768915139682799,0.1232613700878099,0.0566019192268884,0.0935240441350366,0.13010249942263388,"7mhf,7mhg,7mhi"
68458,10860,44,7mhf,0.3253009886175337,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/169_N8_ref_15/10860.pdb,0.357606940997365,8365.297479173232,8,4,0.0502643691210901,0.1187333507431554,0.05775929552795,0.1276192538382521,0.10082147716314,0.0563395184590606,0.1631617465298176,0.133606940997365,"7mhf,7mhg,7mhi,7mhj"
74740,17142,59,7mhf,0.0955529407151132,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/169_N8_ref_15/17142.pdb,0.3591520623710217,10588.758574131,8,5,0.0345640784265811,0.2416760056576823,0.0340399555069676,0.0686538563921162,0.2457852793717359,0.0517482544603014,0.227979629469502,0.1351520623710217,"7mhf,7mhg,7mhi,7mhj,7mhk"
76297,18699,62,7mhf,0.1441795705012885,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/169_N8_ref_15/18699.pdb,0.3675530901538152,12509.210360885583,8,6,0.0729035140370916,0.3276339396852969,0.0281010062599758,0.1183890275953448,0.1023576567281435,0.0718006880307355,0.1346345971621231,0.1435530901538152,"7mhf,7mhg,7mhh,7mhi,7mhj,7mhk"
