,r_free_7mhf,xray_7mhf,r_free_7mhg,xray_7mhg,r_free_7mhh,xray_7mhh,r_free_7mhi,xray_7mhi,r_free_7mhj,xray_7mhj,r_free_7mhk,xray_7mhk,pdb,ff,w_0_7mhf,w_0_7mhg,w_0_7mhh,w_0_7mhi,w_0_7mhj,w_0_7mhk
0,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,0.3046267792322121,5.824989670385434,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/166_N1/5/output_3/pdbs/2.pdb,1221.9458402427415,,,,,,1.0
6,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,
10,0.4036022788011158,5.832896610958496,,,,,,,,,0.3075213948797366,5.824973672726225,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/166_N1/10/output_385/pdbs/2.pdb,4670.760617979833,1.0,,,,,1.0
11,,,,,,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,,,,
14,,,0.3395415656504686,5.62229046712365,,,,,,,0.2952821291657672,5.783955424874348,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/166_N1/14/output_203/pdbs/234.pdb,4115.979422429813,,1.0,,,,1.0
15,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,
17,,,,,0.2876386340748318,6.122754507711146,,,,,0.2842129941394049,5.72585362363125,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/166_N1/17/output_35/pdbs/184.pdb,3341.961194832164,,,1.0,,,1.0
18,,,,,,,,,,,,,,,,,,,,
19,,,,,,,0.2756713739853963,5.663377605410608,,,0.2722685102844941,5.706390266518333,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/166_N1/19/output_452/pdbs/40.pdb,3402.570623472534,,,,1.0,,1.0
20,,,,,,,,,0.2869385409847155,5.7858559255448885,0.2829292100878479,5.726252417421577,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/166_N1/20/output_436/pdbs/220.pdb,3374.9034763739287,,,,,1.0,1.0
21,,,,,,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,,,,,,,
24,0.3764450562361401,5.779112247391223,0.3434208712125411,5.663324943476438,,,,,,,0.2964188131762013,5.810721169523203,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/166_N1/24/output_499/pdbs/3.pdb,6231.403294928436,1.0,1.0,,,,1.0
25,,,,,,,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,,,,,,,
