,joint,r_free_7mhf,xray_7mhf,r_free_7mhg,xray_7mhg,r_free_7mhh,xray_7mhh,r_free_7mhi,xray_7mhi,r_free_7mhj,xray_7mhj,r_free_7mhk,xray_7mhk,pdb,ff,w_0_7mhf,w_0_7mhg,w_0_7mhh,w_0_7mhi,w_0_7mhj,w_0_7mhk
0,5.669778382775284,0.3514061281194729,5.669778382775284,,,,,,,,,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/166_N1/0/output_86/pdbs/290.pdb,2381.318803815385,1.0,,,,,
1,5.577970874444824,,,0.3294043155276988,5.577970874444824,,,,,,,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/166_N1/1/output_143/pdbs/291.pdb,2399.717124876802,,1.0,,,,
2,6.139743926616382,,,,,0.3019847642237023,6.139743926616382,,,,,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/166_N1/2/output_110/pdbs/215.pdb,2292.1294069905143,,,1.0,,,
3,5.674288659080039,,,,,,,0.2862148182576871,5.674288659080039,,,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/166_N1/3/output_477/pdbs/175.pdb,2294.5774950569403,,,,1.0,,
4,5.7897468409772594,,,,,,,,,0.3113040606786297,5.7897468409772594,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/166_N1/4/output_100/pdbs/176.pdb,2362.231686955541,,,,,1.0,
5,5.742275033403677,,,,,,,,,,,0.311666885037891,5.742275033403677,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/166_N1/5/output_499/pdbs/272.pdb,2281.3115019840066,,,,,,1.0
6,11.23288753185081,0.3450449003132129,5.665514881508153,0.3109633987468161,5.567372650342658,,,,,,,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/166_N1/6/output_264/pdbs/262.pdb,4938.346450320859,1.0,1.0,,,,
7,11.971150555090997,0.3722264157622228,5.74105823641789,,,0.3073006728568884,6.230092318673106,,,,,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/166_N1/7/output_201/pdbs/252.pdb,3454.504356570196,1.0,,1.0,,,
8,11.50964084407365,0.3701759415906061,5.745491202797467,,,,,0.3117849646333598,5.764149641276182,,,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/166_N1/8/output_316/pdbs/218.pdb,3603.252084985352,1.0,,,1.0,,
9,11.635084760931033,0.3801898470077955,5.756419747751152,,,,,,,0.3204153369753447,5.87866501317988,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/166_N1/9/output_149/pdbs/292.pdb,3338.421103922368,1.0,,,,1.0,
10,11.522146863173413,0.3695057629806752,5.723490446877708,,,,,,,,,0.3168433946161457,5.798656416295705,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/166_N1/10/output_228/pdbs/290.pdb,3738.804429137138,1.0,,,,,1.0
11,11.866862760158815,,,0.3388291442480611,5.645254488361715,0.3010396654970172,6.2216082717971,,,,,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/166_N1/11/output_274/pdbs/221.pdb,3697.1314989956345,,1.0,1.0,,,
12,11.384137785787914,,,0.3313047378444011,5.636082086223103,,,0.2954387512726016,5.7480556995648096,,,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/166_N1/12/output_35/pdbs/263.pdb,3946.03085675198,,1.0,,1.0,,
13,11.515348803165468,,,0.3453552402051743,5.6525175506655465,,,,,0.3072118272269188,5.862831252499921,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/166_N1/13/output_268/pdbs/280.pdb,3569.359216389623,,1.0,,,1.0,
14,11.395287574767355,,,0.3306416732761579,5.613954882496487,,,,,,,0.3037095223171269,5.781332692270867,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/166_N1/14/output_492/pdbs/293.pdb,4123.118458558602,,1.0,,,,1.0
