,r_free_7mhf,xray_7mhf,r_free_7mhg,xray_7mhg,r_free_7mhh,xray_7mhh,r_free_7mhi,xray_7mhi,r_free_7mhj,xray_7mhj,r_free_7mhk,xray_7mhk,pdb,ff,w_0_7mhf,w_0_7mhg,w_0_7mhh,w_0_7mhi,w_0_7mhj,w_0_7mhk
0,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,
2,,,,,0.2885498792049306,6.238859534346306,,,,,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/166_N1/2/output_432/pdbs/2.pdb,1349.8729225512477,,,1.0,,,
3,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,
7,0.402763282498809,5.837607969547337,,,0.2909409106907547,6.241681198640307,,,,,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/166_N1/7/output_195/pdbs/2.pdb,4390.185261904182,1.0,,1.0,,,
8,,,,,,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,
11,,,0.3727058978312768,5.738797302776414,0.2921467801626509,6.242679935868291,,,,,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/166_N1/11/output_358/pdbs/2.pdb,4520.2201591926605,,1.0,1.0,,,
12,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,
15,,,,,0.2532194051946438,6.072177216164612,0.2571680431937851,5.645059482133907,,,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/166_N1/15/output_20/pdbs/96.pdb,3737.857283320371,,,1.0,1.0,,
16,,,,,0.2602849066212459,6.089147312960752,,,0.2782492244956285,5.761426474571199,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/166_N1/16/output_73/pdbs/41.pdb,3672.834261712155,,,1.0,,1.0,
17,,,,,0.2740468337683787,6.115119602733386,,,,,0.3110085920489193,5.7430037259621285,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/166_N1/17/output_322/pdbs/263.pdb,3223.7772021705605,,,1.0,,,1.0
18,,,,,,,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,,,,,
21,0.3905122577339995,5.812770687258514,0.3619802553991685,5.7090748136373,0.2886195223284334,6.237774063742907,,,,,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/166_N1/21/output_201/pdbs/2.pdb,7092.9305387850845,1.0,1.0,1.0,,,
22,,,,,,,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,,,,,,,
