,xray_0,r_free_0,pdb,rmsd_avg
0,3.875716488280485,0.0823305172065782,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/70_native_2x_2/26/output_12/pdbs/400.pdb,0.0348538597356339
1,3.882720255761336,0.0823912801336249,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/70_native_2x_2/26/output_12/pdbs/391.pdb,0.034338666932812
2,3.8883302844829,0.0823624471790943,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/70_native_2x_2/26/output_12/pdbs/395.pdb,0.0361904276657983
3,3.8885560324666337,0.0833952258876161,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/70_native_2x_2/26/output_12/pdbs/390.pdb,0.0369294569364052
4,3.8903036230563455,0.0860829085426492,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/70_native_2x_2/26/output_2/pdbs/400.pdb,0.059473945490256
5,3.890459758185011,0.0880045751676607,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/70_native_2x_2/26/output_2/pdbs/394.pdb,0.0615596699280792
6,3.8923496818668273,0.0869832573621317,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/70_native_2x_2/26/output_2/pdbs/399.pdb,0.0629079768239751
7,3.896695227357146,0.0883277921343854,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/70_native_2x_2/26/output_2/pdbs/395.pdb,0.0621648196713242
8,3.897648815569661,0.0824300274029506,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/70_native_2x_2/26/output_12/pdbs/399.pdb,0.0378537458621247
9,3.897729854889477,0.0895637108572015,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/70_native_2x_2/26/output_2/pdbs/396.pdb,0.0617548551819316
10,3.899143812045724,0.0880917739181586,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/70_native_2x_2/26/output_2/pdbs/388.pdb,0.0634491969521802
11,3.899377161724198,0.087796985875681,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/70_native_2x_2/26/output_2/pdbs/393.pdb,0.0627689598182142
12,3.899421238480172,0.0841883006527558,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/70_native_2x_2/26/output_12/pdbs/396.pdb,0.038827962930312
13,3.899540438819872,0.089016717665933,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/70_native_2x_2/26/output_2/pdbs/387.pdb,0.0621772002433132
14,3.903762556654075,0.0883299955773418,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/70_native_2x_2/26/output_2/pdbs/397.pdb,0.0622311365465044
15,3.90431708451826,0.0892930404334945,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/70_native_2x_2/26/output_2/pdbs/398.pdb,0.0604050505816228
16,3.904379767552017,0.0841552337726651,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/70_native_2x_2/26/output_12/pdbs/397.pdb,0.0374033170109496
17,3.9066986815347535,0.0877082108903226,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/70_native_2x_2/26/output_2/pdbs/391.pdb,0.0630298612747747
18,3.9069596250305234,0.0829911047478017,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/70_native_2x_2/26/output_12/pdbs/398.pdb,0.0373302817206425
19,3.907222129601795,0.0884348916046384,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/70_native_2x_2/26/output_2/pdbs/392.pdb,0.0615825188907088
20,3.90796839776711,0.0884385480268458,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/70_native_2x_2/26/output_2/pdbs/389.pdb,0.0619933284198862
21,3.908954598077456,0.0868976252758763,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/70_native_2x_2/26/output_2/pdbs/381.pdb,0.061472236329439
22,3.90949792215442,0.0870864971980814,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/70_native_2x_2/26/output_2/pdbs/390.pdb,0.0630921924645929
23,3.909951149233813,0.0882397209135662,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/70_native_2x_2/26/output_2/pdbs/382.pdb,0.0635825540258852
24,3.9105066516564193,0.0854533633063191,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/70_native_2x_2/26/output_12/pdbs/374.pdb,0.0378021028745969
25,3.91156295397355,0.0890889170368591,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/70_native_2x_2/26/output_2/pdbs/386.pdb,0.0610188014912475
26,3.91229178780256,0.0854185625601527,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/70_native_2x_2/26/output_12/pdbs/389.pdb,0.0395319073917017
27,3.912438365393609,0.086084989493273,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/70_native_2x_2/26/output_12/pdbs/375.pdb,0.039221328231988
28,3.9146716339948218,0.0869372129677265,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/70_native_2x_2/26/output_12/pdbs/392.pdb,0.0420797652164649
29,3.915425892457928,0.0843839966529415,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/70_native_2x_2/26/output_12/pdbs/379.pdb,0.0363324367416971
30,3.915461488440695,0.0888467454813422,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/70_native_2x_2/26/output_2/pdbs/383.pdb,0.0598472051268166
31,3.9155796950467376,0.0898441256975775,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/70_native_2x_2/26/output_2/pdbs/385.pdb,0.0613984043448042
32,3.917543989075446,0.08576544449271,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/70_native_2x_2/26/output_12/pdbs/394.pdb,0.037898737081668
33,3.9176330065081406,0.0901434811931239,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/70_native_2x_2/26/output_2/pdbs/374.pdb,0.0615701097616273
34,3.918292500766957,0.0853914669827718,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/70_native_2x_2/26/output_12/pdbs/384.pdb,0.0383869473494451
35,3.918774581127188,0.0904445146410863,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/70_native_2x_2/26/output_2/pdbs/384.pdb,0.0608101805086486
36,3.9192346880202247,0.0882440243124391,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/70_native_2x_2/26/output_2/pdbs/379.pdb,0.0662063243274922
37,3.919507051796357,0.0884115352400538,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/70_native_2x_2/26/output_2/pdbs/380.pdb,0.0642660551889079
38,3.920736073499764,0.0870085977730178,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/70_native_2x_2/26/output_12/pdbs/393.pdb,0.0379411738121533
39,3.921925926683455,0.0882109756548379,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/70_native_2x_2/26/output_12/pdbs/385.pdb,0.0391879188003352
40,3.923317079954679,0.0881720312633916,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/70_native_2x_2/26/output_12/pdbs/378.pdb,0.0378674032890499
41,3.923418923222514,0.0912208599496525,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/70_native_2x_2/26/output_2/pdbs/375.pdb,0.0630616141397382
42,3.924215802901093,0.0909929775917265,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/70_native_2x_2/26/output_2/pdbs/373.pdb,0.0603374846310884
43,3.924933602931152,0.0854144749909784,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/70_native_2x_2/26/output_12/pdbs/382.pdb,0.0395162382071713
44,3.9249616450219142,0.0847603439239605,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/70_native_2x_2/26/output_12/pdbs/388.pdb,0.0364003871278759
45,3.9266579050127337,0.0864962235313363,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/70_native_2x_2/26/output_12/pdbs/371.pdb,0.0401795540818841
46,3.927098159242002,0.0891501379950772,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/70_native_2x_2/26/output_2/pdbs/378.pdb,0.0625580223984415
47,3.9279852446645873,0.088141532565492,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/70_native_2x_2/26/output_12/pdbs/387.pdb,0.041857082107208
