,xray_0,pdb,r_free_0,w_0_0,w_1_0,w_2_0,w_3_0,w_4_0,w_5_0,w_6_0,w_7_0
0,5.179138846450563,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/153_N8_J1/558377/output_903/pdbs/308.pdb,0.3174196285857436,0.1665845154030271,0.1701443702577423,0.1202305498666219,0.0607831967966064,0.1978556542754359,0.1110743051482519,0.0559180138583102,0.117409394394004
1,5.185435791714794,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/153_N8_J1/558377/output_903/pdbs/307.pdb,0.3179292542429771,0.1665845154030271,0.1701443702577423,0.1202305498666219,0.0607831967966064,0.1978556542754359,0.1110743051482519,0.0559180138583102,0.117409394394004
2,5.1862459068944124,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/153_N8_J1/558377/output_378/pdbs/315.pdb,0.335639386264173,0.0782383217152306,0.1693863400498661,0.1428184809085769,0.0932717497775253,0.1245183282288822,0.1493224956422576,0.1041949836779271,0.138249299999734
3,5.18862580831336,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/153_N8_J1/558377/output_378/pdbs/316.pdb,0.3381018590863823,0.0782383217152306,0.1693863400498661,0.1428184809085769,0.0932717497775253,0.1245183282288822,0.1493224956422576,0.1041949836779271,0.138249299999734
4,5.188863144970991,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/153_N8_J1/558377/output_869/pdbs/285.pdb,0.3267276814796481,0.1109295023948207,0.2040474367118012,0.1670056288415959,0.0739160417114132,0.0927338061854255,0.1590643947400131,0.0700305551244128,0.1222726342905171
5,5.18897595945667,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/153_N8_J1/558377/output_903/pdbs/309.pdb,0.321456900739599,0.1665845154030271,0.1701443702577423,0.1202305498666219,0.0607831967966064,0.1978556542754359,0.1110743051482519,0.0559180138583102,0.117409394394004
6,5.189275155204097,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/153_N8_J1/558377/output_902/pdbs/299.pdb,0.3199509427623941,0.1748599312275915,0.1470319812612423,0.1751300532489303,0.0686647171018293,0.1256699785720592,0.1501873244386457,0.0605519104734159,0.0979041036762859
7,5.190061272673048,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/153_N8_J1/558377/output_869/pdbs/286.pdb,0.3261106352696155,0.1109295023948207,0.2040474367118012,0.1670056288415959,0.0739160417114132,0.0927338061854255,0.1590643947400131,0.0700305551244128,0.1222726342905171
8,5.190061634656448,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/153_N8_J1/558377/output_869/pdbs/284.pdb,0.3291306686072059,0.1109295023948207,0.2040474367118012,0.1670056288415959,0.0739160417114132,0.0927338061854255,0.1590643947400131,0.0700305551244128,0.1222726342905171
9,5.190523768203436,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/153_N8_J1/558377/output_989/pdbs/262.pdb,0.3235671516227523,0.1252827324937243,0.1151991399380057,0.149457346208466,0.0894653310829162,0.1846424085739797,0.1566522751743524,0.076243015738556,0.1030577507899993
10,5.190742055590226,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/153_N8_J1/558377/output_989/pdbs/263.pdb,0.3256685827121752,0.1252827324937243,0.1151991399380057,0.149457346208466,0.0894653310829162,0.1846424085739797,0.1566522751743524,0.076243015738556,0.1030577507899993
11,5.192292394768348,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/153_N8_J1/558377/output_1282/pdbs/303.pdb,0.3311147206619469,0.1385648797790841,0.1732283572906818,0.0849366124668799,0.0760821140807429,0.1370390114403488,0.1740606399947992,0.0692075588002233,0.1468808261472397
12,5.192708354217555,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/153_N8_J1/558377/output_1148/pdbs/258.pdb,0.3141379911359848,0.1040985704677711,0.1224414030074683,0.1486921563514351,0.0683889260164577,0.1509086714203557,0.1764976410661924,0.0608119422893367,0.1681606893809826
13,5.192867210148064,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/153_N8_J1/558377/output_902/pdbs/298.pdb,0.3172714446227321,0.1748599312275915,0.1470319812612423,0.1751300532489303,0.0686647171018293,0.1256699785720592,0.1501873244386457,0.0605519104734159,0.0979041036762859
14,5.193195674099248,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/153_N8_J1/558377/output_997/pdbs/301.pdb,0.3187360635538127,0.1311484585983434,0.1257157748644451,0.099266304824594,0.0719834688958849,0.2333090449906615,0.0834980680034532,0.1034068043333286,0.1516720754892889
15,5.19324136481985,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/153_N8_J1/558377/output_1767/pdbs/254.pdb,0.3163298677175029,0.1138279092925447,0.0768538242527661,0.1114533067833312,0.0742281166574386,0.1786817740922295,0.1923383640844845,0.090799981827742,0.1618167230094631
16,5.19325641741806,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/153_N8_J1/558377/output_869/pdbs/287.pdb,0.3275023478387138,0.1109295023948207,0.2040474367118012,0.1670056288415959,0.0739160417114132,0.0927338061854255,0.1590643947400131,0.0700305551244128,0.1222726342905171
17,5.19341750290303,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/153_N8_J1/558377/output_869/pdbs/289.pdb,0.3297311453230046,0.1109295023948207,0.2040474367118012,0.1670056288415959,0.0739160417114132,0.0927338061854255,0.1590643947400131,0.0700305551244128,0.1222726342905171
18,5.193581260892636,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/153_N8_J1/558377/output_1767/pdbs/253.pdb,0.3141434204005455,0.1138279092925447,0.0768538242527661,0.1114533067833312,0.0742281166574386,0.1786817740922295,0.1923383640844845,0.090799981827742,0.1618167230094631
19,5.193681124455196,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/153_N8_J1/558377/output_649/pdbs/303.pdb,0.3244953582107071,0.0573757875510144,0.2321397367093664,0.1764950376393704,0.0784702656923067,0.0903060316307591,0.0775349511731395,0.0846702452933227,0.2030079443107205
