,xray_0,r_free_0
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/88_sa/0/output_423/pdbs/475.pdb,1.9971378226060528,0.6026899270955234
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/88_sa/0/output_388/pdbs/228.pdb,2.008412393504641,0.6249184825263869
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/88_sa/0/output_774/pdbs/242.pdb,2.015178344675241,0.6093815200782735
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/88_sa/0/output_600/pdbs/216.pdb,2.01814150462374,0.589051570814186
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/88_sa/0/output_701/pdbs/218.pdb,3.136621638712235,0.3616035496892137
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/88_sa/0/output_566/pdbs/220.pdb,3.1415642465966305,0.3872535849668375
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/88_sa/0/output_615/pdbs/498.pdb,3.247748842113243,0.3863189590770141
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/88_sa/0/output_176/pdbs/241.pdb,3.2744003997571407,0.3998081052904879
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/88_sa/0/output_615/pdbs/500.pdb,3.283662031867637,0.3956629657908798
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/88_sa/0/output_567/pdbs/238.pdb,3.3074877749988763,0.4311906306928988
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/88_sa/0/output_615/pdbs/496.pdb,3.318256781644699,0.397730382943851
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/88_sa/0/output_615/pdbs/490.pdb,3.318337581329053,0.4601945644559952
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/88_sa/0/output_867/pdbs/997.pdb,3.322492409403885,0.466140950611324
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/88_sa/0/output_231/pdbs/984.pdb,3.326321621766993,0.3351844600936721
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/88_sa/0/output_594/pdbs/732.pdb,3.3315423899950294,0.4986571876030321
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/88_sa/0/output_231/pdbs/976.pdb,3.332662157879549,0.3407891223090446
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/88_sa/0/output_995/pdbs/492.pdb,3.338779191668852,0.3876815205415923
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/88_sa/0/output_867/pdbs/991.pdb,3.340852756522781,0.4128874348871501
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/88_sa/0/output_231/pdbs/985.pdb,3.3429868995324,0.3288473603530641
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/88_sa/0/output_615/pdbs/497.pdb,3.3432045283724245,0.3760806419739216
