,xray_0_min_0,xray_0_min_0_pdb,xray_0_min_0_rmsd,xray_0_min_0_r_free_0
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_3/log.csv,3.8602131700728246,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_3/pdbs/191.pdb,0.1080998660349273,0.0740266316311457
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_7/log.csv,4.029307916859075,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_7/pdbs/199.pdb,0.1034677130034263,0.089102086508028
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_8/log.csv,3.816793180683006,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_8/pdbs/195.pdb,0.1008119490522096,0.0703161838760667
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_5/log.csv,3.9549426118485274,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_5/pdbs/193.pdb,0.1065480554325064,0.0804055463877536
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_6/log.csv,4.020158843700194,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_6/pdbs/200.pdb,0.1897184802466749,0.0858556106003424
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_4/log.csv,3.935308243903438,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_4/pdbs/200.pdb,0.2177309039814109,0.079815922896093
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_18/log.csv,3.60926373385513,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_18/pdbs/196.pdb,0.1025935342580759,0.0569921869321062
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_20/log.csv,4.104832651223816,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_20/pdbs/190.pdb,0.1186080508652682,0.0968463823030244
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_28/log.csv,3.766275821077868,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_28/pdbs/196.pdb,0.0987134115324415,0.0653002323030963
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_32/log.csv,3.8430429106750714,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_32/pdbs/185.pdb,0.1368237347327616,0.0747356805316134
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_27/log.csv,3.8913334210038095,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_27/pdbs/178.pdb,0.1591757269423968,0.0765236128845092
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_52/log.csv,4.046847791450926,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_52/pdbs/188.pdb,0.1511784367315523,0.0886559417414637
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_54/log.csv,3.788444069219621,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_54/pdbs/198.pdb,0.1107945313651668,0.0680523944320006
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_60/log.csv,3.9881376557705193,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_60/pdbs/181.pdb,0.1177268763286687,0.0828535253541538
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_63/log.csv,3.824045809558824,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_63/pdbs/174.pdb,0.0874616528580212,0.0726158798388503
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_33/log.csv,3.788369893224276,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_33/pdbs/188.pdb,0.0929078495729623,0.0697707775166901
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_35/log.csv,3.866167269296357,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_35/pdbs/185.pdb,0.152892808212454,0.0740041626458151
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_34/log.csv,3.9834238845236327,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_34/pdbs/200.pdb,0.1473028590121631,0.0831504741471214
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_36/log.csv,4.004657638213134,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_36/pdbs/195.pdb,0.1263209332842576,0.086618462823736
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_31/log.csv,4.063734682186582,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_31/pdbs/194.pdb,0.1298034813913702,0.0891636815561625
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_44/log.csv,3.827847119290512,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_44/pdbs/199.pdb,0.115986279921308,0.0728248172143921
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_48/log.csv,4.009479616484356,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_48/pdbs/186.pdb,0.1880633670408305,0.0891819470580352
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_47/log.csv,3.869724305353004,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_47/pdbs/182.pdb,0.0986788499921245,0.0728656926563233
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_45/log.csv,3.868950600117543,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_45/pdbs/198.pdb,0.1577130963796848,0.0746067061165838
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_46/log.csv,4.067085064412991,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_46/pdbs/171.pdb,0.1114812106455645,0.0890621185816246
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_30/log.csv,3.847473066993593,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_30/pdbs/188.pdb,0.1018840442928329,0.0725044582537115
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_29/log.csv,3.804296367581572,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_29/pdbs/184.pdb,0.084578980223271,0.0691193403007374
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_49/log.csv,3.941793470077639,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_49/pdbs/184.pdb,0.109833076311415,0.0814836563574529
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_50/log.csv,3.869820683346841,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_50/pdbs/200.pdb,0.1032294778081126,0.0753445706663006
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_38/log.csv,3.98392926710003,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_38/pdbs/199.pdb,0.1689786819151048,0.0841636572227425
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_37/log.csv,3.716703958432943,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_37/pdbs/200.pdb,0.1330623028663485,0.0638093068367152
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_41/log.csv,3.7987114267607462,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_41/pdbs/192.pdb,0.1102384203496529,0.0708482458402618
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_40/log.csv,4.082883942224043,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_40/pdbs/196.pdb,0.1183541975201866,0.0912089623815692
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_39/log.csv,3.998087138945338,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_39/pdbs/171.pdb,0.1246477075880762,0.0866949874768017
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_42/log.csv,3.756765105182175,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_42/pdbs/199.pdb,0.1038035155195997,0.0654774525408396
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_43/log.csv,3.8850675431429833,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_43/pdbs/192.pdb,0.0914802141596552,0.0746096724584293
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_51/log.csv,3.937761653697041,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_51/pdbs/200.pdb,0.1233470877779767,0.0784701351071364
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_57/log.csv,3.805768137606639,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_57/pdbs/171.pdb,0.1024183599806467,0.0697038616640368
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_59/log.csv,3.866558469921008,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_59/pdbs/161.pdb,0.1191241029947901,0.0761780213063211
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_61/log.csv,3.994674842053072,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_61/pdbs/180.pdb,0.1339127956906446,0.082013881373506
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_67/log.csv,4.064787444701272,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_67/pdbs/176.pdb,0.2040853373599916,0.0911143374582394
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_65/log.csv,3.8696092721055457,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_65/pdbs/181.pdb,0.1300293572024049,0.0736725765601095
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_66/log.csv,3.7734411690689513,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_66/pdbs/191.pdb,0.099399950472893,0.0671831636299797
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_70/log.csv,3.940663402262691,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_70/pdbs/192.pdb,0.1035259105414842,0.0814933804908632
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_71/log.csv,3.862680966598609,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_71/pdbs/168.pdb,0.1274310254330672,0.0741819616176661
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_19/log.csv,3.890791414690866,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_19/pdbs/199.pdb,0.0883732103553162,0.0748145178651309
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_23/log.csv,3.873317948686344,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_23/pdbs/199.pdb,0.1051773699545044,0.0754428893917476
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_24/log.csv,3.83758014168828,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_24/pdbs/149.pdb,0.1615479714017925,0.0733861205651777
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_68/log.csv,4.1191512487312645,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_68/pdbs/198.pdb,0.1096055350370235,0.0951479668425297
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_69/log.csv,3.904023325868174,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_69/pdbs/172.pdb,0.1238500888596655,0.07738602792513
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_72/log.csv,3.697930146894058,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_72/pdbs/199.pdb,0.138315227006487,0.0626048083178023
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_15/log.csv,3.931723202312164,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_15/pdbs/181.pdb,0.1204444597382428,0.0780633075368139
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_16/log.csv,3.852346005841808,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_16/pdbs/161.pdb,0.181239659904522,0.0720526176187626
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_14/log.csv,4.041074452432549,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_14/pdbs/199.pdb,0.1278430019911299,0.0896247678865729
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_21/log.csv,3.975307164816578,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_21/pdbs/198.pdb,0.1818766582587081,0.0827955341989287
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_22/log.csv,3.879493880058569,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_22/pdbs/195.pdb,0.1481902789002051,0.0758544921903575
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_17/log.csv,3.9811037170726418,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_17/pdbs/171.pdb,0.0914474945192035,0.0812330298018651
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_79/log.csv,4.011578897690219,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_79/pdbs/200.pdb,0.1002495320795475,0.0875800977129088
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_78/log.csv,3.829683538624498,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_78/pdbs/183.pdb,0.0993278431673844,0.0714473841941463
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_76/log.csv,3.844373352987813,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_76/pdbs/169.pdb,0.1660589712574781,0.0719279217192326
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_73/log.csv,4.070566386124712,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_73/pdbs/183.pdb,0.2067121289764041,0.0912166118924255
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_74/log.csv,4.047742547718968,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_74/pdbs/176.pdb,0.1452277389156506,0.087007216790877
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_75/log.csv,4.041798861034342,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_75/pdbs/193.pdb,0.1355764463848867,0.0870893846622071
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_77/log.csv,4.131706254324781,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_77/pdbs/196.pdb,0.1439426592494666,0.0970992242258265
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_81/log.csv,4.001803794611623,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_81/pdbs/192.pdb,0.1343546229566681,0.0850021162500846
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_80/log.csv,3.841118352233579,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_80/pdbs/196.pdb,0.1240989327539256,0.0722844434492682
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_82/log.csv,3.7794003076014433,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_82/pdbs/194.pdb,0.0884322829927256,0.0703171082655916
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_62/log.csv,3.836396471834908,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_62/pdbs/191.pdb,0.1198822925518533,0.0694861960403327
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_56/log.csv,3.793427676047007,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_56/pdbs/191.pdb,0.1122506532906957,0.0677848161310132
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_58/log.csv,3.7768441387965455,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_58/pdbs/191.pdb,0.0828464436046248,0.0673056028119215
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_55/log.csv,3.83692858012759,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_55/pdbs/194.pdb,0.1130630232633763,0.0703349628938421
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_53/log.csv,3.996213283987147,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_53/pdbs/198.pdb,0.1649664191062755,0.0843414873880961
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_64/log.csv,3.712044822096793,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_64/pdbs/200.pdb,0.090637791187024,0.0628943567026298
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_83/log.csv,3.8643349866844265,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_83/pdbs/199.pdb,0.1080962751036575,0.0739953496448278
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_87/log.csv,3.7636706670131823,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_87/pdbs/195.pdb,0.0843762016934962,0.0652538390632508
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_85/log.csv,4.118260607358523,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_85/pdbs/194.pdb,0.1127048684598606,0.091162323632299
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_84/log.csv,3.8254000735834186,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_84/pdbs/400.pdb,0.1667825220583479,0.0725670195280649
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_86/log.csv,4.016520493431483,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_86/pdbs/182.pdb,0.1914993686053357,0.0870661084531221
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_88/log.csv,3.9244560368471615,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_88/pdbs/160.pdb,0.1495253054645818,0.0786865459038174
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_89/log.csv,3.912994518815773,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_89/pdbs/200.pdb,0.1508403947824505,0.0772887359563364
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_92/log.csv,3.893518046692012,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_92/pdbs/198.pdb,0.1649351534718798,0.0784168909119753
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_90/log.csv,3.8972867774954487,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_90/pdbs/195.pdb,0.1274157322489089,0.0767842709887422
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_91/log.csv,4.022985482051201,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_91/pdbs/195.pdb,0.1494444650088589,0.0881620432203039
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_93/log.csv,4.061891506852473,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_93/pdbs/178.pdb,0.1068958989395065,0.0877260177500779
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_98/log.csv,3.9155977325210096,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_98/pdbs/200.pdb,0.1780319165271553,0.0796679299705345
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_95/log.csv,3.9246164643764128,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_95/pdbs/188.pdb,0.1593961587178391,0.0787500546173496
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_97/log.csv,3.93780866394912,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_97/pdbs/189.pdb,0.132085691314671,0.0795073139368306
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_96/log.csv,4.073787643239696,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_96/pdbs/187.pdb,0.1519366727820884,0.092304800048232
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_94/log.csv,3.593214792267437,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/57_sb_2x_0/9711734/output_94/pdbs/182.pdb,0.0999116021237437,0.0576798621838103
