,n,xray_0_mean,xray_0_std,rmsd_mean,rmsd_std,r_free_0_mean,r_free_0_std
1,,3.915380228945608,0.1088994053956033,0.13592563137114816,0.03042839181811007,0.07860275680281874,0.008646861782315761
2,,3.8508515648189294,0.10038313130770887,0.12858027802615793,0.02846603075180429,0.0735286261143204,0.007379424507504472
3,,3.8193238389775486,0.09505438339094534,0.12351802683589128,0.026303378557034792,0.07118595032746668,0.006699359499871693
4,,3.797414872307887,0.09334638199945558,0.12051039157410164,0.024221862903573782,0.06961961979932192,0.006318925922744372
5,,3.781679759381184,0.09001129742418838,0.1183149668269656,0.023109488718670117,0.06850154137041992,0.005957591431933086
6,,3.768109990431617,0.08913009979535803,0.11786886206482697,0.02294255144452046,0.06759652538420323,0.005770684984579995
7,,3.7578217599180426,0.08951222096934647,0.11731030471748224,0.02263646296137431,0.06689689578115589,0.005697933814435987
8,,3.7493349031434797,0.0905843765034394,0.11725099553981205,0.022472252608237372,0.06632808682463708,0.0056911144730647035
9,,3.7405275839099494,0.09051582144553855,0.11686051515524455,0.02222592171507799,0.06573033015998932,0.005602875302464105
10,,3.7325275155360864,0.0921114998094079,0.11690792345517734,0.022612132919924036,0.06522369378691739,0.005644700866074425
11,,3.7256234935560215,0.09333507269590395,0.1167691244423299,0.022327314180827774,0.06477542719514558,0.0056666827853516155
12,,3.7206404514497926,0.09374333562795453,0.11723843255930326,0.02265561401684377,0.06447135310556179,0.005652781296917379
13,,3.71616350497155,0.09358283732146877,0.11750682854497647,0.02293840767446431,0.0641816144951636,0.005632468894881046
14,,3.7114520025497026,0.09393128110023224,0.11819619512192196,0.02346144203122846,0.06389550920752309,0.005627330440647596
15,,3.705711304953885,0.09531043536618766,0.11856479848076001,0.02364910195184876,0.06353715142239058,0.005668912229548285
16,,3.701728965652902,0.09629948681618572,0.11890211430032646,0.023806224663090094,0.06329207641126364,0.005693196974015708
17,,3.697085783242871,0.09747953422993103,0.11943840141117125,0.023943166026937177,0.06299473399999136,0.005730315521747728
18,,3.693162861182759,0.09740544998094457,0.1198559690685172,0.024245634869535928,0.06274233411363479,0.00569969599469612
19,,3.6898290457877345,0.09751730465574637,0.11998305317186517,0.024441921902794598,0.06253912650213217,0.005684079647450901
20,,3.6860413282770073,0.09807625675531727,0.11997916140034995,0.024405988822780764,0.06230101022375472,0.0056921044641700365
21,,3.6824582961424293,0.09979320570100547,0.12022621358136386,0.02437710287065266,0.06209692792425128,0.005778480938048848
22,,3.6787308827563527,0.10096459544904067,0.12051729223545163,0.024441977249344934,0.06189124614825897,0.005827697807220902
23,,3.6760153411493977,0.10075166441798962,0.12067260612137051,0.02455908306800585,0.0617329286448581,0.005814520931110414
24,,3.673107918755003,0.09991157579896102,0.12089129608116805,0.02473742446376838,0.061568618141893794,0.005763622725166939
25,,3.6706482886162184,0.10055557360139926,0.12112399948280485,0.024888986511723585,0.06142830967524948,0.0057986501276456335
26,,3.6676531341983503,0.10163300937730775,0.121398749527754,0.024802445536989345,0.06124270667083664,0.005843423205708203
27,,3.6652665011119896,0.10179206818224774,0.1216115180384436,0.02476860210211028,0.061102760655831354,0.005846658037821101
28,,3.6619687131560923,0.10334090198881782,0.1219608915721588,0.02484589200499769,0.060911215211259126,0.00591645243593582
29,,3.658425256371346,0.10469949194444984,0.12215409599939267,0.02503212823796905,0.0607216829563142,0.005993219357180373
30,,3.656334501484723,0.10504608522827963,0.1221006737637291,0.02496732802374165,0.060602892417784444,0.006011048509409283
31,,3.6540364410616104,0.10464170855378946,0.1225870711112921,0.02528129110724583,0.06045789686888341,0.0059713987448095215
32,,3.6522127586842488,0.10418748991059867,0.12295886265786614,0.02536048509907545,0.06034389590810313,0.005934378056268916
