,xray_0,pdb,r_free_0
0,5.7216209889408125,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/106_control/4797710/output_322/pdbs/179.pdb,0.320083275174495
1,5.722097344400533,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/106_control/4797710/output_801/pdbs/166.pdb,0.3174775597786915
2,5.722902746744089,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/106_control/4797710/output_689/pdbs/188.pdb,0.3218240685300045
3,5.723062246687791,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/106_control/4797710/output_174/pdbs/148.pdb,0.3149741172442274
4,5.72347720107253,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/106_control/4797710/output_689/pdbs/174.pdb,0.3247659530732352
5,5.724326917750357,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/106_control/4797710/output_195/pdbs/164.pdb,0.3284675939160512
6,5.724456630117524,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/106_control/4797710/output_801/pdbs/167.pdb,0.3176258592381855
7,5.724762158545083,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/106_control/4797710/output_195/pdbs/162.pdb,0.3254910021328085
8,5.724815067518356,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/106_control/4797710/output_801/pdbs/165.pdb,0.319865663195938
9,5.724909939859017,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/106_control/4797710/output_689/pdbs/187.pdb,0.3222483377925443
10,5.725291924994749,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/106_control/4797710/output_322/pdbs/178.pdb,0.3216282815101259
11,5.725429287665524,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/106_control/4797710/output_689/pdbs/173.pdb,0.324232109184301
12,5.725499159166305,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/106_control/4797710/output_195/pdbs/170.pdb,0.3274978353694247
13,5.725523680397047,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/106_control/4797710/output_322/pdbs/177.pdb,0.3194056171960753
14,5.725542347184119,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/106_control/4797710/output_195/pdbs/163.pdb,0.328225495079237
15,5.725821542443574,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/106_control/4797710/output_174/pdbs/159.pdb,0.3177151936349697
16,5.725845435577444,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/106_control/4797710/output_195/pdbs/161.pdb,0.3247066049665594
17,5.725868824722159,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/106_control/4797710/output_195/pdbs/151.pdb,0.3235696724570989
18,5.726029693819377,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/106_control/4797710/output_174/pdbs/149.pdb,0.3134210709903496
19,5.726768121414355,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/106_control/4797710/output_689/pdbs/162.pdb,0.3179461755053256
20,5.7269831132156375,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/106_control/4797710/output_195/pdbs/154.pdb,0.3249759053846805
21,5.727442307574673,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/106_control/4797710/output_322/pdbs/180.pdb,0.321660581850614
22,5.72752613495275,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/106_control/4797710/output_691/pdbs/177.pdb,0.3166735707494338
23,5.72758630065275,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/106_control/4797710/output_801/pdbs/159.pdb,0.3235034317358423
24,5.727626458875768,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/106_control/4797710/output_195/pdbs/159.pdb,0.325079274721503
25,5.727870041538038,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/106_control/4797710/output_689/pdbs/181.pdb,0.3267402043997671
26,5.727893442411509,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/106_control/4797710/output_689/pdbs/170.pdb,0.3273927351461515
27,5.727989275646792,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/106_control/4797710/output_523/pdbs/156.pdb,0.3230400276447602
28,5.728066093669805,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/106_control/4797710/output_40/pdbs/175.pdb,0.3217518652168472
29,5.728080385150844,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/106_control/4797710/output_689/pdbs/163.pdb,0.3197962685392701
30,5.728335628333011,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/106_control/4797710/output_689/pdbs/180.pdb,0.3262489448389229
31,5.728397986662571,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/106_control/4797710/output_689/pdbs/172.pdb,0.3250218001559005
32,5.728491354268529,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/106_control/4797710/output_174/pdbs/157.pdb,0.3177146693757029
33,5.7285798312258205,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/106_control/4797710/output_195/pdbs/169.pdb,0.3286581789247773
34,5.7286989421140255,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/106_control/4797710/output_801/pdbs/158.pdb,0.323443566660987
35,5.728790262504926,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/106_control/4797710/output_174/pdbs/158.pdb,0.3198245433230969
36,5.728928614561647,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/106_control/4797710/output_691/pdbs/176.pdb,0.3157677413589609
37,5.729161973229999,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/106_control/4797710/output_839/pdbs/165.pdb,0.3217489551621344
38,5.729315069385524,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/106_control/4797710/output_689/pdbs/189.pdb,0.3269572376523896
39,5.72934081828163,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/106_control/4797710/output_689/pdbs/190.pdb,0.32701980473792
40,5.7293555393095374,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/106_control/4797710/output_195/pdbs/160.pdb,0.3247926546413934
41,5.72944603729577,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/106_control/4797710/output_689/pdbs/179.pdb,0.3259896550697217
42,5.729446102481995,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/106_control/4797710/output_689/pdbs/161.pdb,0.3190484890729956
43,5.72958223937176,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/106_control/4797710/output_174/pdbs/168.pdb,0.3218138768282144
44,5.72972894441341,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/106_control/4797710/output_195/pdbs/153.pdb,0.3257413754049782
45,5.729804375455056,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/106_control/4797710/output_689/pdbs/171.pdb,0.3277169597728915
46,5.729822466741031,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/106_control/4797710/output_174/pdbs/160.pdb,0.3180525951089715
47,5.729854763383349,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/106_control/4797710/output_523/pdbs/157.pdb,0.3253825465352618
48,5.730019342478278,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/106_control/4797710/output_40/pdbs/176.pdb,0.3224646243444163
49,5.730064809126628,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/106_control/4797710/output_801/pdbs/168.pdb,0.3192254197391488
50,5.73008687190068,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/106_control/4797710/output_195/pdbs/152.pdb,0.3249910797374765
51,5.730159409465837,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/106_control/4797710/output_839/pdbs/163.pdb,0.3209240704687523
52,5.730342969837676,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/106_control/4797710/output_689/pdbs/168.pdb,0.325148041613591
53,5.730402488685494,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/106_control/4797710/output_174/pdbs/167.pdb,0.3244409336283825
54,5.73044674095768,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/106_control/4797710/output_40/pdbs/174.pdb,0.3216529864318433
55,5.7304740555373925,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/106_control/4797710/output_174/pdbs/147.pdb,0.3222419255165376
56,5.730477914147708,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/106_control/4797710/output_689/pdbs/186.pdb,0.3244094375476311
57,5.73050918252619,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/106_control/4797710/output_174/pdbs/161.pdb,0.3200829997551573
58,5.730531260545663,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/106_control/4797710/output_40/pdbs/171.pdb,0.3223719230068915
59,5.730688396964173,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/106_control/4797710/output_195/pdbs/165.pdb,0.3303108528237358
60,5.730750277018873,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/106_control/4797710/output_523/pdbs/158.pdb,0.3252814401588316
61,5.730787707016029,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/106_control/4797710/output_40/pdbs/172.pdb,0.3222254299371177
62,5.730799444450465,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/106_control/4797710/output_839/pdbs/166.pdb,0.3241313977823896
63,5.731274181966091,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/106_control/4797710/output_375/pdbs/198.pdb,0.3261949489345001
64,5.731314019452548,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/106_control/4797710/output_375/pdbs/177.pdb,0.3264548426915948
65,5.731396348869864,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/106_control/4797710/output_322/pdbs/176.pdb,0.3225821801360782
66,5.731420038807778,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/106_control/4797710/output_839/pdbs/168.pdb,0.3220266107865763
67,5.731586598151959,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/106_control/4797710/output_523/pdbs/150.pdb,0.3225114852709536
68,5.73165942041687,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/106_control/4797710/output_174/pdbs/139.pdb,0.3229222031674436
69,5.731757963187546,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/106_control/4797710/output_156/pdbs/132.pdb,0.3239405129494787
70,5.731873003966547,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/106_control/4797710/output_195/pdbs/137.pdb,0.3265876209637376
71,5.731885179501493,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/106_control/4797710/output_40/pdbs/170.pdb,0.3228784511392893
72,5.731903169819086,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/106_control/4797710/output_691/pdbs/178.pdb,0.3251020710707538
73,5.7320444863698325,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/106_control/4797710/output_195/pdbs/136.pdb,0.3267492876287055
