,n,rmsd_0+rmsd_1_mean,rmsd_0+rmsd_1_std
1,,0.5162321330406188,0.044510731933255644
2,,0.49693725251201065,0.02763480081224172
3,,0.48801285700078,0.026419896738984063
4,,0.481442377198381,0.02584834607332871
5,,0.4768634720938854,0.025017897276680266
6,,0.47252012173291463,0.024672346660224467
7,,0.46952284653654847,0.023974074024146474
8,,0.46683506581768347,0.02339591996640876
9,,0.4646971817204737,0.022864862532128775
10,,0.4627355124497149,0.022578524919630423
11,,0.4609366407982245,0.022296544010787147
12,,0.45929689287263414,0.02193953472981616
13,,0.45757060811932265,0.021706586523646088
14,,0.45613246789823997,0.02122731258110391
15,,0.4549475414123023,0.02096625038070394
16,,0.4537894022035003,0.020571362455936573
17,,0.4526338991186682,0.02029858614506897
18,,0.4517463178354375,0.02010437563295005
19,,0.45107659811664924,0.019935935317409652
20,,0.450206469812123,0.019517246750283466
21,,0.44937435344550897,0.019377971946082744
22,,0.448495453203471,0.019492620678722858
23,,0.447541281740805,0.019351469688943877
24,,0.44680129142554925,0.019387185074798773
25,,0.4462838912764758,0.01926352749143424
26,,0.44561206212012244,0.01923778477238346
27,,0.44478754549886895,0.019027848545451892
28,,0.4442537679930295,0.018866009485420627
29,,0.44363122979496294,0.01868054284086859
30,,0.4431480410559954,0.018576991668475464
31,,0.4425862888634153,0.01831149739954576
32,,0.4421892235186723,0.01827514908656767
33,,0.4415721450367868,0.01808237703355408
34,,0.4411012551479443,0.017807371055533552
35,,0.4407579552688391,0.01765393090727986
36,,0.44017751156865526,0.017585031267963968
37,,0.4398868350865521,0.017539028814337745
38,,0.43951141972737706,0.017540530440923897
39,,0.43910016260251183,0.017516109388059954
40,,0.43858078305927006,0.017370484226119857
41,,0.4382339393241269,0.017181350879848005
42,,0.4378229792420004,0.01705864830773369
43,,0.4375682457169511,0.016977995520655504
44,,0.4371143220262299,0.01682846415202314
45,,0.4367461285644034,0.016801641105214548
46,,0.4363658709958934,0.01672984705801762
47,,0.43605636794306846,0.016663749927237306
48,,0.4355873644180477,0.016420995301536834
49,,0.43542357262775444,0.01640571473332375
50,,0.43517024916145763,0.01632266604098824
51,,0.4349220235710145,0.016325147085819062
52,,0.43475501827046675,0.016283458058700576
53,,0.43461498182820646,0.0162518808521729
54,,0.4342881357729167,0.015997642836255974
55,,0.4340726593865904,0.015950599605857246
56,,0.43391715405961784,0.015970295683983296
57,,0.4337073723357326,0.015913259702461734
58,,0.43350779652342214,0.015811952856339496
59,,0.4332375241237855,0.015740790642868364
60,,0.4329181751045722,0.015694323938371675
61,,0.43270068249283583,0.015684891256781137
62,,0.43248118308295974,0.01563902199112893
63,,0.43221383598805346,0.015557746591837118
64,,0.4318511931934003,0.015554591736127226
65,,0.4310277404748768,0.01545425420243841
66,,0.4316112183769433,0.015501960232156373
67,,0.43147526646321854,0.015486480419663308
68,,0.4311796898665674,0.015354035117916186
69,,0.43102375532906667,0.015308198608061914
70,,0.4309184104689365,0.015260296431660148
71,,0.43061149724117326,0.01521301300254577
72,,0.42962913803782093,0.015241575528714149
73,,0.4302293324924632,0.015284266675823867
74,,0.42994896367818336,0.015301124475351681
75,,0.4290237444189708,0.015036523430421809
76,,0.42949149341261045,0.015327631604511505
77,,0.4292916075925692,0.015348549566596629
78,,0.42868111462389935,0.014914403672039094
79,,0.4289758410586528,0.015291000034629796
80,,0.4287238528818036,0.015297040429919037
81,,0.42841150784821475,0.015141041818193032
82,,0.4282678935387824,0.01512342275061367
83,,0.4277198366698892,0.014866424557668125
84,,0.4278460758235225,0.015019585866442817
85,,0.42770609758621875,0.014975706406723285
86,,0.4274851662707196,0.014934674054482826
87,,0.42732443542268783,0.014864892305327329
88,,0.427212928937173,0.014811181661954154
89,,0.4270389227097995,0.014768935820891902
90,,0.4268396918191962,0.014701008731438717
91,,0.42679547666052287,0.014691292191835474
92,,0.4265672826293864,0.01464401750788602
93,,0.4264651327778191,0.014645873080145774
94,,0.42638491189280786,0.014627090483167923
95,,0.42633689443661327,0.014583816686075545
96,,0.4261935970654479,0.014590741977669106
97,,0.4257250777453667,0.01433284234022847
98,,0.4255727905805038,0.014311146317923596
99,,0.425471826379472,0.01425054496600595
100,,0.42533654408772165,0.014176283447666053
101,,0.4252622858580091,0.014382400168788048
102,,0.4251235738572741,0.01407896294677807
103,,0.4249243991508005,0.013959179754364575
104,,0.42481010447077916,0.013888037860442912
105,,0.42472421839791497,0.013881817771767332
106,,0.42461618377753535,0.013815135423143415
107,,0.4244990733966677,0.013763510500721502
108,,0.4243443865165453,0.014209523644523839
109,,0.4243879507259864,0.013700248865891147
110,,0.4242707538833989,0.013716924751565347
111,,0.4241704619283149,0.013639069208701152
112,,0.42405912224702613,0.013552127431715494
113,,0.42394104266976335,0.013553027323292844
114,,0.423811275452949,0.013503162899227646
115,,0.42374348830176706,0.013482461937791748
116,,0.4236660711568403,0.013437741609437271
117,,0.42353694959969357,0.013419867882211937
118,,0.423372467395825,0.0133962262264561
119,,0.4232686638963628,0.013362680488958256
120,,0.4231524504824914,0.013348022810011479
121,,0.423089565531194,0.013339937431537064
122,,0.4227540715807044,0.013774004329594637
123,,0.4228767737622478,0.013286140581811736
124,,0.4225504896302246,0.013736644128437276
125,,0.42260912908233395,0.013184737195196364
126,,0.4224758843045298,0.013193967778377223
127,,0.4223910622231032,0.01318364086269095
128,,0.4222056576654834,0.013242102936521363
129,,0.4221118394681025,0.013197231877283944
130,,0.4220023561316212,0.013137980782709375
131,,0.42194365083506685,0.013113279491004265
132,,0.4218235778312212,0.013114402608037977
133,,0.4217755398121588,0.013096336736840344
134,,0.42164692089993794,0.013085885584764628
135,,0.42148861782834046,0.013053420050806943
136,,0.42136480067886006,0.013060736604974072
137,,0.4213355024395501,0.013351888567351365
138,,0.4212108296186359,0.013010292015791455
139,,0.421188355680835,0.012990385081764732
140,,0.42113893840684524,0.01296065469852124
141,,0.42102305043524074,0.012924524698224832
142,,0.420912756996493,0.012931619143614341
143,,0.42076717983309475,0.012935288125444188
144,,0.4206477465681332,0.012914722557742144
145,,0.4205382685922185,0.012909598171820148
146,,0.4204764808539612,0.012866866635486623
147,,0.42035447475324583,0.012820471436356177
148,,0.4202697538009739,0.012805175315086254
149,,0.4202478813550268,0.012803827198118652
150,,0.4202081809068374,0.013116371753888445
151,,0.4200298656110145,0.012782295021905822
152,,0.42001932263294073,0.012774559919622053
153,,0.4198326618010449,0.012976001230702684
154,,0.41994761843204975,0.012735748958625965
155,,0.4196517991226038,0.012989219497971157
156,,0.41979673903414283,0.012641388552277826
157,,0.41963617334651715,0.012619375122645047
158,,0.41961881196463713,0.01261646373892687
159,,0.419284061405757,0.012847010363390218
160,,0.4194342163267479,0.012591964412848933
161,,0.4193741240633359,0.012579505362282192
162,,0.41932637585493915,0.012561423913908538
163,,0.41898951951147595,0.012743688648493715
164,,0.41918201569696406,0.012495980095622392
165,,0.4191406022935548,0.012472767869469532
166,,0.4187189500115748,0.012613234301623885
167,,0.41899308508967714,0.012445681949601405
168,,0.418953068496507,0.012438162392713416
169,,0.4189018908236199,0.01240386462569382
170,,0.418363866913483,0.012481754503066687
171,,0.41870169840584265,0.012337742358230964
172,,0.4186482762164769,0.012331037816539204
173,,0.41855763538300167,0.012298694448689348
174,,0.4185013694564947,0.0122532462443639
175,,0.4183660479492492,0.012177682535614633
176,,0.4182561230988863,0.01217358911033678
177,,0.4179776658893322,0.012372673080435291
178,,0.4181121380959277,0.012174219031260036
179,,0.4180610340828191,0.012149703734682507
180,,0.41760234726355544,0.012232222804802505
181,,0.41793933542904654,0.01213558626677417
182,,0.4179027374103843,0.012139818109384965
183,,0.41789265618671084,0.012144508037909951
184,,0.41726438457042997,0.012059518484471744
185,,0.417678705091519,0.012117711350818797
186,,0.4176502896371903,0.012121385556590333
187,,0.4175702832351813,0.012114590380306168
188,,0.417555359562456,0.012105381245196266
189,,0.4174754546136201,0.012095251116998336
190,,0.4168083519464558,0.01193943008599461
191,,0.417407836042841,0.012046049842131165
192,,0.4173705041862515,0.012009834609214542
193,,0.41732782088714865,0.011998941820234376
194,,0.41645879323741614,0.01177789677197703
195,,0.41721577749420957,0.012001553693546354
196,,0.4163327743110777,0.011753630854401233
197,,0.416303231704658,0.011709954900140063
198,,0.4169610086540698,0.011934750836011051
