,n,rmsd_avg_0+rmsd_avg_1_mean,rmsd_avg_0+rmsd_avg_1_std
1,,0.16902708775240868,0.004401327300508385
2,,0.16676943897192495,0.002951694132092594
3,,0.16569320782123925,0.0025756612055978312
4,,0.16504962786266456,0.002308736357561819
5,,0.16469968394259735,0.002162641120094622
6,,0.16435240180034166,0.0020795441238046944
7,,0.16397468589162414,0.0020220481175847924
8,,0.16374298382422314,0.0019368242186870062
9,,0.1635567159790231,0.0018637448708326112
10,,0.16339896278084454,0.0017973792241058604
11,,0.16325734421026303,0.0017681745120608078
12,,0.1631264238455072,0.0017389055850482375
13,,0.16300090403219825,0.0017132272060240638
14,,0.16289611795624137,0.0016995289190091755
15,,0.16280005978960738,0.0016910058699496331
16,,0.16271553550124973,0.0016549875105005424
17,,0.16261906101642587,0.0016262134513217372
18,,0.16249810145330085,0.0015904708629990905
19,,0.1624269073806919,0.0015690253009230193
20,,0.16236255982346146,0.0015481653279858993
21,,0.16229449724294578,0.00152989482024514
22,,0.16223218606566658,0.0015197598757220841
23,,0.16217256023183108,0.0014916122790868272
24,,0.16209019628390414,0.0014705140150549126
25,,0.16203437224706307,0.001450365246547611
26,,0.16197570124645252,0.0014278841852869491
27,,0.16192113461947769,0.0014108126821578961
28,,0.1618656659923456,0.0013869660962151098
29,,0.16181404300568056,0.0013822503876062264
30,,0.16177133525737486,0.0013606192383225947
31,,0.1617164072084478,0.0013450651465009887
32,,0.1616772192016306,0.0013326251856272478
33,,0.16164638240640247,0.0013293419115752879
34,,0.16160307784712613,0.001316739984501282
35,,0.16156969658986292,0.0013089334755003968
36,,0.1615421923759324,0.0012909273235235535
37,,0.16150804602910346,0.001278173662961898
38,,0.16147342283839602,0.001275667747910281
39,,0.16143832643415607,0.0012810868224383423
40,,0.1613933014565065,0.001268427296349956
41,,0.16137267161518432,0.001262545090663741
42,,0.1613526443818451,0.0012535610098587874
43,,0.16132027021263126,0.0012456294645761595
44,,0.16129259232295515,0.0012351087715484514
45,,0.16126974870560226,0.001214961640254081
46,,0.16124579664916489,0.001208350051844355
47,,0.16120999886598875,0.0011901654904166697
48,,0.16118139359783734,0.0011852807709536717
49,,0.16116195035853018,0.0011792474593843374
50,,0.16113450248511285,0.0011671564613290393
51,,0.161119147157542,0.0011619590539272652
52,,0.1610942434452885,0.001152294980382601
53,,0.161073598990979,0.00114613219502396
