,n,rmsd_avg_0+rmsd_avg_1_mean,rmsd_avg_0+rmsd_avg_1_std
1,,0.1732365240461833,0.007262975115100308
2,,0.1694952368577469,0.00445076969995673
3,,0.16790847377364107,0.0032872409420346624
4,,0.16708156906354177,0.0028835324694183036
5,,0.1664532977394754,0.002645844966788714
6,,0.16604705686592297,0.002520923402995867
7,,0.1657537035115629,0.0023963142548158517
8,,0.16553003281119297,0.002334531304844506
9,,0.1653073577042536,0.0022748823948839703
10,,0.16511747630924445,0.0021948525234945734
11,,0.1649357722167942,0.002153063469081295
12,,0.16477834379405018,0.002099749674095233
13,,0.16463790017204336,0.0020757766641719497
14,,0.1645501093240503,0.002039549065022349
15,,0.16441394851426558,0.0019965619109285756
16,,0.1643281642361384,0.0019760824688960436
17,,0.16421683386790586,0.0019554580629254836
18,,0.16413202211732147,0.0018884919658940448
19,,0.16403467664154814,0.0018609884968939802
20,,0.1639317820874167,0.0018552573076435776
21,,0.1638520525809744,0.0018180983284945716
22,,0.16377819737209046,0.0018135707155273017
23,,0.16370113005435954,0.001810661491678529
24,,0.16366576517076148,0.0017937899195916052
25,,0.16360396896765445,0.0017801951663221486
26,,0.16354996104480704,0.0017742026637609263
27,,0.1634939704229715,0.0017655090401449062
28,,0.16342720586048495,0.001770280359037529
29,,0.16337101199068607,0.0017662277932862917
30,,0.16331073834718215,0.0017803310041970511
31,,0.1632619689819897,0.0017700907988100463
32,,0.16322598274786423,0.0017529936771679983
33,,0.16317928852184785,0.001728653939808919
34,,0.16313614683976022,0.0017246074837317387
35,,0.16309849959014838,0.0017044159272029398
36,,0.1630698394684514,0.0017046342591957757
37,,0.1630362349267866,0.0017026149865610135
38,,0.16300484597326115,0.0016962542638284147
39,,0.16296104257797636,0.0017037190343211826
40,,0.16293902225144516,0.001698281954899021
41,,0.16290037768139226,0.001692183503264818
42,,0.16287725744272963,0.0016764279718159206
43,,0.16284469663817738,0.0016726014498816884
44,,0.162813544997383,0.001686900350960603
45,,0.16279686047265013,0.0016865361789522326
46,,0.16277532369915987,0.0016870054476382506
47,,0.16275113298504768,0.0016827829582900162
48,,0.1627215690145879,0.0016778954233254483
49,,0.162683189635177,0.0016769585201454938
50,,0.16266267953701116,0.0016731610156374987
51,,0.16264540381238154,0.0016598318636241664
52,,0.16262628953557487,0.001649340875178176
53,,0.16259752601002578,0.0016488695674912
54,,0.16256950182324933,0.0016411566207285948
55,,0.16254068661788618,0.0016315662052259305
56,,0.16251273220148515,0.0016210002178992662
57,,0.162487767512545,0.001627664606480319
58,,0.1624567911905829,0.001636970103213904
59,,0.16243704373649542,0.0016302787672980788
60,,0.16242312939067147,0.0016192019114140987
61,,0.16239774179702793,0.001618137238123439
62,,0.16236497580437573,0.001615722841253223
63,,0.16235704119839853,0.0016108093750439485
64,,0.1623372056849948,0.001611350296400229
65,,0.16232053014160533,0.001611485753640776
66,,0.16230685699561895,0.001606382960389192
67,,0.16229385050210754,0.0016028598764231037
68,,0.16224113550101854,0.001614137342730018
69,,0.16222835160804983,0.0016090809810777164
70,,0.16220298869518623,0.001604536329072993
71,,0.1621855383351728,0.00160536804724371
72,,0.1621565255889335,0.0016015939274944232
73,,0.16213899570085025,0.0016056675081703234
74,,0.16212950758684955,0.0015999373272395066
75,,0.16211324124422222,0.0015947071326768711
76,,0.1620983460070925,0.001601203364395838
77,,0.16209012914403464,0.0015994122458779334
78,,0.16206570103536969,0.001602054573386708
79,,0.16204895848623097,0.0016056436780549624
80,,0.16204135564797778,0.001604088522389326
81,,0.16200494852466835,0.0016041139728430688
82,,0.1619882813235567,0.0016074324556332885
83,,0.16197300317049626,0.0016022449689125887
84,,0.16195873209294792,0.0016019352839698794
85,,0.16193290790296638,0.0016125605469907512
86,,0.16190209476945247,0.001623594157956849
87,,0.1618829952448888,0.0016211446200402508
88,,0.16187861326191377,0.0016188798964463368
89,,0.16186675615033846,0.001614486676512431
90,,0.16184038797155673,0.0016165716422274481
91,,0.16182603466257395,0.0016202272216336588
92,,0.16180870883533444,0.0016171541512207347
93,,0.16179550514864477,0.001620179779628744
94,,0.16178535759968202,0.0016222552089066348
95,,0.1617720307731729,0.001628227141395168
96,,0.16175490215388455,0.0016363956966199695
97,,0.1617439668818742,0.0016158590919086273
98,,0.16172858884672492,0.0016203588399189082
99,,0.1617158791824868,0.0016121764573916433
100,,0.1617122359353366,0.0016125062590493372
101,,0.16170191564089026,0.0016080672160595586
102,,0.16169115792042685,0.0016025128660317185
103,,0.16167488282579226,0.0016020641308436845
104,,0.16166837878289403,0.0015977561249879107
105,,0.16164641676424574,0.0015997070635040554
106,,0.1616266945352948,0.0016029262876629624
107,,0.16161666374688247,0.0016032735583980048
108,,0.16160170988957756,0.0015992802677568332
109,,0.1615849947707027,0.0016001359065910008
110,,0.16156889507122937,0.0016027604731013664
111,,0.1615541057874579,0.001598748694480415
112,,0.16153412380517587,0.0015986530036481152
113,,0.16152812999082106,0.001596255047239407
114,,0.16151712053154754,0.0015963406250168928
115,,0.16150681043185042,0.0015932620944819247
116,,0.16149149346995595,0.0015943468279898173
117,,0.1614742664707879,0.0015887354199667118
118,,0.16146626238826006,0.0015862115409695664
119,,0.16146023817264932,0.0015798299445237203
120,,0.16144417321208931,0.0015808275912934226
121,,0.161432746562572,0.0015756101229640644
122,,0.16142006522774752,0.0015750704063666422
123,,0.16140800509337155,0.0015796174652658631
124,,0.16138793805033602,0.0015732712779544728
125,,0.16138058906390862,0.0015742193436331018
126,,0.16137318546885654,0.0015685902443907398
127,,0.16136121864384484,0.001570747550856972
128,,0.16134981292532297,0.001568687837288821
129,,0.16133473848700294,0.0015681071499736496
130,,0.16132387325844513,0.0015680565314905757
131,,0.16130676967658014,0.0015701465557237733
132,,0.16129108864321223,0.0015698733829065349
133,,0.16127729463962906,0.0015749126217989308
134,,0.16127439386370004,0.0015707712405463674
135,,0.1612593966814621,0.0015714453560608207
136,,0.16125294266980839,0.0015679139291169008
137,,0.16124434066486085,0.0015700165502452413
138,,0.16123271354902144,0.0015665206086619707
139,,0.1612227070735003,0.0015656622381197984
140,,0.16121555022861656,0.0015626631318860188
141,,0.16120511190309944,0.001561439710370973
142,,0.1611887374557004,0.0015535458307660835
143,,0.16118370208719157,0.0015518735996267587
144,,0.16117734733364333,0.0015492467733816684
145,,0.1611661053375628,0.0015521876244178406
146,,0.1611509960519782,0.0015528232358051565
147,,0.16114423681463105,0.00155054343654416
148,,0.16113474298760266,0.0015543034194494777
149,,0.1611260536624,0.0015501813711204509
150,,0.1611225841721463,0.0015482405176482697
151,,0.1611128638898769,0.0015468491138119545
152,,0.1611062358892397,0.0015485908417302073
153,,0.1610945831961522,0.0015497875336040196
154,,0.1610814805247013,0.0015508667548962394
155,,0.16107293852379656,0.0015502801942911288
156,,0.16107098968450587,0.0015498246853994158
157,,0.16105928776333361,0.0015474408646894374
158,,0.16104854647168626,0.0015462651776918768
159,,0.16104172406751321,0.0015418629278029711
160,,0.16102495598256256,0.001545882736820249
161,,0.16102311037066766,0.001543467004765645
162,,0.1610124268971237,0.0015405262381417806
163,,0.1610034642070014,0.0015409540644926805
164,,0.1610003771559536,0.0015395879039335617
165,,0.160996135322701,0.001536918071698102
166,,0.1609960241940936,0.001536736585157877
167,,0.1609901089231273,0.0015353546445035957
168,,0.1609867756814716,0.0015349486544057446
169,,0.16097880742134146,0.0015345133187611311
170,,0.160957703059261,0.0015250202940584872
171,,0.1609553521788305,0.00152185455812117
172,,0.16094982664641905,0.0015204466079699825
173,,0.16094561831855003,0.0015187491113686671
174,,0.16094269586992696,0.0015200415443930937
175,,0.1609331936636618,0.0015190462130419606
176,,0.16091873835914283,0.0015180625446930393
177,,0.16091621099441855,0.0015149346145758736
178,,0.16090763589493928,0.0015125659590613063
179,,0.160896845595904,0.0015156974569660862
180,,0.1608935136533512,0.001513227209844465
181,,0.16088679657061453,0.0015141943437612174
182,,0.16088060263596443,0.0015142179761471277
183,,0.16087645737450673,0.0015143130217315345
184,,0.16087055670245026,0.001514339662259589
185,,0.16086391210472464,0.0015155371490243135
186,,0.16085912804319064,0.0015129973228908372
187,,0.16083928331892997,0.0015100911821218361
188,,0.16083696001494058,0.0015118549284023845
189,,0.16082732493595217,0.0015092742668074502
190,,0.16082117180225758,0.0015093486734328095
191,,0.1608897217078592,0.0014943928189285768
192,,0.16081517422273778,0.0015053725534505777
193,,0.16087595503711163,0.0014940939781410546
194,,0.16085909725882142,0.001499238660817791
195,,0.16085846187876104,0.0014991717750955581
196,,0.16085380345766082,0.0014958450668769694
197,,0.16085044821755345,0.0014933470267977028
198,,0.1608414259529073,0.0014979294106214887
199,,0.16084070506987366,0.0014973774204372042
200,,0.16083395689209015,0.0014969286794992373
201,,0.16077509308212115,0.0014949905691969236
202,,0.16081706375161636,0.0014992485166393636
203,,0.1608094970377195,0.0014985555258326352
204,,0.16080783881150582,0.0014982149949825747
