,xray_native_3_0,pdb,ff,w_1_native_3_0,r_work_native_3_0,rmsd,w_0_native_3_0,r_free_native_3_0,rmsd_native_3_0,out_id
0,4.341101620438221,/wynton/group/sali/mhancock/xray/sample_bench/out/273_native_3_wxray_ref/5/output_807/pdbs/26.pdb,24134.07276963245,0.206714459813389,0.2151644059024716,,0.7932855401866109,0.2392127162871844,,807
1,4.340954787149247,/wynton/group/sali/mhancock/xray/sample_bench/out/273_native_3_wxray_ref/5/output_646/pdbs/10.pdb,27653.725534314988,0.9056232857649356,0.2145359803752874,,0.0943767142350643,0.2384314083170146,,646
2,4.223954120078356,/wynton/group/sali/mhancock/xray/sample_bench/out/273_native_3_wxray_ref/5/output_824/pdbs/2.pdb,13000.54145894013,0.1491394285915325,0.1797695831505805,,0.8508605714084675,0.2169356206322812,,824
3,4.266260029173536,/wynton/group/sali/mhancock/xray/sample_bench/out/273_native_3_wxray_ref/5/output_575/pdbs/418.pdb,24951.579122158462,0.8871755782494727,0.2095985360561862,,0.1128244217505272,0.261806175485676,,575
4,4.401628363344965,/wynton/group/sali/mhancock/xray/sample_bench/out/273_native_3_wxray_ref/5/output_508/pdbs/0.pdb,6797.397929077633,0.1439577721986666,0.2068969107937311,,0.8560422278013332,0.2258767161794488,,508
5,3.967373126093491,/wynton/group/sali/mhancock/xray/sample_bench/out/273_native_3_wxray_ref/5/output_795/pdbs/395.pdb,19500.14041496302,0.4670525423261522,0.1446510805070447,,0.5329474576738479,0.1628279193614269,,795
6,4.266461849624436,/wynton/group/sali/mhancock/xray/sample_bench/out/273_native_3_wxray_ref/5/output_513/pdbs/364.pdb,20006.0603722774,0.1128837270548819,0.2075632055194362,,0.887116272945118,0.2469134450515119,,513
7,4.304181899096396,/wynton/group/sali/mhancock/xray/sample_bench/out/273_native_3_wxray_ref/5/output_77/pdbs/15.pdb,26883.578345365742,0.935997967039488,0.2137195259831629,,0.0640020329605119,0.2386828699315905,,77
8,3.94111112673218,/wynton/group/sali/mhancock/xray/sample_bench/out/273_native_3_wxray_ref/5/output_528/pdbs/497.pdb,14472.326157712396,0.4131309177814606,0.1430669430304985,,0.5868690822185393,0.159556835346867,,528
9,3.9413865798133942,/wynton/group/sali/mhancock/xray/sample_bench/out/273_native_3_wxray_ref/5/output_113/pdbs/396.pdb,20547.23201228704,0.4543182181093037,0.1370684719504687,,0.5456817818906963,0.1579504750293539,,113
10,4.175134529952211,/wynton/group/sali/mhancock/xray/sample_bench/out/273_native_3_wxray_ref/5/output_857/pdbs/420.pdb,25310.77899170159,0.67322683463265,0.1810625735648574,,0.3267731653673501,0.2043202006685329,,857
11,3.96140031300834,/wynton/group/sali/mhancock/xray/sample_bench/out/273_native_3_wxray_ref/5/output_577/pdbs/495.pdb,23029.23795174148,0.5166857529637388,0.1438335363305911,,0.4833142470362613,0.1657892765407897,,577
12,4.178255180959622,/wynton/group/sali/mhancock/xray/sample_bench/out/273_native_3_wxray_ref/5/output_454/pdbs/238.pdb,17472.080275666725,0.3053062125016677,0.18507161653024,,0.6946937874983322,0.2115937081927324,,454
13,4.006426579702415,/wynton/group/sali/mhancock/xray/sample_bench/out/273_native_3_wxray_ref/5/output_642/pdbs/393.pdb,16632.397683527935,0.6619922502165546,0.1545791645014002,,0.3380077497834453,0.1745783563136786,,642
14,4.301961116904993,/wynton/group/sali/mhancock/xray/sample_bench/out/273_native_3_wxray_ref/5/output_506/pdbs/47.pdb,21015.588006673373,0.2447928149020624,0.2106525164169014,,0.7552071850979375,0.2410703081509552,,506
15,3.98005281072227,/wynton/group/sali/mhancock/xray/sample_bench/out/273_native_3_wxray_ref/5/output_389/pdbs/458.pdb,19651.60083397613,0.5720296117241185,0.1462780210350661,,0.4279703882758816,0.1614874575800028,,389
16,4.176119397399797,/wynton/group/sali/mhancock/xray/sample_bench/out/273_native_3_wxray_ref/5/output_756/pdbs/248.pdb,20379.69844429097,0.3176337847203337,0.1817838677716343,,0.6823662152796662,0.2018705262082645,,756
17,3.9053087340922272,/wynton/group/sali/mhancock/xray/sample_bench/out/273_native_3_wxray_ref/5/output_49/pdbs/374.pdb,19879.45932858673,0.5948190683583976,0.1375056496257949,,0.4051809316416023,0.1559868822224197,,49
18,3.9072403070378985,/wynton/group/sali/mhancock/xray/sample_bench/out/273_native_3_wxray_ref/5/output_247/pdbs/389.pdb,18289.488895683317,0.5266343681641386,0.1350080066581827,,0.4733656318358614,0.1544578507445222,,247
19,3.917747713474106,/wynton/group/sali/mhancock/xray/sample_bench/out/273_native_3_wxray_ref/5/output_833/pdbs/428.pdb,19780.975265517263,0.3990252752341325,0.1368601448474308,,0.6009747247658676,0.161475494599069,,833
20,4.106160584609997,/wynton/group/sali/mhancock/xray/sample_bench/out/273_native_3_wxray_ref/5/output_235/pdbs/393.pdb,22371.510876704284,0.3539456467563601,0.169995017617844,,0.6460543532436399,0.1878754144893084,,235
21,4.391980424689353,/wynton/group/sali/mhancock/xray/sample_bench/out/273_native_3_wxray_ref/5/output_201/pdbs/22.pdb,22933.14513364364,0.7794292859227805,0.222035252164597,,0.2205707140772195,0.2592507889274636,,201
22,4.221531229914556,/wynton/group/sali/mhancock/xray/sample_bench/out/273_native_3_wxray_ref/5/output_774/pdbs/491.pdb,32015.616757180247,0.0873810567570988,0.2051583650004323,,0.9126189432429012,0.2536983631673285,,774
23,4.284417657125034,/wynton/group/sali/mhancock/xray/sample_bench/out/273_native_3_wxray_ref/5/output_955/pdbs/22.pdb,23375.84598648932,0.927884445036698,0.2098852609344022,,0.072115554963302,0.2458423405950622,,955
24,4.1441686437300085,/wynton/group/sali/mhancock/xray/sample_bench/out/273_native_3_wxray_ref/5/output_234/pdbs/344.pdb,19725.28485641138,0.6818695741987925,0.1776657792362394,,0.3181304258012075,0.1983866863342715,,234
25,4.019328307299684,/wynton/group/sali/mhancock/xray/sample_bench/out/273_native_3_wxray_ref/5/output_678/pdbs/392.pdb,13351.903310947266,0.5891970425373068,0.1502288229424978,,0.4108029574626932,0.1723029250853954,,678
26,4.203117049618492,/wynton/group/sali/mhancock/xray/sample_bench/out/273_native_3_wxray_ref/5/output_961/pdbs/488.pdb,24252.118814981997,0.0487855200417168,0.1978090273270921,,0.9512144799582832,0.2408579672263416,,961
