,rmsd,w_1_native_3_0,w_1_native_3_1,ff,xray_native_3_0,r_free_native_3_1,r_work_native_3_1,r_work_native_3_0,rmsd_native_3_0,w_0_native_3_0,r_free_native_3_0,w_0_native_3_1,xray_native_3_1,pdb,r_free_native_3_0+r_free_native_3_1,rmsd_native_3_1,out_id
0,,0.4854972794240375,0.3940852757328839,19381.04493850017,4.134398504167716,0.1795799136741423,0.1661572396350944,0.1613274585459348,,0.5145027205759625,0.176396018889099,0.6059147242671161,4.168000899787204,/wynton/group/sali/mhancock/xray/sample_bench/out/273_native_3_wxray_ref/2/output_807/pdbs/299.pdb,0.35597593256324134,,807
1,,0.5923588591959256,0.5826063405905266,21453.76197192641,4.16528631697974,0.1905629530251641,0.1734399658243185,0.1683607495747174,,0.4076411408040744,0.1917342623716544,0.4173936594094733,4.195813563571544,/wynton/group/sali/mhancock/xray/sample_bench/out/273_native_3_wxray_ref/2/output_646/pdbs/419.pdb,0.3822972153968185,,646
2,,0.2740573595174446,0.6197771774711545,18443.53742475642,4.013697865771677,0.184138365761504,0.1690083299685803,0.1514446183894272,,0.7259426404825553,0.1632967708634186,0.3802228225288455,4.16726044421866,/wynton/group/sali/mhancock/xray/sample_bench/out/273_native_3_wxray_ref/2/output_824/pdbs/384.pdb,0.3474351366249226,,824
3,,0.446178772164675,0.4965784259707803,17634.46236610948,4.097594433229433,0.1818475007748325,0.1673792637537941,0.1580320533542079,,0.5538212278353251,0.1767641398061716,0.5034215740292197,4.177047907792849,/wynton/group/sali/mhancock/xray/sample_bench/out/273_native_3_wxray_ref/2/output_575/pdbs/379.pdb,0.3586116405810041,,575
4,,0.3211084770367035,0.9648311525586436,15695.04271368282,3.945887582940654,0.1568982337660737,0.1504319885584334,0.1349197236273744,,0.6788915229632965,0.1434655093443236,0.0351688474413563,4.064672583288865,/wynton/group/sali/mhancock/xray/sample_bench/out/273_native_3_wxray_ref/2/output_508/pdbs/482.pdb,0.30036374311039726,,508
5,,0.5520598141016981,0.4988707391817658,13544.155907888053,4.110854768700461,0.1865620146251468,0.1716090993841316,0.1596824705631297,,0.4479401858983018,0.1722267310194121,0.5011292608182342,4.214044945927153,/wynton/group/sali/mhancock/xray/sample_bench/out/273_native_3_wxray_ref/2/output_795/pdbs/404.pdb,0.35878874564455887,,795
6,,0.6375849977239251,0.5384329084025148,14342.502225958588,4.050731710426232,0.1822296447047603,0.1705537902351531,0.152387621195246,,0.3624150022760749,0.1662217087107884,0.4615670915974852,4.178733550268425,/wynton/group/sali/mhancock/xray/sample_bench/out/273_native_3_wxray_ref/2/output_513/pdbs/494.pdb,0.34845135341554867,,513
7,,0.5350708404378652,0.330588224560328,16094.4643213747,4.111852003000195,0.156243825390087,0.148122558308634,0.1590531686730874,,0.4649291595621348,0.1719452631767827,0.6694117754396719,4.037277779315115,/wynton/group/sali/mhancock/xray/sample_bench/out/273_native_3_wxray_ref/2/output_77/pdbs/409.pdb,0.3281890885668697,,77
8,,0.127427713712833,0.8151314262520266,12330.82706839342,4.117393712165707,0.1539189188607996,0.1451662871330572,0.1615258649629253,,0.872572286287167,0.1727043234893755,0.1848685737479734,3.980377363675119,/wynton/group/sali/mhancock/xray/sample_bench/out/273_native_3_wxray_ref/2/output_528/pdbs/478.pdb,0.3266232423501751,,528
9,,0.5273425745968625,0.6355383596694222,16559.394058019556,4.212539658757577,0.1713293563503012,0.1591550185538735,0.1775479723183778,,0.4726574254031376,0.1906172664310571,0.3644616403305777,4.078905961021074,/wynton/group/sali/mhancock/xray/sample_bench/out/273_native_3_wxray_ref/2/output_113/pdbs/312.pdb,0.36194662278135825,,113
