,avg_rmsd_mean,all_traj_rmsd_mean
0,3.860567565755531,5.012702560720755
1,3.8996084231929604,4.9672669043077375
2,3.879552845742603,4.901203445923528
3,3.9262782229953235,4.9828773429948985
4,3.867425024953607,4.880211234191763
5,3.8426967932389458,4.9087965023096025
6,3.9093630654443308,4.871230888488967
7,3.969093384983212,4.921925692338236
8,3.97173461813956,4.891525159163742
9,3.9930017746383375,4.934513027463078
10,4.019358448573529,4.91282788037765
11,3.9540595457802117,4.7945882063208956
12,3.9791141581664533,4.782465831553777
13,4.011958258032107,4.928716797448762
14,4.051496598496183,4.855143602857975
15,4.012810158177592,4.775372170844141
16,3.965624599386856,4.702068345655454
17,3.9802873857251346,4.707977569328901
18,3.950473323279033,4.599903331263562
19,3.893638002878235,4.529526226118084
20,3.937012634045625,4.549285551020741
21,3.9881025745221446,4.618159242025378
22,3.904540588638373,4.498371194204479
23,3.8306371957953846,4.343516710526948
24,3.846470365221521,4.3080849574524125
25,3.7437638179733255,4.259678049799194
26,3.8339911536037823,4.354170133741508
27,3.7329236020988237,4.132501279987023
28,3.608905730745349,4.038323414388202
29,3.6379463495367914,4.049076623602148
30,3.5954296159194414,3.957066386132589
31,3.5204571007838563,3.8832238108608292
32,3.5007115131323245,3.7305355805048865
33,3.3923008676765947,3.743952789478389
34,3.309129947035071,3.5955606371593256
35,3.2877280736696224,3.5594057883724983
36,3.202566627466968,3.3619871700727537
37,3.156592857271526,3.357343273905385
38,3.0263468250291847,3.193384202307205
39,3.0090964560761533,3.251936366990445
40,2.823358650558173,2.943894239814972
41,2.904244694616084,2.9911858627179333
42,2.7018209255777204,2.856230034628055
43,2.727277910934957,2.893338825350594
44,2.4978606252643027,2.623629137872662
45,2.4176562171797724,2.491706570311422
46,2.4627310565515907,2.5512282789754415
47,2.2453972702976075,2.392388771659034
48,1.9602265726930954,2.0804528128187414
49,2.1139225049528063,2.212397913409068
50,3.839180464215177,5.227660351430753
51,3.568028675680442,3.948123661475902
52,1.9571135274210862,1.9803290762591377
53,1.2150652587395838,1.2330512111335892
54,0.9341684615551924,0.9520105287761709
55,0.7815546218245052,0.8045759361592524
56,0.6290001300602994,0.6520602940003297
57,0.508424819024066,0.5407117178362832
58,0.4014051229758788,0.44645674932329815
59,0.31801975510490016,0.38426384006416114
60,0.18257788606029604,0.30751727934176826
61,10724788.651205858,13402353.720126878
62,10941374.396918362,14689732.807766942
63,10469262.568122517,14611291.722218998
64,8281828.31647098,13384077.764174147
65,13462615.32595574,15334609.640520116
66,13466315.568348411,15318671.425599549
67,10946846.887779688,15335888.565937364
68,12319335.494717434,14253951.276204329
69,12168252.420054736,33489971.862967726
70,11787284.912697325,21448258.31888421
71,13489740.01321938,22209524.17211485
72,12235828.80281086,35430847.70278887
73,14993524.996711588,24220489.898042433
74,14075942.300941,13922557.710380325
75,20063638.01816563,20562002.087986417
76,11015689.951916372,15674014.651319891
77,16121917.097036125,33072974.405558508
78,11096238.411486791,13855512.191697909
79,13149891.902572805,19150016.30877103
80,16299533.346983403,35242422.84891223
