,n,r_free_mean,r_free_std
1,0,0.2923981630474808,0.006612393044989579
2,0,0.2886097406674165,0.005715181367693926
3,0,0.28674660616484315,0.0051666066606574825
4,0,0.2856569329278066,0.004920326667188488
5,0,0.2847092269773907,0.004811326288459562
6,0,0.28398297599827405,0.004668223741008533
7,0,0.2834145992724566,0.004595416038706774
8,0,0.2829677580434338,0.0044995763860909786
9,0,0.28252323422197767,0.004386773908918386
10,0,0.2821345937082155,0.0043309642375069825
11,0,0.2817437544961266,0.004327750543732342
12,0,0.28141168985982706,0.004307985606333317
13,0,0.2811160789897804,0.004257871915423879
14,0,0.28083394278045465,0.004240573495851888
15,0,0.28061316824417054,0.004206768582643235
16,0,0.28039451284925293,0.004201941815185886
17,0,0.28017590574318857,0.004152332384332665
18,0,0.2799461389866321,0.004097021819920126
19,0,0.27970919611216005,0.004067289690801456
20,0,0.2795843167197386,0.004032584041614326
21,0,0.2794299523611304,0.004007594947472481
22,0,0.27929092642586406,0.0039553235228762095
23,0,0.2792030216150567,0.003931388122867845
24,0,0.2790687940353132,0.003914975319676556
25,0,0.2789369831617767,0.0038763144269647804
26,0,0.27877072252604307,0.0038493893529350075
27,0,0.2786310050397835,0.00380718941907903
28,0,0.27851457235088223,0.0037720675211639484
29,0,0.2784198419826753,0.003754492778929489
30,0,0.2782789877045782,0.003731745823454103
31,0,0.27814038790478945,0.003707704309329837
32,0,0.2780224363993082,0.0036819305721541113
33,0,0.27791529347838956,0.0036496121047491672
34,0,0.27783753662526667,0.0036124586098211383
35,0,0.2776715333842047,0.003605625309892738
36,0,0.27758454896115264,0.0035873614097401713
37,0,0.27752425769424427,0.0035567405529845914
38,0,0.2774450275562044,0.003538059048371945
39,0,0.2773520513610864,0.0035448520524492735
40,0,0.2772408584306537,0.003517677460223724
41,0,0.27719286298997964,0.0035131739690380218
42,0,0.277132181987023,0.0034929139482113443
43,0,0.27708284232604474,0.003484134123271928
44,0,0.2769895174468032,0.003458077666680843
45,0,0.2769193186999626,0.0034299909840030834
46,0,0.2768767309572732,0.0034077449709407673
47,0,0.27682414692574275,0.0033966274059819895
48,0,0.27675096358260837,0.003353086698245212
49,0,0.2766931304958661,0.0033488524019395925
50,0,0.2766310510953436,0.0033366157219238165
51,0,0.27657231190417303,0.0033206402461395047
52,0,0.27652685572215957,0.0032962034701343322
53,0,0.27643535982988127,0.0032764348101725267
54,0,0.27638681560101314,0.0032785196149092
55,0,0.2763446841525941,0.003247483657048725
56,0,0.27630322595429047,0.003238986347911794
57,0,0.2762385608270704,0.003228954098158613
58,0,0.2762028665361768,0.0032032213795093758
59,0,0.2761419853223406,0.0031960225503575527
60,0,0.2760881047697206,0.003184944501072484
61,0,0.27603477031196927,0.0031635373073450584
62,0,0.2759845662297642,0.0031550800596696
63,0,0.27595717964570987,0.003134941875639741
64,0,0.2759208756651724,0.003111672271153903
65,0,0.2758711648196219,0.003108474118746912
66,0,0.2758225365333208,0.003108349580364233
67,0,0.275793923522714,0.0030948943089262547
68,0,0.27574260430708664,0.0030808311390994364
69,0,0.27572115716900286,0.003076244725740632
70,0,0.27569172128983555,0.0030645681353647317
71,0,0.27566540740424766,0.0030555783581132745
72,0,0.2756338852118481,0.0030479822889240868
73,0,0.2755846695188469,0.0030530676911844877
74,0,0.2755556201484672,0.0030412581217040225
75,0,0.27552384892039494,0.0030307320165751535
76,0,0.2754548151552374,0.003014325098692852
77,0,0.2754278366546357,0.003017051912503399
78,0,0.27539378572131445,0.003006279998541071
79,0,0.2753491757657124,0.002991777153078817
80,0,0.27531624273515765,0.0029764716853015417
81,0,0.2752897115210866,0.0029594802746803197
82,0,0.27526843320735234,0.0029506428195058935
83,0,0.27522746078427635,0.0029254963504045583
84,0,0.2751909961589313,0.0029226120195214576
85,0,0.275144136258002,0.002904841429321177
86,0,0.27509829989860274,0.00287756458735734
87,0,0.2750713606401778,0.00287974574485725
88,0,0.27504326729007034,0.0028641768133517635
89,0,0.2750020587679843,0.0028427760872347502
90,0,0.27497355388192457,0.002839250550836722
91,0,0.2749426522069085,0.002827017977014703
92,0,0.2749251702891842,0.002821046893013257
93,0,0.27488498566908504,0.0028096486795864454
94,0,0.2748600879970918,0.002789817905131468
95,0,0.2748400207768188,0.002773784042656472
96,0,0.2747923780667535,0.002743644878144758
97,0,0.27475638463945296,0.002724741007616029
98,0,0.274721723700218,0.002719878657770253
99,0,0.2747065879340838,0.0027203119487675307
