,N,J,w_xray,r_free_7mhf,rmsd,r_work_7mhf,xray_7mhf,r_free_7mhg,r_work_7mhg,xray_7mhg,ff,pdb,w_0_7mhf,w_0_7mhg,w_1_7mhf,w_1_7mhg,cif_0,cif_1,r_free_7mhh,r_work_7mhh,xray_7mhh,w_0_7mhh,w_1_7mhh,r_free_7mhi,r_work_7mhi,xray_7mhi,w_0_7mhi,w_1_7mhi,r_free_7mhj,r_work_7mhj,xray_7mhj,w_0_7mhj,w_1_7mhj,r_free_7mhk,r_work_7mhk,xray_7mhk,w_0_7mhk,w_1_7mhk
10,2.0,2.0,1.0,,0.5024481492180171,,,0.2289733966657825,0.1889126702234909,5.045976849153701,3819.053611078408,/wynton/group/sali/mhancock/xray/sample_bench/out/283_2_cond_phenix_ref/5/output_458/pdbs/6_7mhg.pdb,,0.4658953853402559,,0.5341046146597441,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhg.cif,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhh.cif,,,,0.0146008396922453,0.9853991603077548,,,,,,,,,,,,,,,
11,2.0,2.0,1.0,,0.5195252775109197,,,,,,2608.0836355393844,/wynton/group/sali/mhancock/xray/sample_bench/out/283_2_cond_phenix_ref/5/output_540/pdbs/109_7mhh.pdb,,0.6644208819320113,,0.3355791180679886,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhg.cif,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhh.cif,0.2521719096208323,0.1807804246701727,5.661072211533869,0.3492867151364984,0.6507132848635016,,,,,,,,,,,,,,,
12,2.0,2.0,1.0,,0.9274425597342476,,,0.2275336629302281,0.1866723929546441,5.034985959049167,3889.751600618127,/wynton/group/sali/mhancock/xray/sample_bench/out/283_2_cond_phenix_ref/6/output_806/pdbs/234_7mhg.pdb,,0.3936864656041944,,0.6063135343958055,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhg.cif,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhi.cif,,,,,,,,,0.9547309944538312,0.0452690055461688,,,,,,,,,,
13,2.0,2.0,1.0,,0.4488297450465224,,,,,,2664.131664457955,/wynton/group/sali/mhancock/xray/sample_bench/out/283_2_cond_phenix_ref/6/output_901/pdbs/8_7mhi.pdb,,0.4340267584071144,,0.5659732415928855,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhg.cif,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhi.cif,,,,,,0.2311104468007531,0.1818620983692271,5.10394190952544,0.4922776887693097,0.5077223112306903,,,,,,,,,,
14,2.0,2.0,1.0,,0.5188632605085889,,,0.2288981493174111,0.1871473899583282,5.039389081519984,4377.225506182849,/wynton/group/sali/mhancock/xray/sample_bench/out/283_2_cond_phenix_ref/7/output_807/pdbs/5_7mhg.pdb,,0.4525396376704255,,0.5474603623295744,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhg.cif,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhj.cif,,,,,,,,,,,,,,0.9837078459370688,0.0162921540629312,,,,,
15,2.0,2.0,1.0,,0.5174206942995666,,,,,,2377.0134168647487,/wynton/group/sali/mhancock/xray/sample_bench/out/283_2_cond_phenix_ref/7/output_11/pdbs/57_7mhj.pdb,,0.3105156753082561,,0.6894843246917439,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhg.cif,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhj.cif,,,,,,,,,,,0.2457939658916628,0.1856310600527904,5.197630931766329,0.522771672447168,0.477228327552832,,,,,
16,2.0,2.0,1.0,,2.7268292406067616,,,0.2260576613146517,0.1878552518661249,5.035709209486569,3600.972993524945,/wynton/group/sali/mhancock/xray/sample_bench/out/283_2_cond_phenix_ref/8/output_940/pdbs/250_7mhg.pdb,,0.3820725332558206,,0.6179274667441794,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhg.cif,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhk.cif,,,,,,,,,,,,,,,,,,,0.991312387260958,0.0086876127390419
17,2.0,2.0,1.0,,1.0219301313575928,,,,,,2816.78808198726,/wynton/group/sali/mhancock/xray/sample_bench/out/283_2_cond_phenix_ref/8/output_24/pdbs/239_7mhk.pdb,,0.4328065361623077,,0.5671934638376923,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhg.cif,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhk.cif,,,,,,,,,,,,,,,,0.2521640542731403,0.1905313891609142,5.095881621487495,0.5704830779179259,0.4295169220820742
18,2.0,2.0,1.0,,0.6819729246267163,,,,,,2667.8535322213384,/wynton/group/sali/mhancock/xray/sample_bench/out/283_2_cond_phenix_ref/9/output_348/pdbs/4_7mhh.pdb,,,,,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhh.cif,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhi.cif,0.2518166318556716,0.1779119838048362,5.642768018922097,0.5425588922643909,0.4574411077356091,,,,0.3102363530600699,0.6897636469399301,,,,,,,,,,
19,2.0,2.0,1.0,,0.6787801783399177,,,,,,2843.738755170428,/wynton/group/sali/mhancock/xray/sample_bench/out/283_2_cond_phenix_ref/9/output_187/pdbs/9_7mhi.pdb,,,,,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhh.cif,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhi.cif,,,,0.0455723071508042,0.9544276928491958,0.2377617788964823,0.1824623904450251,5.1140210016769405,0.4751066490642033,0.5248933509357966,,,,,,,,,,
20,2.0,2.0,1.0,,0.7598301715440299,,,,,,2567.1877797726584,/wynton/group/sali/mhancock/xray/sample_bench/out/283_2_cond_phenix_ref/10/output_2/pdbs/6_7mhh.pdb,,,,,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhh.cif,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhj.cif,0.2510955893665535,0.1805943546782182,5.665374312376775,0.2974585235719842,0.7025414764280158,,,,,,,,,0.8330789649446464,0.1669210350553536,,,,,
21,2.0,2.0,1.0,,0.6930324262699106,,,,,,2724.3656091031557,/wynton/group/sali/mhancock/xray/sample_bench/out/283_2_cond_phenix_ref/10/output_143/pdbs/11_7mhj.pdb,,,,,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhh.cif,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhj.cif,,,,0.3301190365238855,0.6698809634761145,,,,,,0.2493234776316008,0.1848648344890312,5.198521507003888,0.5185340049076212,0.4814659950923787,,,,,
22,2.0,2.0,1.0,,0.6483177293224192,,,,,,3002.7098515352563,/wynton/group/sali/mhancock/xray/sample_bench/out/283_2_cond_phenix_ref/11/output_525/pdbs/4_7mhh.pdb,,,,,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhh.cif,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhk.cif,0.2467255969957514,0.1799457328052872,5.642987916317477,0.5969556745759188,0.4030443254240812,,,,,,,,,,,,,,0.1057138867190866,0.8942861132809133
23,2.0,2.0,1.0,,0.665859606234372,,,,,,2592.400554810526,/wynton/group/sali/mhancock/xray/sample_bench/out/283_2_cond_phenix_ref/11/output_163/pdbs/17_7mhk.pdb,,,,,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhh.cif,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhk.cif,,,,0.0766249789958333,0.9233750210041668,,,,,,,,,,,0.2576993010968423,0.1970350687902128,5.101417071565768,0.4027008152446186,0.5972991847553814
24,2.0,2.0,1.0,,0.7142622332301092,,,,,,2737.7702592839564,/wynton/group/sali/mhancock/xray/sample_bench/out/283_2_cond_phenix_ref/12/output_595/pdbs/10_7mhi.pdb,,,,,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhi.cif,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhj.cif,,,,,,0.2397852412786697,0.1856703275069654,5.12344183232811,0.2727202837480818,0.7272797162519182,,,,0.912158358669282,0.0878416413307181,,,,,
25,2.0,2.0,1.0,,0.6798603598217013,,,,,,2495.167595871919,/wynton/group/sali/mhancock/xray/sample_bench/out/283_2_cond_phenix_ref/12/output_713/pdbs/10_7mhj.pdb,,,,,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhi.cif,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhj.cif,,,,,,,,,0.7305460972233091,0.2694539027766909,0.2449268158318315,0.1825902483469954,5.184134894430951,0.5205056279363821,0.479494372063618,,,,,
26,2.0,2.0,1.0,,0.6628524638260225,,,,,,2734.558842118159,/wynton/group/sali/mhancock/xray/sample_bench/out/283_2_cond_phenix_ref/13/output_888/pdbs/27_7mhi.pdb,,,,,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhi.cif,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhk.cif,,,,,,0.2346484620676374,0.1827611683430521,5.114818066679118,0.645140316685587,0.3548596833144129,,,,,,,,,0.056065696483044,0.943934303516956
27,2.0,2.0,1.0,,9.839273959505917,,,,,,2865.198645889689,/wynton/group/sali/mhancock/xray/sample_bench/out/283_2_cond_phenix_ref/13/output_610/pdbs/354_7mhk.pdb,,,,,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhi.cif,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhk.cif,,,,,,,,,0.4002624236408279,0.599737576359172,,,,,,0.2565337595343557,0.2001924611767494,5.100169511630055,0.588652318962774,0.4113476810372259
28,2.0,2.0,1.0,,0.6286278889185534,,,,,,3042.747926715603,/wynton/group/sali/mhancock/xray/sample_bench/out/283_2_cond_phenix_ref/14/output_217/pdbs/18_7mhj.pdb,,,,,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhj.cif,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhk.cif,,,,,,,,,,,0.2470943274214402,0.1811268637211804,5.189635883377122,0.4637235287619515,0.5362764712380484,,,,0.4782403080979102,0.5217596919020898
29,2.0,2.0,1.0,,3.1287342249295027,,,,,,2928.255957330962,/wynton/group/sali/mhancock/xray/sample_bench/out/283_2_cond_phenix_ref/14/output_577/pdbs/123_7mhk.pdb,,,,,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhj.cif,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhk.cif,,,,,,,,,,,,,,0.3557944108650855,0.6442055891349145,0.256860830206733,0.1933079885564955,5.083970888580733,0.4562109563827021,0.543789043617298
30,2.0,1.0,1.0,0.2243945018292291,0.2933733076267364,0.1871172333459627,5.130536314032374,,,,5460.238926732304,/wynton/group/sali/mhancock/xray/sample_bench/out/283_2_cond_phenix_ref/15/output_558/pdbs/162_7mhf.pdb,0.5121471845174038,,0.4878528154825961,,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhf.cif,,,,,,,,,,,,,,,,,,,,,
31,2.0,1.0,1.0,,0.3522846073539424,,,0.2253169128319822,0.1835635111515884,5.023843720153784,5028.08499889171,/wynton/group/sali/mhancock/xray/sample_bench/out/283_2_cond_phenix_ref/16/output_93/pdbs/27_7mhg.pdb,,0.5866258571913808,,0.4133741428086191,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhg.cif,,,,,,,,,,,,,,,,,,,,,
32,2.0,1.0,1.0,,0.7322703443501825,,,,,,3485.4449848697395,/wynton/group/sali/mhancock/xray/sample_bench/out/283_2_cond_phenix_ref/17/output_493/pdbs/5_7mhh.pdb,,,,,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhh.cif,,0.2509532658790153,0.1800577280039116,5.636381370354735,0.6561129458243834,0.3438870541756166,,,,,,,,,,,,,,,
33,2.0,1.0,1.0,,0.6790416083580242,,,,,,2899.648385394861,/wynton/group/sali/mhancock/xray/sample_bench/out/283_2_cond_phenix_ref/18/output_114/pdbs/25_7mhi.pdb,,,,,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhi.cif,,,,,,,0.2410083206580605,0.182390544805389,5.111850358458884,0.4633054685942938,0.5366945314057062,,,,,,,,,,
34,2.0,1.0,1.0,,0.7027722248864599,,,,,,2958.384708128395,/wynton/group/sali/mhancock/xray/sample_bench/out/283_2_cond_phenix_ref/19/output_942/pdbs/26_7mhj.pdb,,,,,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhj.cif,,,,,,,,,,,,0.2530043347381876,0.1867389931261014,5.197757211752995,0.3537543868433962,0.6462456131566038,,,,,
35,2.0,1.0,1.0,,0.537564138191417,,,,,,2188.389084837896,/wynton/group/sali/mhancock/xray/sample_bench/out/283_2_cond_phenix_ref/20/output_278/pdbs/3_7mhk.pdb,,,,,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhk.cif,,,,,,,,,,,,,,,,,0.2622910789392934,0.1979610597625501,5.13527686336047,0.7032042228108214,0.2967957771891787
