,xray_0+xray_1,pdb,xray_0,xray_1,r_free_0,r_free_1,w_0_0,w_0_1,w_1_0,w_1_1
0,10.793871374892538,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/130_2_cond/118668/output_1346/pdbs/376.pdb,5.391213951000115,5.402657423892423,0.2571346887765827,0.2439381651131454,0.544886401608583,0.5176407383239541,0.4551135983914171,0.482359261676046
1,10.79711223236129,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/130_2_cond/118668/output_422/pdbs/303.pdb,5.382223414544889,5.4148888178164,0.2391785399595792,0.2540947028311468,0.4738093373058599,0.5219523449682398,0.52619066269414,0.4780476550317601
2,10.797741181099177,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/130_2_cond/118668/output_1028/pdbs/275.pdb,5.388720709432279,5.409020471666897,0.2459091620213724,0.2494231330512853,0.4866521190462113,0.4742660275448425,0.5133478809537885,0.5257339724551575
3,10.797752210760251,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/130_2_cond/118668/output_1574/pdbs/424.pdb,5.380464616955585,5.417287593804667,0.2397747353318217,0.2565723427335858,0.4735791818367988,0.5105484527951896,0.5264208181632012,0.4894515472048104
4,10.79788776068048,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/130_2_cond/118668/output_422/pdbs/293.pdb,5.385256595281054,5.412631165399426,0.2439321046424026,0.2532969263713934,0.4738093373058599,0.5219523449682398,0.52619066269414,0.4780476550317601
5,10.7989041636295,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/130_2_cond/118668/output_1226/pdbs/209.pdb,5.396692993020427,5.402211170609073,0.2401583421388878,0.2457839435832757,0.4742621304266097,0.5125420083896438,0.5257378695733902,0.4874579916103562
6,10.799330425437764,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/130_2_cond/118668/output_1226/pdbs/238.pdb,5.396659174258619,5.402671251179146,0.2437862649498046,0.2485200998277422,0.4898217560631396,0.5146494904290833,0.5101782439368603,0.4853505095709166
7,10.799679195930683,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/130_2_cond/118668/output_1574/pdbs/438.pdb,5.386424358246163,5.41325483768452,0.2429387872050353,0.2560738204658359,0.4735791818367988,0.5102932212057193,0.5264208181632012,0.4897067787942809
8,10.799707531185506,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/130_2_cond/118668/output_1559/pdbs/375.pdb,5.386361595249924,5.413345935935582,0.2482570450104836,0.2546178942359155,0.5475761389043756,0.5191334086113458,0.4524238610956244,0.480866591388654
9,10.79980421549902,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/130_2_cond/118668/output_1574/pdbs/423.pdb,5.381409788511844,5.418394426987176,0.2394983249724897,0.2554609640064609,0.4735791818367988,0.5105484527951896,0.5264208181632012,0.4894515472048104
