,xray_0_min_0,xray_0_min_0_pdb,xray_0_min_0_rmsd_avg,xray_0_min_0_r_free_0
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/72_sb_4x/720736/output_0/log.csv,4.289411494321814,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/72_sb_4x/720736/output_0/pdbs/232.pdb,0.064159002088171,0.1679741844467662
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/72_sb_4x/720736/output_1/log.csv,4.353023933568454,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/72_sb_4x/720736/output_1/pdbs/188.pdb,0.0905950369232038,0.1800415035991723
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/72_sb_4x/720736/output_2/log.csv,4.360587378349197,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/72_sb_4x/720736/output_2/pdbs/176.pdb,0.0954650023946381,0.1842150579850208
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/72_sb_4x/720736/output_3/log.csv,4.381037044840626,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/72_sb_4x/720736/output_3/pdbs/186.pdb,0.1009373840973824,0.1823078978455866
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/72_sb_4x/720736/output_4/log.csv,4.383101420256506,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/72_sb_4x/720736/output_4/pdbs/215.pdb,0.0871812998394542,0.1863538092565353
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/72_sb_4x/720736/output_5/log.csv,4.382077838454889,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/72_sb_4x/720736/output_5/pdbs/126.pdb,0.0735340071792814,0.1870082133319978
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/72_sb_4x/720736/output_6/log.csv,4.333386292091088,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/72_sb_4x/720736/output_6/pdbs/209.pdb,0.0704110450158014,0.1773335937194277
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/72_sb_4x/720736/output_7/log.csv,4.332744564180939,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/72_sb_4x/720736/output_7/pdbs/207.pdb,0.0854828658175864,0.1780233810202736
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/72_sb_4x/720736/output_8/log.csv,4.390678312114707,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/72_sb_4x/720736/output_8/pdbs/263.pdb,0.0915230420648211,0.1860481389705356
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/72_sb_4x/720736/output_9/log.csv,4.428184655829203,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/72_sb_4x/720736/output_9/pdbs/180.pdb,0.1016967700261732,0.2009553609387096
