,state_id,job_id,w_xray_id,field,r_free_7mhf,ff,pdb,r_free_7mhg,r_free_7mhh,r_free_7mhi,r_free_7mhj,r_free_7mhk,w_xray,N
2501,3.0,38.0,4.0,0.6126229237747987,,234837.078164776,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J38_W4/output_2/pdbs/251.pdb,,0.1973793448156844,0.1908974095254702,,0.224346169433644,0.5,8
2513,3.0,39.0,5.0,0.6535167346975155,,3399047.861808339,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J39_W5/output_0/pdbs/161.pdb,,0.1885908545478281,,0.2012341768642611,0.2636917032854263,1.0,8
2524,3.0,40.0,5.0,0.6217803944477646,,2978857.679789601,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J40_W5/output_0/pdbs/267.pdb,,,0.1765062953060249,0.2026472680818118,0.2426268310599279,1.0,8
2534,3.0,41.0,4.0,1.0413039296715,0.3101862490118661,278202.9009467869,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J41_W4/output_3/pdbs/202.pdb,0.2958945476797917,0.2183093055016752,0.2169138274781671,,,0.5,8
2546,3.0,42.0,5.0,1.0509319568704103,0.290000797833998,7637978.9604877,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J42_W5/output_1/pdbs/279.pdb,0.3038776119696524,0.2099217698726574,,0.2471317771941026,,1.0,8
2557,3.0,43.0,5.0,1.1011038265321076,0.3196714088999739,7047392.29597686,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J43_W5/output_2/pdbs/168.pdb,0.3032687800165657,0.2390659074937793,,,0.2390977301217887,1.0,8
2568,3.0,44.0,5.0,1.0134613896988038,0.3100140293483088,7976693.75273142,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J44_W5/output_3/pdbs/271.pdb,0.3164614981032665,,0.1793331219415884,0.2076527403056401,,1.0,8
2579,3.0,45.0,5.0,1.0792988767101528,0.3153852264740695,8192702.868810149,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J45_W5/output_0/pdbs/226.pdb,0.2958216042810683,,0.2331353553326983,,0.2349566906223166,1.0,8
2589,3.0,46.0,4.0,1.1164205883407257,0.3022946204039768,291479.7562692546,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J46_W4/output_2/pdbs/167.pdb,0.2796456981192815,,,0.2759483428817383,0.2585319269357289,0.5,8
2601,3.0,47.0,5.0,0.9017186558911904,0.4135492261306014,4761182.506504512,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J47_W5/output_3/pdbs/242.pdb,,0.1658754088067993,0.1619808762074113,0.1603131447463782,,1.0,8
2611,3.0,48.0,4.0,0.9824891065634114,0.340840590723039,310564.2575784508,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J48_W4/output_3/pdbs/207.pdb,,0.2020996166128364,0.2093140760984992,,0.2302348231290368,0.5,8
2622,3.0,49.0,4.0,1.0372483911200183,0.3637709174236705,281773.39377570566,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J49_W4/output_0/pdbs/249.pdb,,0.211012644817697,,0.2197742127741051,0.242690616104546,0.5,8
2633,3.0,50.0,4.0,1.0003613657220551,0.3689178217809302,277483.8699219979,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J50_W4/output_3/pdbs/198.pdb,,,0.1920588784921844,0.2117994672409874,0.2275851982079531,0.5,8
2645,3.0,51.0,5.0,0.8549230346646896,,5160284.098391048,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J51_W5/output_1/pdbs/239.pdb,0.3676527486125931,0.1619907445167113,0.1564164601222575,0.1688630814131277,,1.0,8
2656,3.0,52.0,5.0,0.9418717510446954,,5403363.723966873,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J52_W5/output_3/pdbs/259.pdb,0.3503222885499714,0.1840454628839509,0.1880147130611796,,0.2194892865495937,1.0,8
2666,3.0,53.0,4.0,0.9892749530860018,,292550.3471384591,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J53_W4/output_3/pdbs/271.pdb,0.3223162755091788,0.2133429496697162,,0.2218757215042787,0.2317400064028281,0.5,8
2677,3.0,54.0,4.0,0.9860759159597596,,290849.3748091439,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J54_W4/output_2/pdbs/295.pdb,0.3327603702544623,,0.2005399647323058,0.215920816132843,0.2368547648401485,0.5,8
2689,3.0,55.0,5.0,0.7604487741567602,,6048588.092090184,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J55_W5/output_0/pdbs/209.pdb,,0.1734009259494384,0.1650020627089487,0.1878778258255483,0.2341679596728247,1.0,8
2700,3.0,56.0,5.0,1.1040441314233838,0.3067534985752734,9711717.469543844,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J56_W5/output_3/pdbs/261.pdb,0.3179120489067529,0.1649714202274805,0.1530878046783938,0.1613193590354831,,1.0,8
2710,3.0,57.0,4.0,1.2459834004658104,0.2989291732014235,361781.65170247806,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J57_W4/output_2/pdbs/215.pdb,0.2958300772756866,0.2180221234774949,0.2044874463644556,,0.2287145801467496,0.5,8
2721,3.0,58.0,4.0,1.3027462122168476,0.3095832268905498,359974.01125829754,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J58_W4/output_3/pdbs/179.pdb,0.2837312124723387,0.2306757558524768,,0.2368343759075238,0.2419216410939587,0.5,8
2732,3.0,59.0,4.0,1.269823398899688,0.3088140932451444,351272.3925894043,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J59_W4/output_0/pdbs/228.pdb,0.2819758965171763,,0.2054033112562771,0.226795205046462,0.2468348928346283,0.5,8
2743,3.0,60.0,4.0,1.136177510076886,0.3539746990174108,321716.20657422,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J60_W4/output_2/pdbs/277.pdb,,0.1940292322686197,0.1784726640929017,0.1974875280567897,0.2122133866411641,0.5,8
2754,3.0,61.0,4.0,1.0971713884925949,,341341.8560683786,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J61_W4/output_3/pdbs/251.pdb,0.326803716955949,0.1926882136380629,0.1709616797205237,0.1819412067759898,0.2247765714020694,0.5,8
2765,3.0,62.0,4.0,1.4265326558148086,0.3121658588711373,417673.7691239392,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N3_J62_W4/output_1/pdbs/195.pdb,0.3037066506125904,0.1996714555625738,0.1833063781302372,0.1979107973642693,0.2297715152740008,0.5,8
2777,4.0,0.0,5.0,0.320124382968403,0.320124382968403,904172.6677997068,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N4_J0_W5/output_3/pdbs/11.pdb,,,,,,1.0,16
2788,4.0,1.0,5.0,0.3127265130085857,,882373.8771260824,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N4_J1_W5/output_3/pdbs/11.pdb,0.3127265130085857,,,,,1.0,16
2799,4.0,2.0,5.0,0.3288157601215557,,1214172.290963316,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N4_J2_W5/output_3/pdbs/10.pdb,,0.3288157601215557,,,,1.0,16
2810,4.0,3.0,5.0,0.310161126187773,,1095043.5377306098,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N4_J3_W5/output_2/pdbs/11.pdb,,,0.310161126187773,,,1.0,16
2821,4.0,4.0,5.0,0.3205064144681703,,1131597.8424735533,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N4_J4_W5/output_1/pdbs/10.pdb,,,,0.3205064144681703,,1.0,16
2831,4.0,5.0,4.0,0.3492094238236762,,723425.3679035347,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N4_J5_W4/output_2/pdbs/10.pdb,,,,,0.3492094238236762,0.5,16
2843,4.0,6.0,5.0,0.5937857482298723,0.2950043407465985,1562583.9780994516,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N4_J6_W5/output_4/pdbs/10.pdb,0.2987814074832738,,,,,1.0,16
2853,4.0,7.0,4.0,0.6477372684185569,0.3397432226080443,766182.8682856753,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N4_J7_W4/output_2/pdbs/13.pdb,,0.3079940458105127,,,,0.5,16
2864,4.0,8.0,4.0,0.6482670441169607,0.3500885628886922,738279.9737228005,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N4_J8_W4/output_4/pdbs/48.pdb,,,0.2981784812282685,,,0.5,16
2875,4.0,9.0,4.0,0.6752695821429702,0.3622734462560233,796993.0629233521,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N4_J9_W4/output_3/pdbs/271.pdb,,,,0.3129961358869469,,0.5,16
2886,4.0,10.0,4.0,0.666995835459057,0.3424494409673405,774651.6691885131,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N4_J10_W4/output_1/pdbs/13.pdb,,,,,0.3245463944917165,0.5,16
2897,4.0,11.0,4.0,0.6367653109334099,,824120.6824934745,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N4_J11_W4/output_3/pdbs/271.pdb,0.328011115476292,0.3087541954571179,,,,0.5,16
2909,4.0,12.0,5.0,0.6165262992906066,,1583947.1844309156,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N4_J12_W5/output_4/pdbs/10.pdb,0.3131745406851277,,0.3033517586054789,,,1.0,16
2919,4.0,13.0,4.0,0.6409560766048186,,781159.1701272089,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N4_J13_W4/output_3/pdbs/214.pdb,0.3253898647717256,,,0.3155662118330929,,0.5,16
2930,4.0,14.0,4.0,0.6390040021548251,,759746.8591171687,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N4_J14_W4/output_0/pdbs/11.pdb,0.3326921038350939,,,,0.3063118983197312,0.5,16
2942,4.0,15.0,5.0,0.4315761332936436,,2004177.0206105767,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N4_J15_W5/output_4/pdbs/191.pdb,,0.2087026673847764,0.2228734659088672,,,1.0,16
2953,4.0,16.0,5.0,0.4616619173824781,,2904031.734865815,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N4_J16_W5/output_3/pdbs/196.pdb,,0.2218897541521456,,0.2397721632303325,,1.0,16
2964,4.0,17.0,5.0,0.5479327222223269,,3202783.4429244413,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N4_J17_W5/output_2/pdbs/182.pdb,,0.2531105610819451,,,0.2948221611403819,1.0,16
2975,4.0,18.0,5.0,0.4522684242560494,,2642140.8601551754,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N4_J18_W5/output_1/pdbs/299.pdb,,,0.2031819449348176,0.2490864793212318,,1.0,16
2986,4.0,19.0,5.0,0.4969105839497111,,3094001.210397416,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N4_J19_W5/output_0/pdbs/152.pdb,,,0.2495586128648253,,0.2473519710848858,1.0,16
2997,4.0,20.0,5.0,0.5332744851099848,,2789094.9908814994,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N4_J20_W5/output_3/pdbs/231.pdb,,,,0.2557406407924533,0.2775338443175315,1.0,16
3007,4.0,21.0,4.0,0.9349722619371348,0.3100810993143172,937265.3825473032,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N4_J21_W4/output_4/pdbs/15.pdb,0.3037494714141272,0.3211416912086904,,,,0.5,16
3018,4.0,22.0,4.0,0.887899176994007,0.3109196454111715,856392.8981865991,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N4_J22_W4/output_0/pdbs/297.pdb,0.2785500139481383,,0.2984295176346971,,,0.5,16
3029,4.0,23.0,4.0,0.942565205816508,0.314327141520569,944436.5743638172,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N4_J23_W4/output_4/pdbs/59.pdb,0.3025869662632531,,,0.3256510980326858,,0.5,16
3040,4.0,24.0,4.0,0.9217235068401322,0.3096118130191261,917207.4292532916,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N4_J24_W4/output_2/pdbs/32.pdb,0.3000832264491052,,,,0.3120284673719009,0.5,16
3051,4.0,25.0,4.0,0.827417605384797,0.3704972259890638,968097.9782679516,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N4_J25_W4/output_1/pdbs/235.pdb,,0.2271023232023659,0.2298180561933674,,,0.5,16
3062,4.0,26.0,4.0,0.8322156244498935,0.3635022043921432,989287.2084754668,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N4_J26_W4/output_0/pdbs/284.pdb,,0.2341464211759782,,0.2345669988817721,,0.5,16
3073,4.0,27.0,4.0,0.8734968562871306,0.3508005274423383,987032.1246953596,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N4_J27_W4/output_2/pdbs/246.pdb,,0.2581184357774544,,,0.264577893067338,0.5,16
3085,4.0,28.0,5.0,0.8203060058002863,0.399069962414519,10092577.670857456,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N4_J28_W5/output_2/pdbs/259.pdb,,,0.2022131499067478,0.2190228934790196,,1.0,16
3096,4.0,29.0,5.0,0.892396066104368,0.3829633253344998,9718545.793651808,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N4_J29_W5/output_1/pdbs/122.pdb,,,0.2413627102983463,,0.2680700304715219,1.0,16
3106,4.0,30.0,4.0,0.8896792758767368,0.3491695854680947,989828.595917864,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N4_J30_W4/output_3/pdbs/113.pdb,,,,0.2706185916667579,0.2698910987418842,0.5,16
3118,4.0,31.0,5.0,0.7846934500589152,,7563741.719171886,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N4_J31_W5/output_1/pdbs/228.pdb,0.3754947788014986,0.1937026588948563,0.2154960123625603,,,1.0,16
3129,4.0,32.0,5.0,0.7860524397321828,,7985852.02090267,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N4_J32_W5/output_0/pdbs/218.pdb,0.3590528984745667,0.2032648383459451,,0.223734702911671,,1.0,16
3140,4.0,33.0,5.0,0.8454346215447217,,7493115.988221651,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N4_J33_W5/output_2/pdbs/191.pdb,0.3482780955718368,0.2443003045796568,,,0.2528562213932281,1.0,16
3151,4.0,34.0,5.0,0.7952529856787454,,9441395.10286774,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N4_J34_W5/output_3/pdbs/256.pdb,0.3650957225440537,,0.2034217979221982,0.2267354652124935,,1.0,16
3161,4.0,35.0,4.0,0.8255269177471551,,970818.5060838996,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N4_J35_W4/output_1/pdbs/243.pdb,0.3222537478262154,,0.2502758710139962,,0.2529972989069435,0.5,16
3172,4.0,36.0,4.0,0.86237830963409,,921120.2979646008,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N4_J36_W4/output_2/pdbs/298.pdb,0.3475009674816098,,,0.2667434138452743,0.248133928307206,0.5,16
3184,4.0,37.0,5.0,0.5501182014918276,,5530060.497192311,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N4_J37_W5/output_2/pdbs/296.pdb,,0.1867521794489917,0.1680488738489002,0.1953171481939356,,1.0,16
3195,4.0,38.0,5.0,0.6879286972275724,,11144684.078180136,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N4_J38_W5/output_0/pdbs/226.pdb,,0.2301741581010277,0.1963488230379359,,0.2614057160886088,1.0,16
3205,4.0,39.0,4.0,0.7134903848662622,,1011791.808832102,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N4_J39_W4/output_2/pdbs/298.pdb,,0.2229861239849989,,0.2088436691305174,0.2816605917507458,0.5,16
3216,4.0,40.0,4.0,0.665739511904063,,926132.2155280998,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N4_J40_W4/output_0/pdbs/216.pdb,,,0.2016121622378897,0.2138414871738002,0.2502858624923731,0.5,16
3228,4.0,41.0,5.0,1.047677057525084,0.3155566895985063,16720435.950881405,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N4_J41_W5/output_1/pdbs/132.pdb,0.3176407706640121,0.1888686285940883,0.2256109686684774,,,1.0,16
3238,4.0,42.0,4.0,1.1258810774984305,0.3041430582830855,1271591.0624894595,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N4_J42_W4/output_3/pdbs/206.pdb,0.3063506949479769,0.2555696836230183,,0.2598176406443498,,0.5,16
3249,4.0,43.0,4.0,1.1309623368954869,0.3135649939794862,1176044.257909967,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N4_J43_W4/output_0/pdbs/227.pdb,0.2906239140562688,0.2664706322370316,,,0.2603027966227004,0.5,16
3261,4.0,44.0,5.0,1.0577803850280707,0.3195985483204978,31166793.05056617,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N4_J44_W5/output_4/pdbs/266.pdb,0.3121804442171483,,0.1990634037142071,0.2269379887762175,,1.0,16
3271,4.0,45.0,4.0,1.131230352466618,0.3347428689988929,1215447.6379725842,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N4_J45_W4/output_2/pdbs/261.pdb,0.2890823727327101,,0.249830271125456,,0.2575748396095591,0.5,16
3282,4.0,46.0,4.0,1.1354528004467586,0.3342548991578719,1041174.0221957891,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N4_J46_W4/output_3/pdbs/277.pdb,0.2875725212829382,,,0.2625493650944545,0.2510760149114939,0.5,16
3293,4.0,47.0,4.0,0.9780224130756072,0.3587188471144261,1124140.1033328215,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N4_J47_W4/output_2/pdbs/243.pdb,,0.2084416050884947,0.2079378196854481,0.2029241411872384,,0.5,16
3304,4.0,48.0,4.0,1.0316368797382582,0.3518736417722973,1175332.3192489094,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N4_J48_W4/output_2/pdbs/241.pdb,,0.2117989800251298,0.2181910410289884,,0.2497732169118428,0.5,16
3315,4.0,49.0,4.0,1.0861522026647967,0.3668941255579758,1237917.4500890817,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N4_J49_W4/output_4/pdbs/224.pdb,,0.2166364263327826,,0.2475944498607207,0.2550272009133177,0.5,16
3326,4.0,50.0,4.0,1.077697043111163,0.3768789250010362,1289423.4973563284,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N4_J50_W4/output_0/pdbs/258.pdb,,,0.2082615865981045,0.2240867419508125,0.2684697895612098,0.5,16
3337,4.0,51.0,4.0,0.933042582010726,,1041189.42394888,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N4_J51_W4/output_4/pdbs/263.pdb,0.3613020120392629,0.1860165691145194,0.1797035834408703,0.2060204174160734,,0.5,16
3348,4.0,52.0,4.0,0.9986736437235016,,1001451.075182022,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N4_J52_W4/output_3/pdbs/289.pdb,0.34991927378776,0.2082272184050238,0.213307882297704,,0.2272192692330137,0.5,16
3359,4.0,53.0,4.0,0.9975895745297664,,1127276.1528039323,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N4_J53_W4/output_0/pdbs/255.pdb,0.339188602957267,0.2044606401761761,,0.2222072052978907,0.2317331260984326,0.5,16
3370,4.0,54.0,4.0,1.0140858789864595,,1236207.8872502495,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N4_J54_W4/output_0/pdbs/234.pdb,0.3417594247101429,,0.2265351314126021,0.2104247657099839,0.2353665571537306,0.5,16
3381,4.0,55.0,4.0,0.838832386500579,,1239016.9203376535,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N4_J55_W4/output_4/pdbs/221.pdb,,0.1888231710287683,0.1896357979165327,0.2046105733363795,0.2557628442188985,0.5,16
3392,4.0,56.0,4.0,1.23350652250285,0.3229054913112519,1447145.489757716,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N4_J56_W4/output_1/pdbs/296.pdb,0.2958283120369677,0.1995264118999621,0.2117560681162596,0.2034902391384087,,0.5,16
3403,4.0,57.0,4.0,1.3480246863643683,0.3281817362953237,1614482.5459176572,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N4_J57_W4/output_0/pdbs/299.pdb,0.29204892536752,0.2431555983452423,0.2195737573095656,,0.2650646690467168,0.5,16
3414,4.0,58.0,4.0,1.3245320927090234,0.3332225191430349,1444661.4297239578,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N4_J58_W4/output_0/pdbs/259.pdb,0.3155857253139874,0.2178263911880532,,0.2296221877136733,0.2282752693502747,0.5,16
3425,4.0,59.0,4.0,1.3377648559277546,0.3083913160835289,1530526.2637690506,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N4_J59_W4/output_1/pdbs/116.pdb,0.3063345129434259,,0.2244913111341906,0.2642783449725809,0.2342693707940283,0.5,16
3436,4.0,60.0,4.0,1.1983417408963617,0.3636756397768658,1609767.8855648818,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N4_J60_W4/output_2/pdbs/233.pdb,,0.2013694897730988,0.1955166641275904,0.2070732181834462,0.2307067290353603,0.5,16
3447,4.0,61.0,4.0,1.1934698365601022,,1317338.3425623125,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N4_J61_W4/output_1/pdbs/123.pdb,0.3485745060348761,0.2164851278936378,0.1985323970351543,0.1973575593982226,0.2325202461982114,0.5,16
3458,4.0,62.0,4.0,1.444052189485178,0.341265669236274,1515557.1649871063,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N4_J62_W4/output_3/pdbs/255.pdb,0.3052424062790123,0.1874613409774673,0.2007579062984344,0.2007595712705654,0.2085652954234244,0.5,16
