,state_id,job_id,w_xray_id,field,r_free_7mhf,ff,pdb,r_free_7mhg,r_free_7mhh,r_free_7mhi,r_free_7mhj,r_free_7mhk
0,0.0,0.0,0.0,0.4309632108873514,0.4309632108873514,1883.575505043624,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N0_J0_W0/output_0/pdbs/10.pdb,,,,,
1,0.0,0.0,1.0,0.3977143506509626,0.3977143506509626,1793.131337578012,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N0_J0_W1/output_0/pdbs/10.pdb,,,,,
2,0.0,0.0,2.0,0.3569332601132614,0.3569332601132614,1677.74502539972,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N0_J0_W2/output_1/pdbs/10.pdb,,,,,
3,0.0,0.0,3.0,0.3231264125021795,0.3231264125021795,1616.0589820891778,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N0_J0_W3/output_2/pdbs/25.pdb,,,,,
4,0.0,0.0,4.0,0.3156292903874959,0.3156292903874959,1913.176837897643,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N0_J0_W4/output_1/pdbs/21.pdb,,,,,
5,0.0,0.0,5.0,0.3256670547002651,0.3256670547002651,5059.187304601298,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N0_J0_W5/output_2/pdbs/10.pdb,,,,,
6,0.0,0.0,6.0,0.3636626129585399,0.3636626129585399,107932.09017076984,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N0_J0_W6/output_2/pdbs/10.pdb,,,,,
7,0.0,0.0,7.0,0.369515889943861,0.369515889943861,133437.36881342856,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N0_J0_W7/output_2/pdbs/10.pdb,,,,,
8,0.0,0.0,8.0,0.3714496034336154,0.3714496034336154,142902.51165132754,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N0_J0_W8/output_2/pdbs/10.pdb,,,,,
9,0.0,0.0,9.0,0.3716321125552696,0.3716321125552696,159182.37082076826,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N0_J0_W9/output_3/pdbs/10.pdb,,,,,
10,0.0,0.0,10.0,0.3733180904157988,0.3733180904157988,162456.78615126494,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N0_J0_W10/output_2/pdbs/10.pdb,,,,,
11,0.0,1.0,0.0,0.4075971210078609,,1856.937600119997,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N0_J1_W0/output_4/pdbs/10.pdb,0.4075971210078609,,,,
12,0.0,1.0,1.0,0.3927301323300156,,1839.6458773590084,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N0_J1_W1/output_2/pdbs/10.pdb,0.3927301323300156,,,,
13,0.0,1.0,2.0,0.3296556637206662,,1682.9780200151322,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N0_J1_W2/output_4/pdbs/13.pdb,0.3296556637206662,,,,
14,0.0,1.0,3.0,0.3051345419290222,,1558.3143825845814,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N0_J1_W3/output_2/pdbs/47.pdb,0.3051345419290222,,,,
15,0.0,1.0,4.0,0.2972935954384911,,1797.7732819766866,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N0_J1_W4/output_4/pdbs/245.pdb,0.2972935954384911,,,,
16,0.0,1.0,5.0,0.3026106120756948,,4437.538870506428,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N0_J1_W5/output_4/pdbs/214.pdb,0.3026106120756948,,,,
17,0.0,1.0,6.0,0.3498685329782308,,91189.38346585345,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N0_J1_W6/output_1/pdbs/20.pdb,0.3498685329782308,,,,
18,0.0,1.0,7.0,0.3556167824556011,,98035.04296426676,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N0_J1_W7/output_3/pdbs/10.pdb,0.3556167824556011,,,,
19,0.0,1.0,8.0,0.3584122828584836,,111108.75720500531,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N0_J1_W8/output_1/pdbs/10.pdb,0.3584122828584836,,,,
20,0.0,1.0,9.0,0.3619092187061161,,121953.46979046598,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N0_J1_W9/output_0/pdbs/10.pdb,0.3619092187061161,,,,
21,0.0,1.0,10.0,0.3626339464074521,,123301.98272282442,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N0_J1_W10/output_0/pdbs/10.pdb,0.3626339464074521,,,,
22,0.0,2.0,0.0,0.3782073469874498,,1883.6121189376024,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N0_J2_W0/output_1/pdbs/10.pdb,,0.3782073469874498,,,
23,0.0,2.0,1.0,0.3667424057814105,,1853.332653927552,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N0_J2_W1/output_0/pdbs/15.pdb,,0.3667424057814105,,,
24,0.0,2.0,2.0,0.3254799327028071,,1749.5193353251746,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N0_J2_W2/output_4/pdbs/42.pdb,,0.3254799327028071,,,
25,0.0,2.0,3.0,0.3089203948344976,,1863.1900327388803,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N0_J2_W3/output_1/pdbs/96.pdb,,0.3089203948344976,,,
26,0.0,2.0,4.0,0.3102763481651187,,2302.4523403704725,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N0_J2_W4/output_1/pdbs/20.pdb,,0.3102763481651187,,,
27,0.0,2.0,5.0,0.3270687275683744,,14777.893652599389,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N0_J2_W5/output_1/pdbs/74.pdb,,0.3270687275683744,,,
28,0.0,2.0,6.0,0.3991229403844957,,286597.71897035703,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N0_J2_W6/output_4/pdbs/10.pdb,,0.3991229403844957,,,
29,0.0,2.0,7.0,0.395887087014075,,410877.6852003315,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N0_J2_W7/output_0/pdbs/10.pdb,,0.395887087014075,,,
30,0.0,2.0,8.0,0.3967519982910528,,444526.1680744709,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N0_J2_W8/output_2/pdbs/10.pdb,,0.3967519982910528,,,
31,0.0,2.0,9.0,0.4026427637817137,,493757.4040476464,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N0_J2_W9/output_1/pdbs/10.pdb,,0.4026427637817137,,,
32,0.0,2.0,10.0,0.4034029296922202,,510239.38004757,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N0_J2_W10/output_1/pdbs/10.pdb,,0.4034029296922202,,,
33,0.0,3.0,0.0,0.3775894887227909,,1998.812712466895,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N0_J3_W0/output_3/pdbs/10.pdb,,,0.3775894887227909,,
34,0.0,3.0,1.0,0.3614430070663346,,1851.0349954926928,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N0_J3_W1/output_2/pdbs/10.pdb,,,0.3614430070663346,,
35,0.0,3.0,2.0,0.3229164881787691,,1715.072671822713,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N0_J3_W2/output_1/pdbs/172.pdb,,,0.3229164881787691,,
36,0.0,3.0,3.0,0.2919623939707531,,1734.0727950871374,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N0_J3_W3/output_3/pdbs/52.pdb,,,0.2919623939707531,,
37,0.0,3.0,4.0,0.2905432579580234,,2268.7254387538014,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N0_J3_W4/output_3/pdbs/45.pdb,,,0.2905432579580234,,
38,0.0,3.0,5.0,0.3068923176314223,,8830.172698684657,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N0_J3_W5/output_4/pdbs/10.pdb,,,0.3068923176314223,,
39,0.0,3.0,6.0,0.3625566969449898,,243182.7994553608,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N0_J3_W6/output_0/pdbs/10.pdb,,,0.3625566969449898,,
40,0.0,3.0,7.0,0.3674031673904758,,305989.3986535234,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N0_J3_W7/output_0/pdbs/10.pdb,,,0.3674031673904758,,
41,0.0,3.0,8.0,0.3706915830135665,,336450.81348370644,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N0_J3_W8/output_3/pdbs/10.pdb,,,0.3706915830135665,,
42,0.0,3.0,9.0,0.3737180653524894,,390732.6966831964,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N0_J3_W9/output_1/pdbs/11.pdb,,,0.3737180653524894,,
43,0.0,3.0,10.0,0.3732878965748194,,368381.7119380917,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N0_J3_W10/output_3/pdbs/10.pdb,,,0.3732878965748194,,
44,0.0,4.0,0.0,0.3526192830429109,,1847.895087043028,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N0_J4_W0/output_1/pdbs/10.pdb,,,,0.3526192830429109,
45,0.0,4.0,1.0,0.3364981634543969,,1912.496607852437,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N0_J4_W1/output_1/pdbs/10.pdb,,,,0.3364981634543969,
46,0.0,4.0,2.0,0.3132143003817861,,1731.3584776407554,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N0_J4_W2/output_3/pdbs/14.pdb,,,,0.3132143003817861,
47,0.0,4.0,3.0,0.298457442080358,,1844.5956497052853,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N0_J4_W3/output_3/pdbs/20.pdb,,,,0.298457442080358,
48,0.0,4.0,4.0,0.3048571003814087,,2352.5572030907933,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N0_J4_W4/output_0/pdbs/28.pdb,,,,0.3048571003814087,
49,0.0,4.0,5.0,0.3252062545830881,,11036.75304102785,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N0_J4_W5/output_1/pdbs/10.pdb,,,,0.3252062545830881,
50,0.0,4.0,6.0,0.3697745902702617,,297041.8937630513,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N0_J4_W6/output_1/pdbs/10.pdb,,,,0.3697745902702617,
51,0.0,4.0,7.0,0.3754356569451564,,400182.7819282808,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N0_J4_W7/output_2/pdbs/10.pdb,,,,0.3754356569451564,
52,0.0,4.0,8.0,0.3808951848257595,,450660.65809333726,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N0_J4_W8/output_1/pdbs/10.pdb,,,,0.3808951848257595,
53,0.0,4.0,9.0,0.3778506037688607,,471891.9439819736,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N0_J4_W9/output_2/pdbs/10.pdb,,,,0.3778506037688607,
54,0.0,4.0,10.0,0.3810329542574778,,491091.99323430745,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N0_J4_W10/output_0/pdbs/10.pdb,,,,0.3810329542574778,
55,0.0,5.0,0.0,0.3897447264543734,,1915.2632214575,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N0_J5_W0/output_1/pdbs/10.pdb,,,,,0.3897447264543734
56,0.0,5.0,1.0,0.371954537488172,,1836.5096331724856,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N0_J5_W1/output_3/pdbs/11.pdb,,,,,0.371954537488172
57,0.0,5.0,2.0,0.3329436722595807,,1722.4179053940677,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N0_J5_W2/output_2/pdbs/12.pdb,,,,,0.3329436722595807
58,0.0,5.0,3.0,0.3136707359912318,,1751.004890738907,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/178_wxray/N0_J5_W3/output_0/pdbs/241.pdb,,,,,0.3136707359912318
