,n,r_free_mean,r_free_std
1,0,0.31054130534783086,0.004612251897859628
2,0,0.30806241498409415,0.0038106819796011764
3,0,0.3067595315407731,0.0034599134651525205
4,0,0.3059075736182656,0.0032205142410243652
5,0,0.3053542808496493,0.003087106417867416
6,0,0.3047859323683251,0.0030210391220592096
7,0,0.30435620870496266,0.0028973431904135336
8,0,0.3040726670396582,0.0028318391167171377
9,0,0.3037539381386602,0.0027423429616123427
10,0,0.3034914756774693,0.002698650432375386
11,0,0.30325954007199435,0.002680370234361962
12,0,0.30312511189657276,0.0026257361519623347
13,0,0.30294059424270336,0.002622045115707867
14,0,0.30276970152167654,0.0026391994079153444
15,0,0.30256125920292165,0.0026299367620339124
16,0,0.30240751269865,0.002604295326453945
17,0,0.30226930271196906,0.0025633926377306836
18,0,0.3021469837107293,0.0025215060957550555
19,0,0.30203776511125263,0.002468995270243838
20,0,0.3019317399045101,0.002482704143690375
21,0,0.30182641431663776,0.0024439208038390193
22,0,0.30171186246940046,0.002421536322083058
23,0,0.30163590076234503,0.0024161107432584877
24,0,0.3015506903453925,0.0024033912003585244
25,0,0.3014364630417795,0.0024189224171581435
26,0,0.30136470514921904,0.0023972944334339098
27,0,0.3012779415703218,0.0023994577882418696
28,0,0.3012129861314987,0.002411473778905599
29,0,0.30114292584215663,0.0023767875748038985
30,0,0.3010574991534363,0.0023521444163094483
31,0,0.30098180115287954,0.0023327102441438024
32,0,0.300919414263847,0.0023102634763935773
33,0,0.30084226119891216,0.002318540015249513
34,0,0.3007674202335182,0.0022998077524025336
35,0,0.3007231269493245,0.002283403777781055
36,0,0.30066825668430736,0.0022791569107164364
37,0,0.30056763411282605,0.0022572177232053152
38,0,0.30051381492532203,0.002241723858612453
39,0,0.3004623901654701,0.002243692625441145
40,0,0.30043832933770964,0.002225172387044795
41,0,0.30041189712616156,0.002211110131322547
42,0,0.30035582678356354,0.002203024165445149
43,0,0.3003108660200103,0.002171171867562928
44,0,0.30026381277986697,0.002147291772209052
45,0,0.300205835792067,0.002124186121459147
46,0,0.30018377866601226,0.0021147241537056004
47,0,0.30014461419684874,0.0021147164013570426
48,0,0.3000909169822847,0.002096859591356549
49,0,0.30003530835891856,0.002085618839622461
50,0,0.30000194533178537,0.0020594375581339964
51,0,0.2999580583482837,0.0020616415820557685
52,0,0.29992455243598004,0.0020590228527967223
53,0,0.29990203971074764,0.0020474700283157456
54,0,0.299873864462936,0.0020515065301745573
55,0,0.2998314452810147,0.002035283568262578
56,0,0.2998062199868235,0.002013845211359457
57,0,0.29976985159664193,0.0020003667938597704
