,n,rmsd_avg_mean,rmsd_avg_std
1,,0.262353778856959,0.03690015087073654
2,,0.24108623425348957,0.031118063286017735
3,,0.23066622758799268,0.028599257928586214
4,,0.2233639721905423,0.026351616125480034
5,,0.21811661216386133,0.024724573022865542
6,,0.21434224087456,0.024021124832404355
7,,0.21077637430472473,0.023358608549520436
8,,0.20817007238970506,0.022720081024553765
9,,0.20583679881608294,0.02210476669086241
10,,0.2040028266428698,0.02155565674747281
11,,0.20218305044432436,0.020725395958067928
12,,0.20054316608143144,0.020276080978828274
13,,0.19906889166589917,0.01984310527367977
14,,0.1979967177713579,0.019390264967661348
15,,0.19675265478399268,0.019086855517319343
16,,0.1953952759929026,0.018681532102899044
17,,0.19439388738318888,0.018371484855702565
18,,0.19343315058025945,0.018182131789234366
19,,0.19253410370932267,0.017989354384651823
20,,0.19179840420158117,0.01782631252351231
21,,0.19109205991221703,0.01753740239463886
22,,0.19028716054801278,0.017379812526676686
23,,0.18968896592100476,0.01716361400835564
24,,0.18884110084134434,0.01678563606601639
25,,0.18825037262366975,0.01654346208372716
26,,0.18758307427920595,0.016420610382037168
27,,0.1869350689349952,0.016288966948864583
28,,0.18635693259403563,0.01613179262096429
29,,0.18592505875436885,0.015950227948261505
30,,0.1854151261973359,0.01590732091079441
31,,0.18504020591547066,0.015744100914341176
32,,0.18447596718364456,0.01554194388135309
33,,0.18411881876200747,0.015386102681866872
34,,0.18370493331853652,0.01525432925866557
35,,0.18335801436532348,0.015128734757024693
36,,0.18307129883552814,0.014985080120462062
37,,0.1826689785799165,0.014860886084239893
38,,0.18233557849048343,0.014751862721709136
39,,0.1820404144866501,0.014615192421595027
40,,0.18169737029989957,0.014556366999088842
41,,0.18129063747893592,0.014447651098437425
42,,0.18089666520573047,0.014372639736971456
43,,0.18058923415072917,0.01429019370072614
44,,0.18027909937621298,0.014161193858340197
45,,0.1799434666433311,0.01406188282658147
46,,0.17964427081816434,0.013964707163800834
47,,0.17947164324726286,0.013940038297982554
48,,0.17926196236336112,0.013884323674063613
49,,0.1788875680896573,0.014019467571090937
50,,0.1787041039901918,0.013952172243739652
51,,0.17840463630780068,0.013897440622547731
52,,0.17820107400001242,0.013785820751427999
53,,0.17799246118184864,0.013705833251023977
54,,0.17773078578052906,0.013546584597342884
55,,0.17754513744203307,0.0134726567658685
56,,0.17734951917784844,0.01340548854290274
57,,0.17706051778420265,0.013266260568257407
58,,0.17686834346470787,0.013209931068400191
59,,0.17669028195401615,0.013126039043723295
60,,0.17650273234334313,0.013116619947754914
61,,0.17631211303388175,0.013023530558643486
62,,0.17611119922871363,0.012983535758490029
63,,0.17587182683463642,0.012876939595332202
64,,0.17563914457050073,0.012783421644985957
65,,0.17546312540156628,0.01266538566617003
66,,0.17532405838840787,0.012610931773888974
67,,0.17516442403384153,0.012514145458900904
68,,0.1750576344654687,0.012470115590092163
69,,0.1749138595703752,0.012452347676788792
70,,0.17471254296267297,0.012334823039760924
71,,0.17449066054754117,0.012274761638534842
72,,0.17432834710072914,0.012201807407620429
73,,0.17419729266472145,0.012172949635644963
74,,0.17402709790204357,0.012125097443026945
75,,0.1738907781253865,0.012118496549620043
76,,0.1736759709079161,0.012017057220031255
77,,0.17351007820414385,0.011961628958561437
78,,0.17334489132471845,0.01189999531773702
79,,0.17323733515485648,0.011861984241160561
80,,0.17310600252437264,0.01185986177079304
81,,0.17297847257995036,0.011773714493936943
82,,0.17285565746763418,0.011706157424527007
83,,0.17270093829736652,0.011648244555185927
84,,0.17255293794800594,0.01163790893537014
85,,0.17245422949925834,0.01160243812995673
86,,0.17234617291874038,0.011532939670585158
87,,0.17221798672661945,0.011493109209803393
88,,0.17208976501691328,0.01145377817648874
89,,0.17189705989007392,0.011378003526900944
90,,0.1717858772815732,0.011352003867855925
91,,0.17171256838800483,0.011327256201784283
92,,0.17163255410128758,0.011312825827518958
93,,0.1715381774701568,0.011278567504921176
94,,0.17138796140585924,0.011243805214898255
95,,0.17129157655904398,0.011239308593679246
96,,0.1711485637664347,0.011192216722332721
97,,0.17141424538162697,0.01124975116315265
98,,0.17127330880287892,0.011216768165858062
99,,0.17121014429425485,0.011182314380371096
100,,0.17104980697279368,0.011092812740141875
101,,0.17090359941384814,0.011045186219913225
102,,0.17082075379783143,0.01104401320272547
103,,0.1706971567339375,0.010954083151950018
104,,0.17056919885879496,0.010854915887827379
105,,0.17047552257896972,0.010814887379290582
106,,0.1703618822106052,0.010775897412132845
107,,0.1702481411201048,0.010734804916251058
108,,0.17017275429503254,0.010697321107646523
109,,0.17010529340636887,0.010660937277764466
110,,0.17007331384170632,0.010652270340778024
111,,0.1699748334879448,0.010630678193880848
112,,0.169842435124099,0.01061033739307528
113,,0.16977795958615116,0.010598855796969278
114,,0.16972242331239087,0.010591014642223878
115,,0.1696218639941923,0.010584749277933014
