,min_xray_0,avg_min_xray_0,xray_0_min_0_r_free_0,xray_0_min_0_rmsd_avg,xray_0_min_0_pdb,min_r_free_0,avg_min_r_free_0,r_free_0_min_0_xray_0,r_free_0_min_0_rmsd_avg,r_free_0_min_0_pdb
0,2.9982114117454577,3.263323369796375,0.1328906875081454,0.0326081229948661,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/100_natives_4x/0/output_541/pdbs/480.pdb,0.1326436660074956,0.17990604854926207,3.0757068103296987,0.0345158333421358,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/100_natives_4x/0/output_136/pdbs/892.pdb
1,3.080180347014616,3.2404193998183084,0.1506270459943852,0.0574578185695331,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/100_natives_4x/1/output_794/pdbs/697.pdb,0.1481289479285887,0.1857310431992555,3.0856553741500834,0.0530686109314165,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/100_natives_4x/1/output_794/pdbs/691.pdb
2,3.0949821113832505,3.2647573272959485,0.170592488662972,0.0437394152322006,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/100_natives_4x/2/output_558/pdbs/760.pdb,0.1696867479811726,0.20558293121488302,3.105422089145454,0.0449557086059257,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/100_natives_4x/2/output_996/pdbs/300.pdb
3,3.1274597960325505,3.3143053524105293,0.1599159783236231,0.1331151335995805,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/100_natives_4x/3/output_7/pdbs/485.pdb,0.1498173641432541,0.18766671492276954,3.211595971872565,0.1461273187374118,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/100_natives_4x/3/output_639/pdbs/357.pdb
4,3.1912080975825607,3.3397494192354564,0.1822495954933989,0.103033438006316,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/100_natives_4x/4/output_967/pdbs/1068.pdb,0.1761974561041741,0.21340558459775638,3.344901637101494,0.1270663805272256,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/100_natives_4x/4/output_428/pdbs/169.pdb
5,3.307739779559248,3.4641834379865384,0.2428233802018491,0.1684115125452176,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/100_natives_4x/5/output_75/pdbs/1240.pdb,0.2428233802018491,0.2904740143060533,3.307739779559248,0.1684115125452176,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/100_natives_4x/5/output_75/pdbs/1240.pdb
6,3.179994310222171,3.4078720328213885,0.2232798002471527,0.1377818280766699,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/100_natives_4x/6/output_768/pdbs/589.pdb,0.2155689105625271,0.265705934313697,3.2227773045598687,0.1223798055198526,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/100_natives_4x/6/output_479/pdbs/1093.pdb
7,3.090931634540225,3.2985285822492436,0.1306907116418816,0.1152175574559388,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/100_natives_4x/7/output_82/pdbs/597.pdb,0.1282879083633666,0.16888815955676004,3.1087533412001003,0.1139093002190387,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/100_natives_4x/7/output_82/pdbs/584.pdb
8,3.4925326504058503,3.5972795349726834,0.2782653073914646,0.3820806701787909,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/100_natives_4x/8/output_151/pdbs/693.pdb,0.2597883343573172,0.2926811400315844,3.577416992324064,0.387210370275804,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/100_natives_4x/8/output_837/pdbs/185.pdb
9,3.395825520757396,3.518551881983902,0.2262608519217865,0.3089974762842972,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/100_natives_4x/9/output_169/pdbs/297.pdb,0.2125231950133415,0.2527509453121063,3.4127257015034247,0.2872371294770882,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/100_natives_4x/9/output_603/pdbs/497.pdb
