,n,xray_0_mean,xray_0_std,rmsd_avg_mean,rmsd_avg_std
1,,3.298006341753441,0.05558404791152451,0.11806448016593571,0.005961103461743063
2,,3.2667610295840275,0.050316288324780974,0.11733682962572757,0.005514352089882774
3,,3.250015289855468,0.04724078197503518,0.11703187791182772,0.005122690060171924
4,,3.2381323151163324,0.04501039812429117,0.11679146226888236,0.004814206005063899
5,,3.229412580714134,0.043878522694985045,0.11655110774085976,0.004328212084511978
6,,3.2227923128817357,0.043331657431044814,0.1164124311913819,0.004293544801199578
7,,3.2181398325434225,0.04256465514903433,0.11630842359097462,0.004154888720379747
8,,3.2138263578909214,0.04146901703872447,0.11620611648548826,0.004035115927016114
9,,3.2102319816715013,0.04076549911716134,0.11615317061214585,0.004037316017652157
10,,3.206830189904412,0.03999717658455021,0.11612045824676406,0.003995859419000094
11,,3.204327104570177,0.03967703526693949,0.11604462371202191,0.003943397652202472
12,,3.201461940734983,0.038948859593385766,0.11595146224426248,0.003828502820789999
13,,3.199074712376693,0.03852346280518326,0.11596405527485337,0.0038431089388110237
14,,3.1964474338678146,0.03830512453838823,0.11591435051726051,0.003824573328105772
15,,3.194406240042705,0.03812942504534067,0.11588970097410602,0.0038432566577444927
16,,3.1918346897239145,0.03816972702516016,0.11583673565075377,0.0038137835400699166
17,,3.189776800941704,0.03775489185837684,0.11584580057426064,0.0038556880793638062
18,,3.188076190386084,0.03762214797363735,0.11581792893861305,0.0037900314345866042
19,,3.1862442944766283,0.037166490888664104,0.11584659576893244,0.003846334334735383
20,,3.1845025605414183,0.03708489670158986,0.11582080053159755,0.0038518615684576107
21,,3.1831250270000426,0.03665082630145519,0.11582774732881004,0.0038483785107699046
22,,3.1818712225789723,0.03654785171817947,0.11578285606496348,0.003823179729977501
23,,3.1802769946420066,0.0364440614694167,0.11581211126315827,0.0038529283584614535
24,,3.178920936225769,0.03627207965048465,0.11578875010035199,0.0037999551656214036
25,,3.1775279116509685,0.03596475176080787,0.11573635817213652,0.0037749993059951613
26,,3.176421038554212,0.03580398802197334,0.1157200211443014,0.0037368410759734726
27,,3.1751341404905555,0.035452138062286656,0.11567785226520941,0.0037463355231479854
28,,3.1739747263223883,0.03531673455966737,0.11561199658010646,0.0037054417458297754
29,,3.1730753192914403,0.03526175607762356,0.11556285893314351,0.003660320540777504
30,,3.172381293759639,0.03503042651259782,0.11553151722200279,0.0036379825763657643
31,,3.1715167083097398,0.03482721220519996,0.115527158305484,0.003630707607156509
32,,3.170424159027093,0.03470487950547026,0.11549919055768339,0.0036196739060456104
