,rmsd_0,pdb,ff,xray_0,r_free_0
0,0.3262639033965037,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/125_natives_1_state/0/output_494/pdbs/41.pdb,3110.2912954545754,6.067413336837543,0.3441039381918319
1,0.2205002826823392,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/125_natives_1_state/1/output_361/pdbs/653.pdb,4133.435368176873,5.562932712753904,0.1918642412864967
2,0.3125086070794218,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/125_natives_1_state/2/output_17/pdbs/387.pdb,3126.0908730279234,5.988706617601484,0.3157909101731139
3,0.3311610978556654,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/125_natives_1_state/3/output_904/pdbs/554.pdb,3224.9731306176814,5.9740354604297545,0.3089715126523804
4,0.276533073014011,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/125_natives_1_state/4/output_918/pdbs/640.pdb,3521.892847185738,5.854585819975457,0.2605436385493601
5,0.2313236945514531,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/125_natives_1_state/5/output_967/pdbs/306.pdb,4006.557972168604,5.5349438617153215,0.1914149621346355
6,0.3330434581253713,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/125_natives_1_state/6/output_657/pdbs/29.pdb,3092.190208662045,6.069347979104489,0.3502199699851013
7,0.2962067328720434,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/125_natives_1_state/7/output_446/pdbs/578.pdb,3488.660991153138,5.868405300648293,0.2702342412559795
8,0.2932760241982363,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/125_natives_1_state/8/output_674/pdbs/26.pdb,3135.50525827195,6.011895989831747,0.312655977851841
9,0.2359920493046894,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/125_natives_1_state/9/output_597/pdbs/879.pdb,3851.038941312113,5.564877304236751,0.2067697388031927
