,r_free,ff,pdb,w_0,cif_name,N,J,job_id,cifs,w_1
0,0.3430304271978409,1865.850175697081,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench_ref_10000/n0_j0/output_119/pdbs/295.pdb,1.0,0,1,1,0,0,
1,0.2999636920164264,7266.611356563982,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench_ref_10000/n0_j1/output_78/pdbs/271.pdb,1.0,0,1,2,1,"0,1",
2,0.2829575788030015,7542.000541672357,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench_ref_10000/n0_j1/output_14/pdbs/203.pdb,1.0,1,1,2,1,"0,1",
3,0.2069504856140326,2817.2426523735107,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench_ref_10000/n0_j2/output_156/pdbs/298.pdb,1.0,0,1,1,2,0,
4,0.1890006002166883,7570.993415557077,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench_ref_10000/n0_j3/output_39/pdbs/152.pdb,1.0,0,1,2,3,"0,1",
5,0.2190993149964115,7751.717872285069,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench_ref_10000/n0_j3/output_233/pdbs/237.pdb,1.0,1,1,2,3,"0,1",
6,0.3122858325487833,1763.5799150822272,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench_ref_10000/n0_j4/output_62/pdbs/207.pdb,1.0,0,1,1,4,0,
7,0.273793733250884,6936.75127311396,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench_ref_10000/n0_j5/output_169/pdbs/268.pdb,1.0,0,1,2,5,"0,1",
8,0.2724484117827284,6936.75127311396,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench_ref_10000/n0_j5/output_169/pdbs/268.pdb,1.0,1,1,2,5,"0,1",
9,0.316573731658043,18306.43192896545,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench_ref_10000/n0_j6/output_222/pdbs/172.pdb,1.0,0,1,1,6,0,
10,0.2645249518647864,7201.20631912008,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench_ref_10000/n0_j7/output_237/pdbs/268.pdb,1.0,0,1,2,7,"0,1",
11,0.2466051985060689,7247.975218232335,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench_ref_10000/n0_j7/output_63/pdbs/276.pdb,1.0,1,1,2,7,"0,1",
12,0.2703769926766122,2190.686839703479,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench_ref_10000/n0_j8/output_129/pdbs/194.pdb,1.0,0,1,1,8,0,
13,0.2411091610184252,7145.630647367915,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench_ref_10000/n0_j9/output_222/pdbs/257.pdb,1.0,0,1,2,9,"0,1",
14,0.2510349617904607,7217.60185900838,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench_ref_10000/n0_j9/output_208/pdbs/245.pdb,1.0,1,1,2,9,"0,1",
15,0.2056803680360537,2573.834668866542,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench_ref_10000/n0_j10/output_209/pdbs/289.pdb,1.0,0,1,1,10,0,
16,0.184524238200157,8452.29842502928,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench_ref_10000/n0_j11/output_184/pdbs/105.pdb,1.0,0,1,2,11,"0,1",
17,0.1846344660601821,8794.372787208722,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench_ref_10000/n0_j11/output_11/pdbs/296.pdb,1.0,1,1,2,11,"0,1",
18,0.3366957969975928,1995.3321616704109,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench_ref_10000/n0_j12/output_134/pdbs/153.pdb,1.0,0,1,1,12,0,
19,0.2868343512650315,7063.650662026892,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench_ref_10000/n0_j13/output_11/pdbs/234.pdb,1.0,0,1,2,13,"0,1",
20,0.2854433422282806,7007.310677261138,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench_ref_10000/n0_j13/output_102/pdbs/139.pdb,1.0,1,1,2,13,"0,1",
21,0.269240072784307,14668.475139369782,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench_ref_10000/n0_j14/output_50/pdbs/167.pdb,1.0,0,1,1,14,0,
22,0.2549605930666782,7366.615174089033,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench_ref_10000/n0_j15/output_39/pdbs/184.pdb,1.0,0,1,2,15,"0,1",
23,0.2631682077003828,7185.39275050845,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench_ref_10000/n0_j15/output_190/pdbs/137.pdb,1.0,1,1,2,15,"0,1",
24,0.2949968932958537,1823.7982968685449,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench_ref_10000/n0_j16/output_113/pdbs/269.pdb,1.0,0,1,1,16,0,
25,0.2700222812786146,2033.050168699536,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench_ref_10000/n0_j17/output_68/pdbs/297.pdb,1.0,0,1,2,17,"0,1",
26,0.2702378091509608,1966.869852660926,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench_ref_10000/n0_j17/output_92/pdbs/284.pdb,1.0,1,1,2,17,"0,1",
27,0.2007985366626909,15024.224791300276,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench_ref_10000/n0_j18/output_234/pdbs/287.pdb,1.0,0,1,1,18,0,
28,0.2062803942708849,2401.766870524099,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench_ref_10000/n0_j19/output_169/pdbs/300.pdb,1.0,0,1,2,19,"0,1",
29,0.2030782854013099,2401.766870524099,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench_ref_10000/n0_j19/output_169/pdbs/300.pdb,1.0,1,1,2,19,"0,1",
30,0.2376559266415854,25690.79109200184,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench_ref_10000/n1_j0/output_150/pdbs/254.pdb,0.4962139600127731,0,2,1,0,0,0.5037860399872269
31,0.2103519886285262,11769.807705454552,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench_ref_10000/n1_j1/output_17/pdbs/294.pdb,0.5227492247226054,0,2,2,1,"0,1",0.4772507752773946
32,0.2044498027753969,18088.068523204733,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench_ref_10000/n1_j1/output_18/pdbs/192.pdb,0.4954323301904954,1,2,2,1,"0,1",0.5045676698095046
33,0.1863593460308265,28840.556406158103,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench_ref_10000/n1_j2/output_238/pdbs/269.pdb,0.2786288067329143,0,2,1,2,0,0.7213711932670858
34,0.1794263641688465,11076.383861557406,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench_ref_10000/n1_j3/output_217/pdbs/267.pdb,0.9010681458054048,0,2,2,3,"0,1",0.0989318541945953
35,0.2043070912971366,11076.383861557406,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench_ref_10000/n1_j3/output_217/pdbs/267.pdb,0.8527874629604969,1,2,2,3,"0,1",0.1472125370395031
36,0.2331846734684185,13407.122067377684,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench_ref_10000/n1_j4/output_67/pdbs/284.pdb,0.5196990360642528,0,2,1,4,0,0.4803009639357472
37,0.2105230876428898,6328.381506285212,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench_ref_10000/n1_j5/output_163/pdbs/300.pdb,0.5291830029399016,0,2,2,5,"0,1",0.4708169970600984
38,0.2128144910913297,6085.011427125135,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench_ref_10000/n1_j5/output_0/pdbs/295.pdb,0.4828498251487406,1,2,2,5,"0,1",0.5171501748512594
39,0.2578450858632531,6242.534370781369,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench_ref_10000/n1_j6/output_133/pdbs/260.pdb,0.5746934632269062,0,2,1,6,0,0.4253065367730938
40,0.2013689663548924,11428.64709474091,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench_ref_10000/n1_j7/output_39/pdbs/263.pdb,0.6149007303956205,0,2,2,7,"0,1",0.3850992696043795
41,0.1959172529025532,11428.64709474091,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench_ref_10000/n1_j7/output_39/pdbs/263.pdb,0.6529948378158416,1,2,2,7,"0,1",0.3470051621841585
42,0.2267621627933224,6525.140403464156,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench_ref_10000/n1_j8/output_125/pdbs/297.pdb,0.2882413244903822,0,2,1,8,0,0.7117586755096178
43,0.2038241246551097,6138.278541644368,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench_ref_10000/n1_j9/output_194/pdbs/289.pdb,0.670039642600248,0,2,2,9,"0,1",0.329960357399752
44,0.2030502239135759,6285.356619358905,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench_ref_10000/n1_j9/output_214/pdbs/289.pdb,0.3661839667021507,1,2,2,9,"0,1",0.6338160332978493
45,0.1725843021357245,11962.82328328607,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench_ref_10000/n1_j10/output_192/pdbs/246.pdb,0.9450607531194294,0,2,1,10,0,0.0549392468805706
46,0.1744827597900208,8227.357042686312,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench_ref_10000/n1_j11/output_189/pdbs/170.pdb,0.060287266689651,0,2,2,11,"0,1",0.939712733310349
47,0.174394670961604,12180.907742305477,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench_ref_10000/n1_j11/output_86/pdbs/135.pdb,0.1337889719416176,1,2,2,11,"0,1",0.8662110280583823
48,0.2456723313128454,15024.703468731004,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench_ref_10000/n1_j12/output_190/pdbs/292.pdb,0.4726560663764661,0,2,1,12,0,0.5273439336235339
49,0.1982191337243971,11101.818472220584,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench_ref_10000/n1_j13/output_225/pdbs/295.pdb,0.5177600205320306,0,2,2,13,"0,1",0.4822399794679695
50,0.2032609069355202,17496.354292722623,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench_ref_10000/n1_j13/output_132/pdbs/256.pdb,0.5306963452933843,1,2,2,13,"0,1",0.4693036547066158
51,0.2401065494506976,5898.447998774217,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/182_bench_ref_10000/n1_j14/output_142/pdbs/296.pdb,0.7405626104084371,0,2,1,14,0,0.2594373895915629
