,n,r_free_mean,r_free_std
1,0,0.2999815189394238,0.005148419008421224
2,0,0.29716390738004833,0.004575580393059441
3,0,0.2955107222550958,0.004356540006837125
4,0,0.2945737228966692,0.004268698670505344
5,0,0.2937161428738143,0.004093438282635599
6,0,0.2930376241589847,0.0038819296899134776
7,0,0.29255183812589125,0.003815292701895669
8,0,0.29205393707103366,0.003822425899515591
9,0,0.2916824821357831,0.003755328547202297
10,0,0.2913887232629368,0.0036603119015022638
11,0,0.29103335339458725,0.0036048045079120922
12,0,0.2907732310679736,0.003542172664707044
13,0,0.290468517584759,0.0034727612179036808
14,0,0.2902482750864923,0.003430690268128807
15,0,0.2900859158539249,0.0033987764998874744
16,0,0.28993736344116,0.003372256958067795
17,0,0.2897263084966136,0.00336741671724102
18,0,0.2895512075198799,0.00332829894975753
19,0,0.2893797759831842,0.003312953383898856
20,0,0.2892502450848276,0.0032982995881065402
21,0,0.289086545984942,0.0032732615149595546
22,0,0.2889621366261978,0.003231446871990213
23,0,0.2888710389976415,0.0032085417184564034
24,0,0.28874336252571436,0.003228717551528197
25,0,0.2886005794621652,0.003211640820907983
26,0,0.28848100379825975,0.003185817269654176
27,0,0.2883588609516946,0.003158013303246113
28,0,0.28823335811564055,0.0031585364066477146
29,0,0.2881692742777276,0.0031226456059484007
30,0,0.288078609927633,0.0031097104020874513
31,0,0.28794293218264533,0.0031190862630567228
32,0,0.2878850583874254,0.0030984008733562383
33,0,0.2878150006192078,0.003091170352788729
34,0,0.28775873593248763,0.0030821011757446687
35,0,0.28770851526700103,0.003070239786530237
36,0,0.28767334835872715,0.003069574049498518
37,0,0.2875416713700107,0.0030639605105124853
38,0,0.287492840050356,0.0030621580626927656
39,0,0.28742522937578563,0.00304334520101381
40,0,0.2873613320902846,0.003039361645618155
41,0,0.2873072324093116,0.003036675413371525
42,0,0.28725962237733205,0.003021008669790312
43,0,0.2872038628754523,0.0030109420843121982
44,0,0.28714937252215034,0.003001859222793801
45,0,0.28708561269863564,0.00298326040683464
46,0,0.28702644928758236,0.0029836312465023004
47,0,0.28696949850428133,0.0029851910210449907
48,0,0.2869278720698753,0.0029746623918985265
49,0,0.2868692921546473,0.00298937344056165
50,0,0.28681086116286075,0.0029812617784659413
51,0,0.2867692257669336,0.002995543340048573
52,0,0.28672802780639495,0.0029812961211011647
53,0,0.2866572830582335,0.002968197171647554
54,0,0.28661068761267894,0.002961179828195421
55,0,0.286557170460792,0.002977688568043478
56,0,0.28651332654536543,0.0029782310510939915
57,0,0.28647708075782063,0.002979605703076967
58,0,0.28642790562068227,0.002968634811360167
59,0,0.2863706373613728,0.002966388705225216
60,0,0.2863434485607565,0.0029476362271416146
61,0,0.2862926549329136,0.002934784466384845
62,0,0.2862611306277183,0.00292909337310097
63,0,0.2862313142827367,0.002918930418621732
64,0,0.28620920467410454,0.002922144741483074
65,0,0.2861546677703285,0.0029075362992626256
66,0,0.28612689436070504,0.0029125113868451544
67,0,0.28605343791651283,0.002894327454618322
68,0,0.28602552607597187,0.0028856503429779312
69,0,0.28597652438295257,0.0028792906919238984
70,0,0.2859404155703397,0.002870310609481511
71,0,0.2859064719605304,0.002870879554992004
72,0,0.28585694811714984,0.0028797224210013826
73,0,0.2858206999870683,0.002873126484592793
74,0,0.2857762401072881,0.0028749215795584393
75,0,0.28574978551935687,0.0028848423605192745
76,0,0.2856986499506172,0.0028914109111747477
77,0,0.2856594990743487,0.002872355297491288
78,0,0.28563262454761557,0.002871584982246635
79,0,0.28558102216208936,0.00285710964205308
