,xray_0_min_0,xray_0_min_0_rmsd_avg,xray_0_min_0_r_work_0,xray_0_min_0_r_free_0,xray_0_min_0_occ_0,xray_0_min_0_occ_1,xray_0_min_0_pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_42/log.csv,5.565387127767753,0.8360593661850858,0.2412007799783204,0.2897988902384157,0.5149922320029133,0.4850077679970866,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_42/pdbs/1627.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_41/log.csv,5.573073022162058,0.8132302797714234,0.244216731669612,0.3023198067949935,0.6408494660034876,0.3591505339965123,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_41/pdbs/1621.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_19/log.csv,5.568981389049869,0.8641287332304902,0.2406622933780789,0.3027681973632488,0.4334376937163625,0.5665623062836376,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_19/pdbs/1429.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_26/log.csv,5.570780371121273,0.821225595292244,0.2445532264677327,0.2963835102435719,0.3621689569015727,0.6378310430984272,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_26/pdbs/1618.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_25/log.csv,5.550805431749152,0.8873807109024693,0.2436378007526372,0.3021031923874586,0.3907879026337142,0.6092120973662857,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_25/pdbs/1616.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_33/log.csv,5.594188577882847,0.796825139468003,0.2476360000712597,0.3136687910134363,0.3396749121415826,0.6603250878584175,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_33/pdbs/1420.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_36/log.csv,5.57511444563884,0.7510059240806514,0.2465175394843546,0.3035234648825305,0.6080895932250382,0.3919104067749618,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_36/pdbs/1418.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_40/log.csv,5.564392826265141,0.7879743053393351,0.2459122654009658,0.2986597391557048,0.3597840178692787,0.6402159821307212,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_40/pdbs/1230.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_21/log.csv,5.578621736541091,0.7986182368524175,0.2455045044733867,0.3097714125290524,0.6420795831847875,0.3579204168152124,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_21/pdbs/831.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_39/log.csv,5.548416168096086,0.8515007207221084,0.2374178791365406,0.2939711982139658,0.5136125137411356,0.4863874862588643,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_39/pdbs/1619.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_38/log.csv,5.575634578440137,0.8241202877884829,0.246869636412165,0.3171673468736649,0.6211779696262244,0.3788220303737755,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_38/pdbs/2049.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_24/log.csv,5.566848270303108,0.8340732835901778,0.2443747711570692,0.2984515087782531,0.37745255668176,0.6225474433182401,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_24/pdbs/1831.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_0/log.csv,5.560574954734538,0.833278487299024,0.2418566216665289,0.2918468508172955,0.5840068993533533,0.4159931006466467,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_0/pdbs/2213.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_54/log.csv,5.540265135897688,0.8608831975803037,0.2382762743346149,0.2851065928819762,0.4409292808538471,0.5590707191461528,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_54/pdbs/1628.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_53/log.csv,5.547863394915368,0.7932581475861422,0.2414456645180283,0.295465291313564,0.4703563304637737,0.5296436695362262,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_53/pdbs/1427.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_51/log.csv,5.581719512646223,0.8592109216930225,0.2464493038941331,0.3005768831511989,0.6108087201242581,0.3891912798757418,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_51/pdbs/1417.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_49/log.csv,5.592915752888959,0.8535464701624716,0.2531027623919592,0.3033287993409844,0.6884268387953193,0.3115731612046807,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_49/pdbs/1436.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_45/log.csv,5.564752270017066,0.7896183770121626,0.2438611654003617,0.2962243800530357,0.4609841948608173,0.5390158051391827,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_45/pdbs/1040.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_46/log.csv,5.553011618489876,0.8440980681815304,0.2399266442729841,0.2863696091508169,0.4115102394633875,0.5884897605366124,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_46/pdbs/2429.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_52/log.csv,5.608574343076455,0.945538740498328,0.2552058004429662,0.3118050861247431,0.7157282426307063,0.2842717573692937,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_52/pdbs/2233.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_50/log.csv,5.581737084553375,0.7052396854990092,0.2472149847436221,0.300166518162172,0.3664761235035615,0.6335238764964385,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_50/pdbs/2018.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_44/log.csv,5.561842761133965,0.8450014470266711,0.2431267280949736,0.2993596324255478,0.4630879800839913,0.5369120199160087,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_44/pdbs/819.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_14/log.csv,5.575828379634209,0.8118728496524333,0.246700592031344,0.3060978884206346,0.6276981740073495,0.3723018259926505,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_14/pdbs/1243.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_16/log.csv,5.56889782526843,0.8639856162763877,0.2430448000587867,0.3013482793379561,0.3793381018407883,0.6206618981592117,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_16/pdbs/1619.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_57/log.csv,5.584970963445212,0.791418368158847,0.2488709662776582,0.3030448738670167,0.3404994633551384,0.6595005366448615,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_57/pdbs/1030.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_56/log.csv,5.583483529018726,0.7931173627281555,0.2457493828884739,0.3128501010272754,0.3616978231672068,0.6383021768327931,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_56/pdbs/1629.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_37/log.csv,5.567985190842235,0.822425999154783,0.2464463575335787,0.2908576576472274,0.4014088265209672,0.5985911734790328,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_37/pdbs/1017.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_29/log.csv,5.553101571939417,0.897035230868554,0.2397876377821995,0.2969420692185019,0.520662671166542,0.479337328833458,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_29/pdbs/1831.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_27/log.csv,5.565758511167751,0.8384195143842686,0.2431499432251149,0.3105150927463096,0.4226098654144776,0.5773901345855224,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_27/pdbs/829.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_23/log.csv,5.566074215362512,0.8530996791130249,0.2446162843206581,0.3031063755588692,0.3996841442288216,0.6003158557711783,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_23/pdbs/2023.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_22/log.csv,5.554897224909946,0.911341088521796,0.2415444719381838,0.2988791684632325,0.3882890166139043,0.6117109833860956,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_22/pdbs/1646.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_32/log.csv,5.547954684162732,0.861803796487215,0.241077176811203,0.2838140758877492,0.4292805011269375,0.5707194988730624,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_32/pdbs/1819.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_35/log.csv,5.5532052954488105,0.8781986225120458,0.2414256282147825,0.2955010129514359,0.4049430246557282,0.5950569753442718,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_35/pdbs/1429.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_28/log.csv,5.559143529497609,0.932186648304454,0.2427320155869446,0.2981027913044628,0.4537401796388338,0.5462598203611662,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_28/pdbs/1619.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_34/log.csv,5.59012226664049,0.8168393421694691,0.250117647734949,0.3101411379761877,0.3727379361515104,0.6272620638484897,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_34/pdbs/1021.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_30/log.csv,5.564176459172482,0.8664891262224287,0.2437135968741295,0.3064041101989276,0.5915852552891356,0.4084147447108643,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_30/pdbs/1812.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_55/log.csv,5.59417409920505,0.8050121616246458,0.2532684354114826,0.3050382497846918,0.3173903183545268,0.6826096816454732,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_55/pdbs/1421.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_62/log.csv,5.534281146292923,0.9075052446362376,0.2361959789735417,0.2842953092829191,0.5636499012463668,0.4363500987536332,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_62/pdbs/1820.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_65/log.csv,5.550668203735658,0.8219273705139366,0.2437077482673816,0.2873917409609494,0.5498034557861361,0.4501965442138638,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_65/pdbs/1419.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_61/log.csv,5.549220679948212,0.8379840327568919,0.2429313752921978,0.2994750874041126,0.3961071657166367,0.6038928342833633,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_61/pdbs/1627.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_59/log.csv,5.571342469968103,0.8186779051647705,0.244713835590869,0.3016838862018743,0.3787993266988516,0.6212006733011485,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_59/pdbs/1618.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_66/log.csv,5.580475824692475,0.7920027976238762,0.2484244425811327,0.3067614258651681,0.6422779620251217,0.3577220379748784,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_66/pdbs/831.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_64/log.csv,5.57240170528829,0.7717411514504638,0.246816976744855,0.2976800318783985,0.5886514010744877,0.4113485989255123,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_64/pdbs/1628.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_63/log.csv,5.567622114087082,0.8228441712568703,0.2438876865572655,0.2934349322594726,0.406649783503563,0.593350216496437,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_63/pdbs/1823.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_60/log.csv,5.550410799153155,0.8506788692105266,0.2388280875743285,0.2919500895115469,0.5355936119444776,0.4644063880555224,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_60/pdbs/1419.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_58/log.csv,5.548981068041655,0.8354815525460517,0.2410011612235306,0.291135915850491,0.445584481607259,0.554415518392741,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_58/pdbs/2419.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_69/log.csv,5.5925033636721135,0.8404276294033527,0.2509492671141621,0.3067652275596504,0.3102593400600534,0.6897406599399466,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_69/pdbs/1635.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_70/log.csv,5.565845961428809,0.7929082711441146,0.2423982458402708,0.2982211677835034,0.5934759473119094,0.4065240526880906,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_70/pdbs/819.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_68/log.csv,5.587651559893192,0.8516774723849793,0.2509795158804326,0.3031803821334258,0.3436259573822759,0.656374042617724,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_68/pdbs/854.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_67/log.csv,5.571072497065464,0.791836210107897,0.2437898325142684,0.2959810553970201,0.560347916014637,0.439652083985363,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_67/pdbs/1222.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_47/log.csv,5.540340164683675,0.8542526391891606,0.2394639418242358,0.2926420922445661,0.5759311564540526,0.4240688435459475,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_47/pdbs/1422.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_48/log.csv,5.58725530565693,0.7304884416107812,0.2520613948353265,0.3090281173784907,0.3601245615904901,0.6398754384095099,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_48/pdbs/2218.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_71/log.csv,5.558025974540881,0.7496295013629429,0.2450144768716921,0.2983839621724761,0.4229933350476019,0.577006664952398,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_71/pdbs/1218.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_75/log.csv,5.556149680291742,0.7817955606666138,0.2397711627299512,0.3014932261859613,0.5672605458645653,0.4327394541354347,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_75/pdbs/1017.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_72/log.csv,5.582874297578551,0.8768624458558296,0.2549662232668045,0.3010488661950503,0.3135231899824244,0.6864768100175754,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_72/pdbs/2648.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_74/log.csv,5.541350853001882,0.7982382565083457,0.2401648471671442,0.293512439299197,0.5548698351748256,0.4451301648251745,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_74/pdbs/1419.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_73/log.csv,5.527391226448572,0.871792576008198,0.2383631649208811,0.2791435423127207,0.5202615400276682,0.4797384599723318,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_73/pdbs/1419.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_77/log.csv,5.576157928486213,0.8110048664881703,0.2453341573794902,0.3049737850577192,0.362724719294302,0.6372752807056979,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_77/pdbs/1645.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_76/log.csv,5.58337286191882,0.7449581585931072,0.2522679373879648,0.302446860255175,0.3624190639759203,0.6375809360240796,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_76/pdbs/1645.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_80/log.csv,5.560434341697265,0.8692203908794619,0.2430165220658587,0.2943311414658166,0.4226262798033543,0.5773737201966456,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_80/pdbs/1418.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_78/log.csv,5.584857088024243,0.7538436991572792,0.2535092117524974,0.2990373307980133,0.3242697592642801,0.6757302407357199,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_78/pdbs/1649.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_79/log.csv,5.529639128385485,0.8289700073002527,0.2354393852038725,0.2927437846881165,0.5089589347707554,0.4910410652292447,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_79/pdbs/1430.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_86/log.csv,5.578826228637803,0.9651186088132516,0.2492298106557163,0.3013192911549742,0.669700718592074,0.3302992814079259,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_86/pdbs/1651.pdb
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_85/log.csv,5.597693661243626,0.7183231301862741,0.2546402939566429,0.3018480653750877,0.3181246596993646,0.6818753403006353,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_85/pdbs/1446.pdb
