,r_free_0_min_0,r_free_0_min_0_rmsd_avg,r_free_0_min_0_xray_0,r_free_0_min_0_r_work_0,r_free_0_min_0_pdb,r_free_0_min_0_occ_0
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_1/log.csv,0.2824472198930721,0.7985810630268794,5.554320706430564,0.2398608793481938,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_1/pdbs/1022.pdb,0.4172427136885674
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_3/log.csv,0.2860081656102948,0.5347856487200161,5.682613324974216,0.2578619178431682,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_3/pdbs/13.pdb,0.5850727263904258
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_2/log.csv,0.2910979610860954,0.5245853909924466,5.681163979737706,0.2587912944169176,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_2/pdbs/13.pdb,0.3503404173014513
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_8/log.csv,0.2893610589635685,0.5434814407939837,5.680269837370842,0.2546119156157655,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_8/pdbs/17.pdb,0.4154309498948079
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_9/log.csv,0.2879197675608761,0.5426746760440931,5.684374087018287,0.256834256814046,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_9/pdbs/16.pdb,0.5699878799062652
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_4/log.csv,0.2926418730316431,0.5368675805292301,5.696682656722138,0.2570259859049814,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_4/pdbs/15.pdb,0.7869234236017327
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_7/log.csv,0.2932003369401531,0.54087202072674,5.703914784408218,0.2594029195476261,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_7/pdbs/13.pdb,0.8688434870305322
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_6/log.csv,0.2888140438764229,0.5457642958654018,5.699531783978072,0.258769348743115,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_6/pdbs/13.pdb,0.1356566413249371
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_5/log.csv,0.2873301891612606,0.5314784725344915,5.686131446909968,0.2561039995976276,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_5/pdbs/15.pdb,0.7127979542813253
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_10/log.csv,0.294409157029898,0.6028716856894122,5.7642356488064745,0.274879928933075,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_10/pdbs/91.pdb,0.0
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_18/log.csv,0.2840248836980445,0.5259356921568984,5.683558780232822,0.2577611826129822,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/60_7mhj_2/1018128/output_18/pdbs/13.pdb,0.6871300782277098
