,xray_0,r_free_0
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/64_1/1472809/output_501/pdbs/70.pdb,5.252244345890512,0.2747198183348195
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/64_1/1472809/output_804/pdbs/76.pdb,5.252487050770387,0.2795117295180814
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/64_1/1472809/output_1342/pdbs/74.pdb,5.252582008542111,0.2786727976480082
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/64_1/1472809/output_1101/pdbs/76.pdb,5.252613267484852,0.279625630303842
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/64_1/1472809/output_804/pdbs/68.pdb,5.252619920646493,0.279427358343297
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/64_1/1472809/output_1101/pdbs/77.pdb,5.252672952578023,0.2796621804475934
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/64_1/1472809/output_501/pdbs/69.pdb,5.25269484155502,0.275274495747343
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/64_1/1472809/output_804/pdbs/78.pdb,5.252742537015833,0.2792351429161995
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/64_1/1472809/output_1101/pdbs/75.pdb,5.252764637081318,0.2800146851311506
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/64_1/1472809/output_804/pdbs/79.pdb,5.25278541792621,0.2792622900068919
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/64_1/1472809/output_1101/pdbs/74.pdb,5.252816764611865,0.2799898053187035
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/64_1/1472809/output_804/pdbs/77.pdb,5.252853547211355,0.2793712122800985
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/64_1/1472809/output_804/pdbs/75.pdb,5.252856225928732,0.2795826828541226
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/64_1/1472809/output_501/pdbs/68.pdb,5.25293813059104,0.2758771019436677
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/64_1/1472809/output_804/pdbs/72.pdb,5.253019558502877,0.2793609058040113
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/64_1/1472809/output_501/pdbs/71.pdb,5.253090266762851,0.27525461700582
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/64_1/1472809/output_1325/pdbs/127.pdb,5.253104896495467,0.2806534278744045
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/64_1/1472809/output_804/pdbs/80.pdb,5.253160581754042,0.279501269051666
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/64_1/1472809/output_1342/pdbs/77.pdb,5.253163154490608,0.2789818220177714
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/64_1/1472809/output_804/pdbs/70.pdb,5.253171333825589,0.2791585563912169
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/64_1/1472809/output_1342/pdbs/76.pdb,5.253204551623714,0.2792763841086351
