,n,rmsd_0+rmsd_1_mean,rmsd_0+rmsd_1_std
1,,0.4737089328901948,0.023480307675949916
2,,0.4603571230362849,0.019392797486038157
3,,0.4534110813471626,0.017190514890813142
4,,0.449283285549732,0.016005181635441738
5,,0.44638592850196995,0.014873440494987672
6,,0.4440940855414627,0.014028437082532473
7,,0.4419803096150423,0.01361796012496415
8,,0.44051071795991065,0.013151059324837414
9,,0.439367871525112,0.012820927495518681
10,,0.4381790482745719,0.01263503313543812
11,,0.43721163698299903,0.0124431130074395
12,,0.43639611854497057,0.012338779465815373
13,,0.43545647155994616,0.012232676463372226
14,,0.43467485037662557,0.01204626168278492
15,,0.4340254325288096,0.01191173637762746
16,,0.4333331007096239,0.011754029944301074
17,,0.43277406868596857,0.011560870379679792
18,,0.4323637990382958,0.01147093597934833
19,,0.4317638740577641,0.011157680580027373
20,,0.4313341384603165,0.011063730505323364
21,,0.43077607118806277,0.010934824421659247
22,,0.43037390031032136,0.01086257512295539
23,,0.4298871051467675,0.010771698301851554
24,,0.42955984074764975,0.01069247705756982
25,,0.4292002751862891,0.010711504398953962
26,,0.42893783158532944,0.010655575763423483
27,,0.4286266197675657,0.010554160320439928
28,,0.4283894141927067,0.010543102820633313
29,,0.4281850264340374,0.010411200790598932
30,,0.4279941924212836,0.010324846980250017
31,,0.42768007761482063,0.010211346494357598
32,,0.42749240015137824,0.01013927674642714
33,,0.4271907389871793,0.01001914654424098
34,,0.4268274343682099,0.00994973221444995
35,,0.4265261348453036,0.009905388807223912
36,,0.4262940096894465,0.009886106158477955
37,,0.4261269178955228,0.009813190276897952
38,,0.425926830619818,0.009755927652509697
39,,0.42561535465419903,0.009647502274604836
40,,0.42532719862595864,0.009678337518404571
41,,0.42505735888780183,0.009659920047251391
42,,0.4248770550438136,0.00959131599839979
43,,0.42458001304901616,0.00958487434458939
44,,0.4244751545095926,0.009570230217150004
45,,0.42419714528340874,0.009518486181642074
46,,0.4240304911410504,0.009454412985365706
47,,0.4239325927507906,0.009421886922133386
48,,0.4236983339649443,0.009383801256848153
49,,0.42354899061670426,0.009343525687568499
50,,0.42342388444604484,0.009315819720347875
51,,0.42327675681145593,0.009306133054531606
52,,0.423144589669825,0.009213899331973842
53,,0.42295356541822343,0.009151549213501663
54,,0.42280081656759255,0.009126118413787637
55,,0.4226360103943634,0.009028440083751931
56,,0.42245311068821945,0.00903603984443236
57,,0.4222202080286577,0.008953567570694657
58,,0.4221055620440529,0.008896141259546835
59,,0.4219174953797863,0.00873771728791816
60,,0.42171630065535165,0.00885155282312153
