,rmsd_0+rmsd_1,pdb,ff,xray_0,r_free_0,rmsd_0,xray_1,r_free_1,rmsd_1
0,0.38013676830632404,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/124_natives_2_cond/0/output_143/pdbs/333.pdb,22765.94126381977,5.159432174283377,0.1634662685577805,0.1894209296335576,5.1742956275829215,0.1610309685802479,0.1907158386727664
1,0.3076348977109524,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/124_natives_2_cond/1/output_198/pdbs/331.pdb,19870.79018101818,5.092712446210274,0.1295880187131347,0.1446519624987364,5.114590533008308,0.1426288709421588,0.162982935212216
2,0.3749960135247184,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/124_natives_2_cond/2/output_781/pdbs/318.pdb,23091.785054259864,5.121505587420819,0.1570239424672863,0.1871938035621762,5.1164929613736,0.1540641033080125,0.1878022099625422
3,0.3763169282118733,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/124_natives_2_cond/3/output_493/pdbs/428.pdb,20785.505797233905,5.126763987103121,0.147983265169451,0.1955705629293372,5.1165014679398,0.1434338732754704,0.1807463652825361
4,0.4264733454931525,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/124_natives_2_cond/4/output_635/pdbs/367.pdb,21599.80565233054,5.243101793328839,0.1669706507012807,0.2114084274382137,5.209851036149291,0.1598856792538328,0.2150649180549388
5,0.3098785110547363,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/124_natives_2_cond/5/output_603/pdbs/347.pdb,22559.98220175447,4.911105640699455,0.1084296186294478,0.1476976638735956,4.95163312234186,0.112069695816429,0.1621808471811407
6,0.4066805091758289,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/124_natives_2_cond/6/output_422/pdbs/332.pdb,22743.23035019062,5.191516134094422,0.1644945822524764,0.2033728661335126,5.187223640506261,0.1694486304807124,0.2033076430423163
7,0.39260561940021577,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/124_natives_2_cond/7/output_674/pdbs/372.pdb,20155.808977893717,5.0993660887976295,0.1474285721771304,0.1877907392930416,5.111567060028772,0.1517175560128691,0.2048148801071742
8,0.3910631351459271,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/124_natives_2_cond/8/output_63/pdbs/260.pdb,22935.154201387755,5.2157645606727705,0.1645650187773616,0.1965012894693247,5.220152742772803,0.1633455192764715,0.1945618456766024
9,0.3299229827886284,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/124_natives_2_cond/9/output_805/pdbs/376.pdb,21845.596562117036,4.922855753150853,0.1102756178218454,0.1621670416770033,4.945800860136466,0.1163562106500649,0.1677559411116251
