,xray_0+xray_1,pdb,ff,xray_0,r_free_0,rmsd_0,xray_1,r_free_1,rmsd_1
0,10.244557864739111,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/124_natives_2_cond/0/output_466/pdbs/438.pdb,23116.392915061475,5.110224712339239,0.1572585680948245,0.2197614739138964,5.134333152399872,0.1530802437892482,0.2211713126225901
1,9.985591064731617,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/124_natives_2_cond/1/output_122/pdbs/443.pdb,21214.949628313432,4.962972032896147,0.1063340710338347,0.1528187074873856,5.02261903183547,0.128080593767443,0.1685875557281489
2,10.121598000362745,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/124_natives_2_cond/2/output_124/pdbs/394.pdb,22346.538518617588,5.059653199340863,0.1456851745661192,0.204944668153829,5.061944801021883,0.1470970891503772,0.2050923095827562
3,10.165832744198042,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/124_natives_2_cond/3/output_705/pdbs/419.pdb,20842.029632573733,5.101638697212499,0.1462613774849315,0.1966188378148473,5.064194046985542,0.1350509404714197,0.1873774359436175
4,10.27919293749189,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/124_natives_2_cond/4/output_223/pdbs/403.pdb,21392.51900710392,5.14359423036108,0.1458706486805978,0.2263478026005039,5.135598707130811,0.1502358805262201,0.2305445295829082
5,9.729126184508164,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/124_natives_2_cond/5/output_125/pdbs/378.pdb,22201.183874642706,4.841761381425821,0.1026011813778024,0.193933068256287,4.887364803082344,0.1053326156477429,0.2007872371456746
6,10.29290188195395,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/124_natives_2_cond/6/output_438/pdbs/399.pdb,23677.891528128293,5.149098689759629,0.1604387395240826,0.2316934715622355,5.143803192194321,0.1595298300494202,0.2316347422817917
7,10.171465069676666,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/124_natives_2_cond/7/output_943/pdbs/318.pdb,21170.09223453886,5.090990197033189,0.1401826442292593,0.1963121382727716,5.080474872643477,0.1407921976876459,0.208247006839332
8,10.300340100027224,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/124_natives_2_cond/8/output_376/pdbs/436.pdb,22672.257786300543,5.161337663208819,0.1621671394774776,0.2132009361312763,5.139002436818406,0.1462421530934596,0.2124053608474691
9,9.849274553710792,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/124_natives_2_cond/9/output_805/pdbs/342.pdb,21812.94216995395,4.916865502618764,0.1115344375997844,0.1704478223997042,4.932409051092027,0.1153729215832388,0.1765751710848093
