,min_xray_0+xray_1,xray_0+xray_1_min_0_xray_1,xray_0+xray_1_min_0_r_free_0,xray_0+xray_1_min_0_r_free_1,xray_0+xray_1_min_0_rmsd_0,xray_0+xray_1_min_0_rmsd_1,xray_0+xray_1_min_0_ff,xray_0+xray_1_min_0_pdb
0,10.244557864739111,5.134333152399872,0.1572585680948245,0.1530802437892482,0.2197614739138964,0.2211713126225901,23116.392915061475,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/124_natives_2_cond/0/output_466/pdbs/438.pdb
1,9.985591064731617,5.02261903183547,0.1063340710338347,0.128080593767443,0.1528187074873856,0.1685875557281489,21214.949628313432,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/124_natives_2_cond/1/output_122/pdbs/443.pdb
2,10.121598000362745,5.061944801021883,0.1456851745661192,0.1470970891503772,0.204944668153829,0.2050923095827562,22346.538518617588,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/124_natives_2_cond/2/output_124/pdbs/394.pdb
3,10.165832744198042,5.064194046985542,0.1462613774849315,0.1350509404714197,0.1966188378148473,0.1873774359436175,20842.029632573733,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/124_natives_2_cond/3/output_705/pdbs/419.pdb
4,10.27919293749189,5.135598707130811,0.1458706486805978,0.1502358805262201,0.2263478026005039,0.2305445295829082,21392.51900710392,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/124_natives_2_cond/4/output_223/pdbs/403.pdb
5,9.729126184508164,4.887364803082344,0.1026011813778024,0.1053326156477429,0.193933068256287,0.2007872371456746,22201.183874642706,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/124_natives_2_cond/5/output_125/pdbs/378.pdb
6,10.29290188195395,5.143803192194321,0.1604387395240826,0.1595298300494202,0.2316934715622355,0.2316347422817917,23677.891528128293,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/124_natives_2_cond/6/output_438/pdbs/399.pdb
7,10.171465069676666,5.080474872643477,0.1401826442292593,0.1407921976876459,0.1963121382727716,0.208247006839332,21170.09223453886,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/124_natives_2_cond/7/output_943/pdbs/318.pdb
8,10.300340100027224,5.139002436818406,0.1621671394774776,0.1462421530934596,0.2132009361312763,0.2124053608474691,22672.257786300543,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/124_natives_2_cond/8/output_376/pdbs/436.pdb
9,9.849274553710792,4.932409051092027,0.1115344375997844,0.1153729215832388,0.1704478223997042,0.1765751710848093,21812.94216995395,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/124_natives_2_cond/9/output_805/pdbs/342.pdb
